#,Name,Image,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown3,SortKey,Unknown2,Subtype,Unknown1,Category
455,사하긴족 '노부 일족',199955,697,0,0,0,2303,5,0,0,3
456,이크살족 '에카틀 비행단',199953,698,0,0,0,2304,5,0,0,3
457,툴라이욜라 1,195662,701,0,0,0,1036,1,0,0,9
458,툴라이욜라 1,197662,701,0,0,0,1036,3,0,0,9
459,툴라이욜라 1,198662,701,0,0,0,1036,4,0,0,9
460,툴라이욜라 2,195663,702,0,0,0,1037,1,0,0,9
461,툴라이욜라 2,197663,702,0,0,0,1037,3,0,0,9
462,툴라이욜라 2,198663,702,0,0,0,1037,4,0,0,9
463,솔루션 나인 1,195664,699,0,0,0,1038,1,0,0,9
464,솔루션 나인 1,197664,699,0,0,0,1038,3,0,0,9
465,솔루션 나인 1,198664,699,0,0,0,1038,4,0,0,9
466,솔루션 나인 2,195665,700,0,0,0,1039,1,0,0,9
467,솔루션 나인 2,197665,700,0,0,0,1039,3,0,0,9
468,솔루션 나인 2,198665,700,0,0,0,1039,4,0,0,9
469,아기 돌고래,234810,729,0,0,0,5261,5,1,0,6
470,별새,234827,730,0,0,0,5578,5,1,0,6
471,나그샤 고양이,234828,731,0,0,0,5224,5,1,0,6
472,브리트라 인형,234830,732,0,0,0,5576,5,1,0,6
473,게게,234832,733,0,0,0,5226,5,1,0,6
474,루나텐더 왕자,234833,734,0,0,0,5100,5,1,0,6
475,헤로이스 인형,234841,735,0,0,0,5558,5,1,0,6
476,왕족 루나텐더,234843,736,0,0,0,5101,5,1,0,6
477,필로스 인형,234865,737,0,0,0,5561,5,1,0,6
478,에리크토니오스 인형,234866,738,0,0,0,5562,5,1,0,6
479,아이도네우스 인형,234877,739,0,0,0,5560,5,1,0,6
480,아테나 인형,234887,740,0,0,0,5563,5,1,0,6
481,휴가돌이,234896,741,0,0,0,5608,5,1,0,6
482,하이델린 우상,234901,742,784,788,812,5568,5,1,0,6
483,조디아크 우상,234902,743,785,789,813,5569,5,1,0,6
484,푸르슈노 인형,234903,744,786,790,814,5512,5,1,0,6
485,아기 알파카,234909,745,0,0,0,5235,5,1,0,6
486,이크티,234912,746,0,0,0,5236,5,1,0,6
487,초록새,234913,747,0,0,0,5313,5,1,0,6
488,작은 코요테,234914,748,0,0,0,5237,5,1,0,6
489,옥수수님,234916,749,0,0,0,5660,5,1,0,6
490,머그텐더,234917,750,0,0,0,5104,5,1,0,6
491,푸른 고양이,234918,751,0,0,0,5238,5,1,0,6
492,양철 보초병 T1,234922,752,0,0,0,5652,5,1,0,6
493,신 쿠루루,234925,753,0,0,0,5520,5,1,0,6
494,제로 인형,234926,754,787,791,815,5565,5,1,0,6
495,에렌빌 인형,234927,755,0,0,0,5567,5,1,0,6
496,펠루펠루족 '투랄 여행사',199968,767,0,0,0,2317,5,0,0,3
497,이슈가르드 1,195654,768,0,0,0,1020,1,0,0,9
498,이슈가르드 1,197654,768,0,0,0,1020,3,0,0,9
499,이슈가르드 1,198654,768,0,0,0,1020,4,0,0,9
500,이슈가르드 2,195672,769,0,0,0,1021,1,0,0,9
501,이슈가르드 2,197672,769,0,0,0,1021,3,0,0,9
502,이슈가르드 2,198672,769,0,0,0,1021,4,0,0,9
503,이딜샤이어 1,195655,770,0,0,0,1022,1,0,0,9
504,이딜샤이어 1,197655,770,0,0,0,1022,3,0,0,9
505,이딜샤이어 1,198655,770,0,0,0,1022,4,0,0,9
506,이딜샤이어 2,195673,771,0,0,0,1023,1,0,0,9
507,이딜샤이어 2,197673,771,0,0,0,1023,3,0,0,9
508,이딜샤이어 2,198673,771,0,0,0,1023,4,0,0,9
509,쿠가네 1,195656,772,0,0,0,1024,1,0,0,9
510,쿠가네 1,197656,772,0,0,0,1024,3,0,0,9
511,쿠가네 1,198656,772,0,0,0,1024,4,0,0,9
512,쿠가네 2,195668,773,0,0,0,1025,1,0,0,9
513,쿠가네 2,197666,773,0,0,0,1025,3,0,0,9
514,쿠가네 2,198666,773,0,0,0,1025,4,0,0,9
515,랄거의 손길 1,195657,774,0,0,0,1026,1,0,0,9
516,랄거의 손길 1,197657,774,0,0,0,1026,3,0,0,9
517,랄거의 손길 1,198657,774,0,0,0,1026,4,0,0,9
518,랄거의 손길 2,195669,775,0,0,0,1027,1,0,0,9
519,랄거의 손길 2,197667,775,0,0,0,1027,3,0,0,9
520,랄거의 손길 2,198667,775,0,0,0,1027,4,0,0,9
521,크리스타리움 1,195658,776,0,0,0,1028,1,0,0,9
522,크리스타리움 1,197658,776,0,0,0,1028,3,0,0,9
523,크리스타리움 1,198658,776,0,0,0,1028,4,0,0,9
524,크리스타리움 2,195670,777,0,0,0,1029,1,0,0,9
525,크리스타리움 2,197670,777,0,0,0,1029,3,0,0,9
526,크리스타리움 2,198670,777,0,0,0,1029,4,0,0,9
527,율모어 1,195659,778,0,0,0,1030,1,0,0,9
528,율모어 1,197659,778,0,0,0,1030,3,0,0,9
529,율모어 1,198659,778,0,0,0,1030,4,0,0,9
530,율모어 2,195671,779,0,0,0,1031,1,0,0,9
531,율모어 2,197671,779,0,0,0,1031,3,0,0,9
532,율모어 2,198671,779,0,0,0,1031,4,0,0,9
533,올드 샬레이안 1,195660,780,0,0,0,1032,1,0,0,9
534,올드 샬레이안 1,197660,780,0,0,0,1032,3,0,0,9
535,올드 샬레이안 1,198660,780,0,0,0,1032,4,0,0,9
536,올드 샬레이안 2,195666,781,0,0,0,1033,1,0,0,9
537,올드 샬레이안 2,197668,781,0,0,0,1033,3,0,0,9
538,올드 샬레이안 2,198668,781,0,0,0,1033,4,0,0,9
539,라자한 1,195661,782,0,0,0,1034,1,0,0,9
540,라자한 1,197661,782,0,0,0,1034,3,0,0,9
541,라자한 1,198661,782,0,0,0,1034,4,0,0,9
542,라자한 2,195667,783,0,0,0,1035,1,0,0,9
543,라자한 2,197669,783,0,0,0,1035,3,0,0,9
544,라자한 2,198669,783,0,0,0,1035,4,0,0,9
545,사스콰치 인형,234608,822,0,0,0,5094,5,1,0,6
546,블랙 키튼,234924,823,0,0,0,5153,5,1,0,6
547,치즈냥,234643,824,0,0,0,5208,5,1,0,6
548,호파루의 물뱀?,234769,825,0,0,0,5218,5,1,0,6
549,키타리의 물뱀?,234770,826,0,0,0,5219,5,1,0,6
550,개미핥기,234809,827,0,0,0,5222,5,1,0,6
551,작은 하마,234831,828,0,0,0,5225,5,1,0,6
552,캥거루 인형,234845,829,0,0,0,5228,5,1,0,6
553,샤슈예,234932,830,0,0,0,5239,5,1,0,6
554,해파링,234683,831,0,0,0,5255,5,1,0,6
555,도마금,234759,832,0,0,0,5257,5,1,0,6
556,라라다일,234778,833,0,0,0,5259,5,1,0,6
557,꼬마 푸누티,234907,834,0,0,0,5262,5,1,0,6
558,코토코토코,234931,835,0,0,0,5314,5,1,0,6
559,이프리트 인형,234567,836,0,0,0,5450,5,1,0,6
560,가루다 인형,234572,837,0,0,0,5451,5,1,0,6
561,타이탄 인형,234573,838,0,0,0,5452,5,1,0,6
562,리바이어선 인형,234574,839,0,0,0,5453,5,1,0,6
563,라무 인형,234598,840,0,0,0,5454,5,1,0,6
564,시바 인형,234599,841,0,0,0,5455,5,1,0,6
565,오딘 인형,234468,842,0,0,0,5456,5,1,0,6
566,비스마르크 인형,234663,843,0,0,0,5457,5,1,0,6
567,라바나 인형,234665,844,0,0,0,5458,5,1,0,6
568,스사노오 인형,234661,845,0,0,0,5459,5,1,0,6
569,락슈미 인형,234662,846,0,0,0,5460,5,1,0,6
570,테미스 인형,234938,847,0,0,0,5564,5,1,0,6
571,펠루펠루 인형,234934,848,0,0,0,5609,5,1,0,6
572,양철 병사 S3,234935,849,0,0,0,5653,5,1,0,6
573,알라그 수박,234786,850,0,0,0,5658,5,1,0,6
574,산제물님,234936,851,0,0,0,5661,5,1,0,6
575,절 또 하나의 미래,195716,872,0,0,0,2505,1,0,0,4
576,절 또 하나의 미래,197722,872,0,0,0,2505,3,0,0,4
577,절 또 하나의 미래,198719,872,0,0,0,2505,4,0,0,4
578,절 또 하나의 미래,199717,872,0,0,0,2505,5,0,0,4
579,마무쟈족 '고크골마 농원',199969,873,0,0,0,2318,5,0,0,3
580,딥 던전: 망자의 궁전 1,197707,874,0,0,0,2354,3,0,0,4
581,딥 던전: 망자의 궁전 2,197708,875,0,0,0,2355,3,0,0,4
582,딥 던전: 천궁탑 1,197709,876,0,0,0,2356,3,0,0,4
583,딥 던전: 천궁탑 2,197710,877,0,0,0,2357,3,0,0,4
584,초승달 섬,195717,879,0,0,0,2405,1,0,0,4
585,초승달 섬,197723,879,0,0,0,2405,3,0,0,4
586,초승달 섬,198720,879,0,0,0,2405,4,0,0,4
587,우주 개척 1,195718,878,0,0,0,2343,1,0,0,8
588,우주 개척 1,198721,878,0,0,0,2343,4,0,0,8
589,우주 개척 1,199718,878,0,0,0,2343,5,0,0,8
590,카벙클 페리도트,234544,885,0,0,0,5603,5,1,0,6
591,카벙클 헬리오도르,234545,886,0,0,0,5604,5,1,0,6
592,기기,234630,887,0,0,0,5601,5,1,0,6
593,신룡 인형,234675,888,0,0,0,5461,5,1,0,6
594,흰족제비,234679,889,0,0,0,5213,5,1,0,6
595,츠쿠요미 인형,234699,890,0,0,0,5462,5,1,0,6
596,프란 인형,234725,891,0,0,0,5547,5,1,0,6
597,푸아 인형,234735,892,0,0,0,5352,5,1,0,6
598,고대인형,234774,893,0,0,0,5606,5,1,0,6
599,갈매기,234808,894,0,0,0,5308,5,1,0,6
600,세뇨리따 사보텐더,234812,895,0,0,0,5554,5,1,0,6
601,군힐드 인형,234818,896,0,0,0,5557,5,1,0,6
602,카두케우스,234835,897,0,0,0,5227,5,1,0,6
603,스카르밀리오네 인형,234860,898,0,0,0,5470,5,1,0,6
604,카냐초 인형,234871,899,0,0,0,5471,5,1,0,6
605,바르바리차 인형,234888,900,0,0,0,5472,5,1,0,6
606,골베자 인형,234897,901,0,0,0,5473,5,1,0,6
607,프사마테,234949,902,0,0,0,5106,5,1,0,6
608,나이아드,234950,903,0,0,0,5107,5,1,0,6
609,데이모스,234951,904,0,0,0,5108,5,1,0,6
610,자티카 리프킨,234944,905,0,0,0,5105,5,1,0,6
611,굴루쟈쟈 인형,234945,906,0,0,0,5566,5,1,0,6
612,꼬꼬마 로더,234948,907,0,0,0,5654,5,1,0,6
613,잔돈거북,234952,908,0,0,0,5109,5,1,0,6
614,왕국 사냥개,234953,909,0,0,0,5240,5,1,0,6
615,스칼라 올로사파,234941,910,0,0,0,5312,5,1,0,6
616,아기 세크레트,234954,911,0,0,0,5752,5,1,0,6
617,회복 꿀벌레,234955,912,0,0,0,5753,5,1,0,6
618,페오 울 인형,234965,913,0,0,0,5400,5,1,0,6
619,꼬마 양 정령,234946,914,0,0,0,5110,5,1,0,6
620,아가냥아치,234947,915,0,0,0,5111,5,1,0,6
621,Monster Hunter Wilds 1,194704,943,0,0,0,3955,2,0,0,7
622,Monster Hunter Wilds 1,195719,943,0,0,0,3955,1,0,0,7
623,Monster Hunter Wilds 1,197724,943,0,0,0,3955,3,0,0,7
624,Monster Hunter Wilds 1,198722,943,0,0,0,3955,4,0,0,7
625,Monster Hunter Wilds 1,199719,943,0,0,0,3955,5,0,0,7
626,Monster Hunter Wilds 2,195720,944,0,0,0,3956,1,0,0,7
627,Monster Hunter Wilds 2,197725,944,0,0,0,3956,3,0,0,7
628,Monster Hunter Wilds 2,198723,944,0,0,0,3956,4,0,0,7
629,Monster Hunter Wilds 2,199720,944,0,0,0,3956,5,0,0,7
630,요카후이족 '지고테 제단 복구단',199970,938,0,0,0,2319,5,0,0,3
631,딥 던전: 노르브란트 순례길 1,197726,941,0,0,0,2400,3,0,0,4
632,딥 던전: 노르브란트 순례길 2,197727,942,0,0,0,2401,3,0,0,4
633,우주 개척 2,195721,940,0,0,0,2344,1,0,0,8
634,우주 개척 2,198724,940,0,0,0,2344,4,0,0,8
635,우주 개척 2,199721,940,0,0,0,2344,5,0,0,8
636,무인도 개척 3,197728,939,0,0,0,2342,3,0,0,8
637,무인도 개척 3,198725,939,0,0,0,2342,4,0,0,8
638,무인도 개척 3,199722,939,0,0,0,2342,5,0,0,8
639,,0,0,0,0,0,0,0,0,0,0
640,,0,0,0,0,0,0,0,0,0,0
641,,0,0,0,0,0,0,0,0,0,0
642,,0,0,0,0,0,0,0,0,0,0
643,,0,0,0,0,0,0,0,0,0,0
644,,0,0,0,0,0,0,0,0,0,0
645,,0,0,0,0,0,0,0,0,0,0
646,,0,0,0,0,0,0,0,0,0,0
647,,0,0,0,0,0,0,0,0,0,0
648,,0,0,0,0,0,0,0,0,0,0
649,,0,0,0,0,0,0,0,0,0,0
650,,0,0,0,0,0,0,0,0,0,0
