#,Name,UnlockLink,Icon,VFX,ActionTimelineHit,PrimaryCostValue,SecondaryCostValue,ActionCombo,Cast100ms,Recast100ms,ActionProcStatus,StatusGainSelf,Omen,OmenAlt,AnimationEnd,ActionCategory,Unknown1,AnimationStart,Unknown2,BehaviourType,ClassJobLevel,CastType,EffectRange,XAxisModifier,PrimaryCostType,SecondaryCostType,ExtraCastTime100ms,CooldownGroup,AdditionalCooldownGroup,MaxCharges,Aspect,Unknown4,ClassJobCategory,AutoAttackBehaviour,EquivalenceGroup,Unknown_70,ClassJob,Range,DeadTargetBehaviour,AttackType,Unknown8,IsRoleAction,Unknown28,CanTargetSelf,CanTargetParty,CanTargetAlliance,CanTargetHostile,CanTargetAlly,Unknown10,TargetArea,CanTargetOwnPet,CanTargetPartyPet,RequiresLineOfSight,NeedToFaceTarget,Unknown14,PreservesCombo,Unknown15,AffectsPosition,IsPvP,Unknown16,LogCastMessage,Unknown18,LogMissMessage,LogActionMessage,Unknown21,Unknown22,Unknown23,CanUseWhileMounted,Unknown25,IsPlayerAction,Unknown27
6273,구타,0,19636,0,1875,0,0,0,0,25,0,0,0,0,3421,13,0,0,0,0,0,1,0,0,0,34,0,58,0,0,7,1,1,0,0,0,0,3,0,3,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6274,보이드 파이라,0,19637,13,1904,0,0,0,25,25,0,0,0,0,479,2,1,34,0,0,0,2,5,0,0,34,0,58,0,0,1,1,1,0,0,0,0,25,0,5,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6275,지뢰,0,405,0,4872,0,0,0,0,0,0,0,0,0,4871,4,0,0,0,0,0,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6276,유인 함정,0,405,0,1875,0,0,0,0,0,0,0,0,0,4873,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6277,약화 함정,0,405,0,1875,0,0,0,0,0,0,0,0,0,4874,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,30,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6278,방해 함정,0,405,0,4876,0,0,0,0,0,0,0,0,0,4875,4,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6279,두꺼비 함정,0,405,0,1875,0,0,0,0,0,0,0,0,0,4877,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,30,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6280,큰거미의 포옹,0,405,0,4400,0,0,0,0,0,0,0,0,0,4399,4,0,0,0,0,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
6281,,0,405,0,1875,0,0,0,40,0,0,0,27,0,1222,4,0,0,0,0,0,5,60,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
6282,파멸의 용시,0,405,0,1875,0,0,0,0,0,0,0,0,0,4574,3,0,0,0,0,0,5,60,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6283,,0,405,0,1875,0,0,0,0,0,0,0,0,0,4886,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6284,폭탄 함정,0,405,0,4879,0,0,0,0,0,0,0,0,0,4878,4,0,0,0,0,0,2,12,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6285,부활,0,405,0,1875,0,0,0,0,0,0,0,0,0,4882,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6286,워리어 스페셜,0,405,0,1875,0,0,0,0,0,0,0,0,0,342,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,3,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6287,워리어 바이올런스,0,405,0,1875,0,0,0,0,0,0,0,0,0,225,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6288,워리어 다이나믹,0,405,0,1875,0,0,0,0,0,0,0,0,0,320,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6289,자폭,0,405,24,1954,0,0,0,30,0,0,0,1,0,1122,3,0,8,0,0,0,5,6,0,2,0,0,0,0,0,1,1,0,0,0,0,-1,6,0,5,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6290,폭발,0,405,24,1710,0,0,0,100,60,0,0,1,0,1709,3,0,8,0,0,0,2,20,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,20,0,5,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6291,무기 강화,0,405,0,1875,0,0,0,0,0,0,0,0,0,4880,4,0,0,0,0,0,6,100,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6292,방어구 강화,0,405,0,1875,0,0,0,0,0,0,0,0,0,4881,4,0,0,0,0,0,6,100,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6293,포효,0,19635,0,1875,0,0,0,0,25,0,0,0,0,4860,8,0,0,0,0,0,1,0,0,0,25,0,75,0,0,0,1,1,0,0,0,0,15,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False
6294,솜털 뿌리기,0,19634,0,1875,0,0,0,0,25,0,0,0,0,4861,8,0,0,0,0,0,2,6,0,0,25,0,75,0,0,0,1,1,0,0,0,0,15,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False
6295,돌풍,0,19629,0,1875,0,0,0,0,25,0,0,0,0,4634,12,0,0,0,0,0,1,0,0,0,25,0,75,0,0,0,0,1,0,0,0,0,15,0,0,False,False,False,False,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6296,살포,0,19633,0,1875,0,0,0,0,25,0,0,0,0,4753,12,0,0,0,0,0,2,6,0,0,25,0,75,0,0,0,0,1,0,0,0,0,15,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6297,솜털 뿌리기,0,19807,0,1875,0,0,0,0,25,0,0,0,0,4861,12,0,0,0,0,0,2,6,0,0,25,0,75,0,0,0,0,1,0,0,0,0,15,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
6298,진홍빛 숨결,0,405,0,3241,0,0,0,0,0,0,0,0,0,3201,3,0,0,0,0,0,3,10,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6299,용의 포효,0,405,0,3243,0,0,0,0,0,0,0,0,0,3203,3,0,0,0,0,0,2,80,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6300,인두질,0,405,24,1875,0,0,0,35,0,0,0,88,0,4573,3,0,0,0,0,0,4,80,22,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6301,착지,0,405,0,4585,0,0,0,0,0,0,0,0,0,4561,3,0,0,0,0,0,2,80,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6302,소름 끼치는 포효,0,405,0,3666,0,0,0,35,10,0,0,47,0,3665,3,0,0,0,0,0,2,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6303,뜨거운 날개,0,405,0,1875,0,0,0,40,0,0,0,2,0,1222,3,0,0,0,0,0,4,28,62,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6304,뜨거운 꼬리,0,405,0,1875,0,0,0,40,0,0,0,2,0,1222,3,0,0,0,0,0,4,62,16,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6305,번개 방전,0,405,0,3241,0,0,0,0,0,0,0,0,0,3201,3,0,0,0,0,0,3,8,0,0,0,0,0,0,0,5,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6306,유혹의 사과,0,405,0,3245,0,0,0,0,0,0,0,0,0,3205,3,0,0,0,0,0,3,8,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6307,발톱 난도질,0,405,0,3507,0,0,0,35,0,0,0,0,0,3506,3,0,10,0,0,0,3,5,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False
6308,종언의 용시,0,405,0,1875,0,0,0,0,0,0,0,0,0,1222,3,0,0,0,0,0,5,80,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6309,타오르는 별,0,405,0,3268,0,0,0,0,0,0,0,0,0,3228,3,0,0,0,0,0,5,5,0,2,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6310,폭군의 눈동자,0,405,24,3258,0,0,0,50,0,0,0,0,0,3218,3,0,13,0,0,0,2,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6311,하이 점프,0,405,0,4585,0,0,0,0,0,0,0,0,0,4561,3,0,0,0,0,0,2,8,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6312,게이르스코굴,0,405,24,3256,0,0,0,30,0,0,0,115,0,3216,3,0,8,0,0,0,4,62,8,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6313,알라 몬,0,405,24,1875,0,0,0,40,0,0,0,0,0,3220,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6314,용창 가르기,0,405,0,3259,0,0,0,0,0,0,0,0,0,3219,3,0,0,0,0,0,3,10,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6315,아크 몬,0,405,24,3251,0,0,0,50,0,0,0,0,0,3211,3,0,13,0,0,0,2,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6316,아크 몬,0,405,0,3252,0,0,0,0,0,0,0,0,0,3212,3,0,0,0,0,0,2,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6317,화염 작렬,0,405,0,1875,0,0,0,105,0,0,0,0,0,1222,3,0,0,0,0,0,4,50,17,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6318,슈퍼 점프,0,405,0,1875,0,0,0,90,0,0,0,27,0,1222,3,0,0,0,0,0,2,64,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6319,자가폭발,0,405,0,1875,0,0,0,0,0,0,0,0,0,3618,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6320,파멸의 용시,0,405,0,1875,0,0,0,0,0,0,0,0,0,4574,3,0,0,0,0,0,5,60,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6321,희미한 징조,0,405,0,1875,0,0,0,0,150,0,0,0,0,3205,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,40,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6322,파라이가,0,405,24,3244,0,0,0,50,400,0,0,0,0,3204,2,0,8,0,0,0,2,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,30,0,5,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6323,소환 2,0,405,17,1875,0,0,0,60,25,0,0,0,0,189,2,0,37,0,0,0,1,0,0,0,0,0,58,0,0,0,2,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6324,모그모그 회전,0,19808,0,1875,0,0,0,0,25,0,0,0,0,4906,12,0,0,0,0,0,1,0,0,0,25,0,75,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
6325,,0,405,24,1710,0,0,0,0,60,0,0,0,0,1709,3,0,8,0,0,0,2,20,0,2,0,0,0,0,0,1,1,0,0,0,0,-1,20,0,5,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6326,파이어,0,405,13,1903,0,0,0,10,30,0,0,0,0,473,2,1,34,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-1,25,0,5,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6327,전광석화,0,405,24,1875,0,0,0,25,60,0,0,0,0,1159,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,3,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6328,발굽차기,0,405,0,1875,0,0,0,0,60,0,0,0,0,1104,3,0,8,0,0,0,3,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,6,0,3,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6329,흡혈,0,405,0,1875,0,0,0,0,150,0,0,0,0,1160,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,6,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6330,초음파,0,405,0,1969,0,0,0,30,150,0,0,3,0,1162,3,0,8,0,0,0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,6,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6331,갑각 파열,0,405,24,2019,0,0,0,25,200,0,0,1,0,1252,3,0,8,0,0,0,5,3,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,5,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6332,새된 외침,0,405,24,2078,0,0,0,30,200,0,0,1,0,1336,3,0,8,0,0,0,5,3,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,5,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6333,부패,0,405,0,1967,0,0,0,0,150,0,0,0,0,1154,3,0,8,0,0,0,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,6,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6334,마지막 벌침,0,405,24,1875,0,0,0,40,200,0,0,0,0,1519,3,0,8,0,0,0,1,0,0,2,0,0,0,0,0,7,1,0,0,0,0,-1,6,0,2,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6335,부식성 침,0,405,0,1974,0,0,0,0,200,0,0,0,0,1171,3,0,8,0,0,0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,6,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6336,최면 숨결,0,405,24,2015,0,0,0,30,300,0,0,5,0,1244,3,0,8,0,0,0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,6,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6337,폭탄 던지기,0,405,24,1980,0,0,0,25,120,0,0,1,0,1185,3,0,8,0,0,0,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,25,0,5,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6338,폭탄 던지기,0,405,24,1981,0,0,0,25,120,0,0,0,0,1186,3,0,8,0,0,0,5,3,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,6,0,5,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6339,코뿔소 공격,0,405,24,1875,0,0,0,30,150,0,0,0,0,3201,3,0,8,0,1,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,25,0,3,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6340,가스 연막,0,405,0,2122,0,0,0,0,200,0,0,3,0,1514,3,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,6,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6341,찐득한 혀,0,405,0,1875,0,0,0,0,300,0,0,0,0,1132,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,25,0,3,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6342,힘겨운 뜀뛰기,0,405,24,2112,0,0,0,25,300,0,0,1,0,1494,3,0,8,0,0,0,5,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,6,0,3,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6343,소화,0,405,0,1875,0,0,0,0,150,0,0,0,0,1424,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,3,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6344,파열,0,405,0,2222,0,0,0,0,0,0,0,0,0,1784,3,0,0,0,0,0,5,16,0,2,0,0,0,0,0,7,1,0,0,0,0,-1,16,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6345,소금물 방울,0,405,24,3460,0,0,0,25,120,0,0,1,0,3459,3,0,8,0,0,0,2,3,0,0,0,0,0,0,0,6,1,0,0,0,0,-1,30,0,5,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6346,산성 안개,0,405,0,1964,0,0,0,0,200,0,0,0,0,1150,3,0,8,0,0,0,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,6,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6347,공격,0,405,0,1875,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,3,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6348,역한 입냄새,0,405,24,2079,0,0,0,30,300,0,0,5,0,1337,3,0,8,0,0,0,3,12,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,12,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6349,황금 혀,0,405,24,1875,0,0,0,25,600,0,0,0,0,1196,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,3,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6350,선더,0,405,15,1875,0,0,0,10,30,0,0,0,0,475,2,1,34,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,1,0,0,-1,25,0,5,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6351,석화 시선,0,405,25,1875,0,0,0,35,300,0,0,0,0,1190,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,25,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False
6352,고목의 분노,0,405,24,3264,0,0,0,30,120,0,0,5,0,3224,3,0,8,0,0,0,3,5,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,5,0,3,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6353,화염구,0,405,24,1984,0,0,0,25,120,0,0,1,0,1193,3,0,8,0,0,0,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,25,0,5,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6354,불꽃 비늘,0,405,24,1875,0,0,0,15,300,0,0,0,0,466,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,3,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6355,거북 발구르기,0,405,24,1986,0,0,0,40,200,0,0,1,0,1197,3,0,8,0,0,0,5,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,6,0,3,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6356,석화의 눈빛,0,405,25,2008,0,0,0,25,300,0,0,4,0,1235,3,0,10,0,0,0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,6,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6357,공포의 뿔,0,405,0,1875,0,0,0,0,150,0,0,0,0,3203,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,6,0,2,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6358,헤이스트,0,405,24,1875,0,0,0,15,600,0,0,0,0,1184,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,3,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6359,광포,0,405,24,1875,0,0,0,15,600,0,0,0,0,3207,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,3,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6360,궐기,0,405,24,1875,0,0,0,30,200,0,0,1,0,3208,3,0,8,0,0,0,5,4,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,4,0,5,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
