#,Text,LogKind,DisplayFlags,Unknown1,Duration,Unknown2
1507,심문의 문이 열렸습니다.,57,33,0,0,False
1508,다른 마도 단말이 작동되었습니다.,57,33,0,0,False
1509,마도 전지 투입에 실패했습니다.,57,33,0,0,False
1510,통로가 거미줄로 막혔습니다.,57,33,0,0,False
1511,거미줄이 뚫렸습니다!,57,33,0,0,False
1512,마도 전지를 넣을 수 있는 구멍이 4개 있습니다.,57,33,0,0,False
1513,이 마도 단말은 작동하지 않는 것 같습니다.,57,33,0,0,False
1514,이 마도 단말에는 이미 전지가 투입되어 있습니다.,57,33,0,0,False
1515,마도 전지가 생성되었습니다.,57,33,0,0,False
1516,잠긴 문이 열렸습니다.,57,33,0,0,False
1517, 나타났습니다!,58,33,0,0,False
1518,적의 증원군이 나타났습니다!,58,33,0,0,False
1519,꽃가루 덩어리가 부서지며 독 안개가 자욱해집니다!,57,33,0,0,False
1520,길드 작전 ''의 임무를 시작합니다.,57,1,0,0,False
1521,길드 작전 ''의 임무 목표를 달성했습니다.,57,1,0,0,False
1522,길드 작전 '' 임무를 포기 또는 실패했습니다.,57,1,0,0,False
1523,길드 작전 ''의 제한시간이 초과되었습니다.,57,1,0,0,False
1524,제한시간이 UNKNOWN분 남았습니다.,57,1,0,0,False
1525,길드 작전을 마치고 귀환합니다.,57,33,0,0,False
1526,"이 퀘스트 전투를 시작하려면
투사 또는 마법사 레벨 UNKNOWN 이상인 플레이어 UNKNOWN명으로
파티를 구성해야 합니다.",60,9,0,0,False
1527,"  시작하려면
먼저  완료해야 합니다.",60,9,0,0,False
1528,"조건에 맞지 않는 파티원이 있습니다.
에 다시 도전하려면
일정 시간이 지나야 합니다.",60,9,0,0,False
1529,혼잡으로 인해 이 퀘스트 전투를 시작하지 못했습니다.,60,9,0,0,False
1530,모든 파티원이 특무대장에게 보상을 받거나 일정 시간이 지나면 길드 작전을 종료하고 귀환합니다.,57,33,0,0,False
1531,UNKNOWN 공략을 시작합니다.,57,1,0,0,False
1532,UNKNOWN 종료 UNKNOWN분 전입니다.,57,33,0,0,False
1533,제한시간이 초과되어 UNKNOWN 임무를 종료했습니다.,57,1,0,0,False
1534, 공략을 종료했습니다.,57,1,0,0,False
1535,이제 출발 지점으로 돌아가세. 다음번에 토벌할 때도 꼭 도와주게.,57,1,0,0,False
1536,봉인 결계가 사라졌습니다!,57,33,0,0,False
1537,사교의 보주를 파괴하여 에테르의 흐름을 차단했습니다!,57,33,0,0,False
1538,탈출 지점이 나타났습니다.,57,1,0,0,False
1539,심연의 고치로 흘러들어 가는 모든 에테르를 차단했습니다!,57,33,0,0,False
1540,심연의 고치에서 절대왕 갈반스가 나타났습니다!,57,33,0,0,False
1541,'' 진행 중이므로 이 퀘스트 전투를 시작할 수 없습니다.,60,9,0,0,False
1542,전투불능인 파티원이 있어 이 퀘스트 전투를 시작할 수 없습니다.,60,9,0,0,False
1543,멀리 떨어진 파티원이 있어 이 퀘스트 전투를 시작할 수 없습니다.,60,9,0,0,False
1544,조건이 맞지 않는 파티원이 있어 이 퀘스트 전투를 시작할 수 없습니다.,60,9,0,0,False
1545,의 포효를 듣고 마물들이 몰려옵니다!,57,33,0,0,False
1546,관문이 열렸습니다!,57,33,0,0,False
1547,,0,0,0,0,False
1548,,0,0,0,0,False
1549,,0,0,0,0,False
1550,,0,0,0,0,False
1551,,0,0,0,0,False
1552,,0,0,0,0,False
1553,적이 나타났습니다!!,58,33,0,0,False
1554,작은 열쇠를 주웠습니다.,57,33,0,0,False
1555,겨우살이 열쇠를 주웠습니다.,57,33,0,0,False
1556,패랭이꽃 열쇠를 주웠습니다.,57,33,0,0,False
1557,백합 열쇠를 주웠습니다.,57,33,0,0,False
1558,장미 열쇠를 주웠습니다.,57,33,0,0,False
1559,문이 잠겨 있습니다.,57,33,0,0,False
1560,특수한 열쇠가 필요한 것 같습니다.,57,33,0,0,False
1561,"작은 열쇠가 부서지며, 문이 열렸습니다.",57,33,0,0,False
1562,겨우살이 문을 열었습니다.,57,33,0,0,False
1563,패랭이꽃 문을 열었습니다.,57,33,0,0,False
1564,백합 문을 열었습니다.,57,33,0,0,False
1565,장미 문을 열었습니다.,57,33,0,0,False
1566,등불이 꺼졌습니다.,57,33,0,0,False
1567,방 안에 오싹한 냉기가 스며듭니다…….,57,33,0,0,False
1568,구슬의 빛이 사라졌습니다.,57,33,0,0,False
1569,주위에 감돌던 요사스러운 기운이 사라졌습니다.,57,33,0,0,False
1570,패랭이꽃 방에 불쾌한 기운이 감돌기 시작했습니다.,57,33,0,0,False
1571,별궁 경비원이 작은 열쇠를 떨어뜨렸습니다.,57,33,0,0,False
1572,부인의 청지기가 겨우살이 열쇠를 떨어뜨렸습니다.,57,33,0,0,False
1573,부인의 청지기가 패랭이꽃 열쇠를 떨어뜨렸습니다.,57,33,0,0,False
1574,부인의 청지기가 백합 열쇠를 떨어뜨렸습니다.,57,33,0,0,False
1575,부인의 청지기가 장미 열쇠를 떨어뜨렸습니다.,57,33,0,0,False
1576, 독 안개를 퍼뜨립니다!,57,33,0,0,False
1577,향초에 불을 붙이려면  필요합니다.,57,33,0,0,False
1578,수면 가스가 퍼집니다!,57,33,0,0,False
1579,이미 수면 가스가 퍼지고 있습니다.,57,33,0,0,False
1580,부소가  겨냥합니다!,57,33,0,0,False
1581,풀크가 실명의 비약을 사용합니다!,57,33,0,0,False
1582,이스케빈드가 하늘에서 내려옵니다!,57,33,0,0,False
1583,보이드의 오염된 흙이 나타났습니다!,57,33,0,0,False
1584,가득 찬 하수에 전기가 흐릅니다!,57,33,0,0,False
1585,임무에 도전할 수 없는 파티원이 있어 이 퀘스트 전투를 시작할 수 없습니다.,60,9,0,0,False
1586,다른 임무에 참가 중인 파티원이 있어 이 퀘스트 전투를 시작할 수 없습니다.,60,9,0,0,False
1587,과몰입 방지 상태에서는 길드 작전에 참가할 수 없습니다,60,129,0,0,False
1588,"이 퀘스트 전투를 시작하려면
파티장이 말을 걸어야 합니다.",60,9,0,0,False
1589,파티장의 진행도보다 앞선 파티원이 있어 이 퀘스트 전투를 시작할 수 없습니다.,60,9,0,0,False
1590,진행도가 초기화되었습니다. 다시 말을 거십시오.,60,9,0,0,False
1591,과몰입 방지 제한으로 인해 대미궁 바하무트를 시작할 수 없습니다.,60,129,0,0,False
1592,가우로우가 나타났습니다! 4연장 드래곤용 대포로 공격하십시오!,57,33,0,0,False
1593,쥐라에이비스가 주 격납고 열쇠를 떨어뜨렸습니다.,57,33,0,0,False
1594,주 격납고 열쇠를 주웠습니다.,57,33,0,0,False
1595,특수한 열쇠가 필요한 것 같습니다.,57,33,0,0,False
1596,여기서는  사용해도 효과가 없습니다.,60,9,0,0,False
1597,"제작자 및 채집가, 또는 파티 상태에서는 이 퀘스트 전투를 시작할 수 없습니다.",60,9,0,0,False
1598,불길한 등불이 요사스러운 빛을 발합니다!,57,33,0,0,False
1599,  주변에 독 안개를 뿌립니다!,57,33,0,0,False
1600,,0,0,0,0,False
1601,'' 퀘스트를 수락했습니다.,57,1,0,0,False
1602,'' 퀘스트를 완료했습니다.,57,1,0,0,False
1603,''의 목표 'UNKNOWN' 달성했습니다!,57,1,0,0,False
1604,'' 퀘스트를 포기했습니다.,57,33,0,0,False
1605,0길을 획득했습니다.,62,1,0,0,False
1606, 님이  손에 넣었습니다.,62,1,0,0,False
1607, 님이 ×UNKNOWN개를 손에 넣었습니다.,62,1,0,0,False
1608,퀘스트를 포기하지 못했습니다.,60,8,0,0,False
1609,"다음 조건이 충족되지 않아 퀘스트를 진행할 수 없습니다.
  UNKNOWN",57,33,0,0,False
1610,"다음 조건이 충족되지 않아 퀘스트를 완료할 수 없습니다.
  UNKNOWN",57,33,0,0,False
1611,과몰입 제한 시 퀘스트 수락 불가 메시지,60,129,0,0,False
1612,과몰입 제한 시 퀘스트 완료 불가 메시지,60,129,0,0,False
1613,더는 마물을 출현시킬 수 없습니다.,60,9,0,0,False
1614,조건이 충족되지 않아 퀘스트를 완료할 수 없습니다.,60,1,0,0,False
1615,이제 총사령부 소속될 수 있습니다.,57,32,0,0,False
1616,총사령부에서 새로운 의뢰를 받을 수 있습니다,57,33,0,0,False
1617,소속 총사령부를 옮길 수 있게 되었습니다.,57,33,0,0,False
1618, 습득했습니다!,57,33,0,0,False
1619,이 임무는 이미 종료되었습니다.,60,9,0,0,False
1620,임무 참가 신청 중에는 퀘스트 전투를 시작할 수 없습니다.,60,9,0,0,False
1621,전투가 시작될 때까지 잠시만 기다려주십시오.,57,33,0,0,False
1622,오늘의 우호부족 일일 퀘스트를 모두 수락했습니다.,57,1,0,0,False
1623, 주는 오늘의 우호부족 일일 퀘스트를 모두 수락했습니다.,57,1,0,0,False
1624,PvP 기술을 초기화했습니다.,57,33,0,0,False
1625,이곳에서는 할 수 없습니다.,60,9,0,0,False
1626,참가 가능한 레벨보다 레벨이 낮은 직업으로는 변경할 수 없습니다.,60,9,0,0,False
1627, 없습니다.,60,9,0,0,False
1628,,0,0,0,0,False
1629,'UNKNOWN' 포함된 아이템을 UNKNOWN종류 가지고 있습니다. 그중 UNKNOWN건을 표시합니다.,57,1,0,0,False
1630,'UNKNOWN' 포함된 아이템을 가지고 있지 않습니다.,57,1,0,0,False
1631,  >>,57,1,0,0,False
1632,의 이름을 클립보드에 복사했습니다.,57,1,0,0,False
1633,"모험록은 대도시 안에서만 사용할 수 있습니다.
림사 로민사, 그리다니아, 울다하 등지에서 사용하십시오.",60,9,0,0,False
1634," 사용했습니다.
캐릭터 정보를 변경하기 위해 접속을 종료합니다.",57,32,0,0,False
1635,이미 퀘스트  완료하였으므로 사용할 수 없습니다.,60,9,0,0,False
1636,'임무 다시하기' 중에는 실행할 수 없습니다.,60,9,0,0,False
1637," 완료하였습니다.
임무 다시하기를 종료합니다.",57,1025,0,0,False
1638,대결 인원이 부족하여 시합이 취소되었습니다.,57,513,0,0,False
1639,PvP팀 정보를 불러올 수 없어 시합이 취소되었습니다.,57,513,0,0,False
1640,,0,0,0,0,False
1641,PvP 참가 중에는 해당 대화 방식을 사용할 수 없습니다.,60,1,0,0,False
1642,UNKNOWN 님이 PvP 참가 중이므로 귓속말을 보내지 못했습니다.,60,1,0,0,False
1643,친선 경기 중에는 해당 대화 방식을 사용할 수 없습니다.,60,1,0,0,False
1644,임무를 시작할 수 없습니다. 잠시 후 다시 시도하십시오.,60,9,0,0,False
1645,"현재 임무 다시하기를 시작할 수 없습니다.
조금 떨어진 곳에서 다시 실행하시기 바랍니다.",60,9,0,0,False
1646,'임무 다시하기'를 중단했습니다.,57,513,0,0,False
1647,'임무 다시하기'에 새로운 장이 추가되었습니다.,57,513,0,0,False
1648,"현재 상태로는 '임무 다시하기'를 종료할 수 없습니다.
멀리 떨어진 곳에서 다시 실행하세요.",60,9,0,0,False
1649,"현재 임무 다시하기를 시작할 수 없습니다.
조금 떨어진 곳에서 다시 실행하시기 바랍니다.",60,9,0,0,False
1650,,0,0,0,0,False
1651,실행할 수 없습니다.,60,8,0,0,False
1652,재사용 대기 중에는 데존을 사용할 수 없습니다.,60,9,0,0,False
1653,지금은 데존을 사용할 수 없습니다.,60,9,0,0,False
1654,돌발 임무에 참가했습니다.,57,33,0,0,False
1655,돌발 임무 참가 상태가 해제되었습니다.,57,33,0,0,False
1656,"이 돌발 임무에서는 보조 단축바에 설정된 전용 기술을 사용합니다.
참가하려면 임무 정보에서 '돌발 임무 참가' 버튼을 누르세요.",60,9,0,0,False
1657,파티원이 동영상을 보는 중이므로 의뢰 임무를 시작할 수 없습니다.,60,9,0,0,False
1658,,0,0,0,0,False
1659,,0,0,0,0,False
1660,,0,0,0,0,False
1661,실행할 수 없습니다.,60,8,0,0,False
1662,텔레포를 실행할 수 없는 파티원이 있습니다.,60,9,0,0,False
1663,이 에테라이트와 교감한 적이 없어 텔레포할 수 없습니다.,60,9,0,0,False
1664,이 에테라이트와 교감하지 않은 파티원이 있습니다.,60,9,0,0,False
1665,다른 텔레포가 실행되고 있어 텔레포할 수 없습니다.,60,9,0,0,False
1666,다른 텔레포를 실행 중인 파티원이 있습니다.,60,9,0,0,False
1667,전투불능 상태에서는 텔레포할 수 없습니다.,60,9,0,0,False
1668,전투불능인 파티원이 있습니다.,60,9,0,0,False
1669,소지금이 부족하여 텔레포할 수 없습니다.,60,9,0,0,False
1670,다른 지역에 있는 파티원이 있습니다.,60,9,0,0,False
1671,조건이 충족되지 않아 텔레포 초대를 수락할 수 없습니다.,60,9,0,0,False
1672,지금은 텔레포를 사용할 수 없습니다.,60,9,0,0,False
1673,이력에 항상 표시하도록 설정했습니다.,57,32,0,0,False
1674,등록 가능한 개수를 초과하여 등록할 수 없습니다.,60,8,0,0,False
1675,이력에서 삭제했습니다.,57,32,0,0,False
1676,이력에서 삭제하지 못했습니다.,60,8,0,0,False
1677,조건이 갖춰지지 않아 사용할 수 없습니다.,60,9,0,0,False
1678,물자를 납품하여 이슈가르드 부흥 사업에 UNKNOWN포인트 공헌했습니다!,57,33,0,0,False
1679,설정을 변경했습니다.,57,32,0,0,False
1680,,0,0,0,0,False
1681,소지품에 공간이 부족하여 구매할 수 없습니다.,60,8,0,0,False
1682,길이 부족하여 구매할 수 없습니다.,60,8,0,0,False
1683,1개만 소지할 수 있는 아이템이므로 구매할 수 없습니다.,60,8,0,0,False
1684,판매하지 못했습니다.,60,8,0,0,False
1685,판매할 수 없는 아이템입니다.,60,8,0,0,False
1686,더는 길을 소지할 수 없어 판매할 수 없습니다.,60,8,0,0,False
1687,×UNKNOWN개를 0길에 구매했습니다.,57,1,0,0,False
1688,×UNKNOWN개를 0길에 판매했습니다.,57,1,0,0,False
1689,×UNKNOWN개를 0길에 재매입했습니다.,57,1,0,0,False
1690,임무용 아이템은 판매할 수 없습니다.,60,8,0,0,False
1691,이 아이템은 이미 습득했으며 거래 불가이므로 구매할 수 없습니다.,60,8,0,0,False
1692,소장품은 판매할 수 없습니다.,60,8,0,0,False
1693,×UNKNOWN개의 품질을 낮추어 ×UNKNOWN개를 얻었습니다.,57,33,0,0,False
1694,,0,0,0,0,False
1695,,0,0,0,0,False
1696,한 번에 수락할 수 있는 최대 퀘스트 수에 도달하여 더는 퀘스트를 받을 수 없습니다.,60,8,0,0,False
1697,"소지품에 공간이 부족하여 보고를 완료하지 못했습니다.
소지품을 정리하십시오.",60,9,0,0,False
1698,보상인  1개만 소지할 수 있는 아이템이므로 받지 못했습니다.,60,9,0,0,False
1699,중단 데이터를 삭제할 수 없는 상태입니다.,60,9,0,0,False
1700,,0,0,0,0,False
1701,,0,0,0,0,False
1702,,0,0,0,0,False
1703,,0,0,0,0,False
1704,,0,0,0,0,False
1705,,0,0,0,0,False
1706,,0,0,0,0,False
1707,,0,0,0,0,False
1708,,0,0,0,0,False
1709,,0,0,0,0,False
1710,,0,0,0,0,False
1711,,0,0,0,0,False
1712,,0,0,0,0,False
1713,,0,0,0,0,False
1714,,0,0,0,0,False
1715,,0,0,0,0,False
1716,,0,0,0,0,False
1717,,0,0,0,0,False
1718,,0,0,0,0,False
1719,,0,0,0,0,False
1720,,0,0,0,0,False
1721,,0,0,0,0,False
1722,,0,0,0,0,False
1723,,0,0,0,0,False
1724,,0,0,0,0,False
1725,,0,0,0,0,False
1726,,0,0,0,0,False
1727,,0,0,0,0,False
1728,,0,0,0,0,False
1729,,0,0,0,0,False
1730,,0,0,0,0,False
1731,,0,0,0,0,False
1732,,0,0,0,0,False
1733,,0,0,0,0,False
1734,,0,0,0,0,False
1735,,0,0,0,0,False
1736,,0,0,0,0,False
1737,,0,0,0,0,False
1738,,0,0,0,0,False
1739,,0,0,0,0,False
1740,,0,0,0,0,False
1741,,0,0,0,0,False
1742,,0,0,0,0,False
1743,,0,0,0,0,False
1744,,0,0,0,0,False
1745,,0,0,0,0,False
1746,,0,0,0,0,False
1747,,0,0,0,0,False
1748,,0,0,0,0,False
1749,,0,0,0,0,False
1750,,0,0,0,0,False
1751,,0,0,0,0,False
1752,,0,0,0,0,False
1753,,0,0,0,0,False
1754,,0,0,0,0,False
1755,,0,0,0,0,False
1756,,0,0,0,0,False
1757,,0,0,0,0,False
1758,,0,0,0,0,False
1759,,0,0,0,0,False
1760,,0,0,0,0,False
1761,,0,0,0,0,False
1762,,0,0,0,0,False
1763,,0,0,0,0,False
1764,,0,0,0,0,False
1765,,0,0,0,0,False
1766,,0,0,0,0,False
1767,소지품에 공간이 부족하여 아이템을 획득할 수 없습니다.,60,9,0,0,False
1768,설정을 변경했습니다.,57,32,0,0,False
1769,변경을 취소했습니다.,57,32,0,0,False
1770,소지품에 공간이 부족합니다.,60,9,0,0,False
1771,,0,0,0,0,False
1772,임무 중에는 표시할 수 없습니다.,60,8,0,0,False
1773,지금은 사용할 수 없습니다.,60,8,0,0,False
1774,,0,0,0,0,False
1775,이번 주 납품은 이미 종료되었습니다.,60,8,0,0,False
1776,납품 가능한 아이템이 없습니다.,60,8,0,0,False
1777,다른 단골과 거래 중이므로 실행할 수 없습니다.,60,8,0,0,False
1778,UNKNOWN레벨 이상의 제작자만 납품할 수 있습니다.,60,8,0,0,False
1779,납품할 수 있는 아이템이 없습니다.,57,33,0,0,False
1780,소지품에 공간이 부족하여 교환하지 못했습니다.,60,8,0,0,False
1781,군표가 부족하여 교환하지 못했습니다.,60,8,0,0,False
1782,1개만 소지할 수 있는 아이템이므로 교환하지 못했습니다.,60,8,0,0,False
1783,군표 0장과 교환하여 ×UNKNOWN개를 얻었습니다.,57,1,0,0,False
1784,교환 가능한 계급이 아닙니다.,60,8,0,0,False
1785,에 소속되지 않아 교환할 수 없습니다.,60,8,0,0,False
1786,시로 알리아포에게 '장비 투영'을 할 수 있게 되었습니다!,57,33,0,0,False
1787,먼저 장비 투영을 개방해야 합니다.,60,9,0,0,False
1788, 당신이 건넨 소장품을 받았습니다.,57,17,0,0,False
1789, 당신을 '스이 마을 개방의 조력자'라고 생각하는 것 같습니다.,57,33,0,0,False
1790,납품할 아이템의 개수가 부족합니다.,60,8,0,0,False
1791,납품하지 못했습니다.,60,8,0,0,False
1792,장비 중이므로 납품할 수 없습니다.,60,8,0,0,False
1793, 당신이 건넨 소장품을 받았습니다.,57,17,0,0,False
1794, 당신을 '후원금 사업의 조력자'라고 생각하는 것 같습니다.,57,33,0,0,False
1795,단골 거래에 실패했습니다.,60,8,0,0,False
1796, 당신이 건넨 소장품을 받았습니다.,57,17,0,0,False
1797,의 이벤트 영상이 추가되었습니다.,57,17,0,0,False
1798,0길을 획득했습니다.,57,1,0,0,False
1799, 당신을 '마음씨 좋은 장인'이라고 생각하는 것 같습니다.,57,33,0,0,False
1800,×UNKNOWN개를 손에 넣었습니다.,62,1,0,0,False
1801,,0,0,0,0,False
1802,지정한 대상은 임무 대상이 아니므로  사용할 수 없습니다.,60,9,0,0,False
1803, 님이  손에 넣었습니다.,57,17,0,0,False
1804, 님이 ×UNKNOWN개를 손에 넣었습니다.,57,17,0,0,False
1805, 길들였습니다. UNKNOWN/UNKNOWN,57,17,0,0,False
1806, 아직 체력이 남아있습니다. 길들이기에 실패하여 마물이 흥분했습니다.,57,33,0,0,False
1807, 이미 길들여졌습니다.,57,33,0,0,False
1808, 흥분하여 길들일 수 없습니다.,57,33,0,0,False
1809, 길들여지지 않은 상태로 돌아갔습니다. UNKNOWN/UNKNOWN,57,17,0,0,False
1810, 쓰러졌습니다.,57,33,0,0,False
1811, 수색했습니다. (UNKNOWN%),57,17,0,0,False
1812, 수색했습니다. (UNKNOWN/UNKNOWN),57,17,0,0,False
1813, 정체를 드러냈습니다!,57,17,0,0,False
1814, 에게 효과가 없었습니다.,57,17,0,0,False
1815,목적지에 도착했습니다!,57,17,0,0,False
1816,목적지를 순회하여 안전을 확보했습니다. (UNKNOWN/UNKNOWN),57,17,0,0,False
1817,발견한 것은  아니었습니다.,57,17,0,0,False
1818,예상치 못한 마물이 나타났습니다!,57,17,0,0,False
1819,'요마 전집'에 봉인된 마물이 나타났습니다!,57,17,0,0,False
1820,봉인된 마물을 처치하고 '요마 전집'을 소멸시켰습니다. (UNKNOWN/UNKNOWN),57,17,0,0,False
1821,  님을 향해 이동합니다.,57,17,0,0,False
1822, 너무 멀리 있어 반응하지 않습니다.,57,17,0,0,False
1823, 이동 중이므로 반응하지 않습니다.,57,17,0,0,False
1824,최종 목적지까지 진행도: UNKNOWN%,57,17,0,0,False
1825, 쓰러졌습니다…….,57,17,0,0,False
1826, 발견했습니다!,57,17,0,0,False
1827, 님이  발견했습니다!,57,17,0,0,False
1828,의뢰를 공유하여 '' 임무에 참가합니다.,57,33,0,0,False
1829,투사나 마법사가 아니므로 경험치를 획득하지 못했습니다.,60,9,0,0,False
1830,지급품  손에 넣었습니다.,57,33,0,0,False
1831,수상한 기운이 느껴집니다.,57,17,0,0,False
1832,의뢰 ''의 임무 목표를 달성할 수 없게 되었습니다.,57,1,0,0,False
1833, 목적지까지 유도했습니다!,57,17,0,0,False
1834,수상한 적을 공격하여 정체를 밝혀라!,57,33,0,0,False
1835,특정한 적으로부터 손에 넣은 아이템을 사용하여 목표의 정체를 밝혀내고 약화시켜라!,57,33,0,0,False
1836,주위에 있는 적들이 몰려옵니다!,57,33,0,0,False
1837,목표의 힘을 뺀 다음 감정 표현 '/진정'을 사용하여 길들여라!,57,33,0,0,False
1838,목표의 힘을 뺀 다음 지급된 아이템을 사용하여 길들여라!,57,33,0,0,False
1839,감정 표현 '/손짓'으로 대상을 지정 지점으로 유도하라!,57,33,0,0,False
1840,지급된 아이템을 사용하여 대상을 지정 지점으로 유도하라!,57,33,0,0,False
1841, 가지고 있는 것 같습니다.,57,33,0,0,False
1842, 전혀 반응하지 않습니다.,57,33,0,0,False
1843,"길드 의뢰 보고가 중단되었습니다. 
보고를 완료하여 보상을 받으려면, 다시 말을 걸어주세요.",57,17,0,0,False
1844,수배 중인  처치했습니다!,57,17,0,0,False
1845,손실된 : UNKNOWN/UNKNOWN,57,17,0,0,False
1846,모든  잃었습니다…….,57,33,0,0,False
1847,에 이끌려 대상이 나타났습니다!,57,17,0,0,False
1848,근처에  있는 것 같습니다.,57,33,0,0,False
1849,근처에  없는 것 같습니다.,57,33,0,0,False
1850,,0,0,0,0,False
1851, 부대 금고에 넣었습니다.,57,1,0,0,False
1852,×UNKNOWN개를 부대 금고에 넣었습니다.,57,1,0,0,False
1853,0길을 부대 금고에 넣었습니다.,57,1,0,0,False
1854, 부대 금고에서 꺼냈습니다.,57,1,0,0,False
1855,×UNKNOWN개를 부대 금고에서 꺼냈습니다.,57,1,0,0,False
1856,0길을 부대 금고에서 꺼냈습니다.,57,1,0,0,False
1857,UNKNOWN번 보관함의 이름을  변경했습니다.,57,1,0,0,False
1858,겹칠 수 없는 아이템을 소지품으로 회수했습니다.,57,1,0,0,False
1859,겹칠 수 없는 아이템은 부대 금고로 회수되었습니다.,57,1,0,0,False
1860,부대 금고 정보를 불러오지 못했습니다.,60,9,0,0,False
1861,부대 금고 처리에 실패했습니다.,60,9,0,0,False
1862,자유부대에 소속되지 않아 사용할 수 없습니다.,60,9,0,0,False
1863,지금은 부대 금고를 사용할 수 없습니다.,60,9,0,0,False
1864,이 보관함의 사용 권한이 없습니다.,60,9,0,0,False
1865,장비 중인 아이템은 넣을 수 없습니다.,60,9,0,0,False
1866,"고유, 거래 불가, 귀속 아이템은 넣을 수 없습니다.",60,9,0,0,False
1867,이미 다른 아이템이 들어있어 넣을 수 없습니다.,60,9,0,0,False
1868,이미 다른 아이템이 들어있어 꺼낼 수 없습니다.,60,9,0,0,False
1869,수량이 가득 차서 더는 넣을 수 없습니다.,60,9,0,0,False
1870,수량이 가득 차서 더는 꺼낼 수 없습니다.,60,9,0,0,False
1871,길이 가득 차서 더는 입금할 수 없습니다.,60,9,0,0,False
1872,소지품에 공간이 부족합니다.,60,9,0,0,False
1873,다른 플레이어가 사용 중이므로 아이템을 옮기지 못했습니다.,60,9,0,0,False
1874,다른 플레이어가 사용 중이므로 아이템을 옮기지 못했습니다.,60,9,0,0,False
1875,보관함 이름을 변경하지 못했습니다.,60,9,0,0,False
1876, 권한이 없습니다.,60,9,0,0,False
1877,문장을 붙이지 못했습니다.,60,9,0,0,False
1878,문장 장식에 필요한 길이 부족합니다.,60,9,0,0,False
1879,문장을 떼어내지 못했습니다.,60,9,0,0,False
1880,"Xbox Cloud Gaming에서 플레이할 경우, 게임 내 스크린샷 기능을 사용할 수 없습니다.",60,9,0,0,False
1881,자유부대  해체했습니다.,57,33,0,0,False
1882,자유부대가  소속을 옮겼습니다.,69,33,0,0,False
1883,자유부대가  소속을 옮겼습니다.,69,1,0,0,False
1884, 님을 자유부대로 초대했습니다.,69,1,0,0,False
1885, 님이 자유부대로 초대했습니다.,57,33,1,0,False
1886,자유부대 []에 가입했습니다.,69,33,0,0,False
1887, 님이 자유부대에 가입했습니다.,69,1,0,0,False
1888,[] 자유부대 초대를 거절했습니다.,57,1,0,0,False
1889, 님이 자유부대 초대를 거절했습니다.,69,1,0,0,False
1890,[] 자유부대에서 탈퇴했습니다.,57,33,0,0,False
1891, 님이 자유부대에서 탈퇴했습니다.,69,1,0,0,False
1892, 님을 자유부대에서 추방했습니다.,69,1,0,0,False
1893,[] 자유부대에서 추방되었습니다.,57,33,1,0,False
1894, 님이 자유부대에서 탈퇴했습니다.,69,1,0,0,False
1895, 님이 보낸 자유부대 초대가 취소되었습니다.,57,1,0,0,False
1896,에 문장을 장식했습니다.,57,1,0,0,False
1897,총 UNKNOWN개의 아이템에 문장을 장식했습니다.,57,1,0,0,False
1898,에서 문장을 떼어냈습니다.,57,1,0,0,False
1899,총 UNKNOWN개의 아이템에서 문장을 떼어냈습니다.,57,1,0,0,False
1900,장비세트 UNKNOWN번 [UNKNOWN] 장비를 변경했으나 장비 투영 내용이 다른 장비가 적용되었습니다.,57,33,0,0,False
1901,장비세트 UNKNOWN번 [UNKNOWN] 장비를 변경했으나 색상이 다른 장비가 적용되었습니다.,57,33,0,0,False
1902,장비세트를 적용하기 전 상태로 복원했으나 색상이 다른 장비가 적용되었습니다.,57,33,0,0,False
1903,장비세트 이름을 변경했습니다.,57,32,0,0,False
1904,장비세트 번호를 변경했습니다.,57,32,0,0,False
1905,장비세트 칸이 추가되었습니다.,57,33,0,0,False
1906,장비세트 UNKNOWN번 [UNKNOWN] 장비를 변경했으나 착용하지 못한 장비가 있습니다.,57,33,0,0,False
1907,장비세트를 적용하기 전 상태로 복원했으나 착용하지 못한 장비가 있습니다.,57,33,0,0,False
1908,장비세트 UNKNOWN번 [UNKNOWN] 장비를 변경했으나 마테리아/에테르 성능이 다른 장비가 적용되었습니다.,57,33,0,0,False
1909,장비세트를 적용하기 전 상태로 복원했으나 마테리아/에테르 성능이 다른 장비가 적용되었습니다.,57,33,0,0,False
1910,장비세트를 적용하기 전 상태로 복원했으나 장비 투영 내용이 다른 장비가 적용되었습니다.,57,33,0,0,False
1911,부대 혜택을 획득하지 못했습니다.,60,9,0,0,False
1912, 권한이 없습니다.,60,9,0,0,False
1913,부대 랭크가 낮아 이 혜택을 획득할 수 없습니다.,60,9,0,0,False
1914,부대 혜택을 예약할 공간이 부족합니다.,60,9,0,0,False
1915,부대 명성이 모자라 혜택을 획득하지 못했습니다.,60,9,0,0,False
1916,부대 혜택을 파기하지 못했습니다.,60,9,0,0,False
1917, 권한이 없습니다.,60,9,0,0,False
1918,부대 혜택을 이용하지 못했습니다.,60,9,0,0,False
1919, 권한이 없습니다.,60,9,0,0,False
1920,동시에 받을 수 있는 부대 혜택 수가 최대에 달하여 더는 발동시킬 수 없습니다.,60,9,0,0,False
1921,같은 종류의 부대 혜택을 이미 받고 있습니다.,60,9,0,0,False
1922,부대 혜택을 취소하지 못했습니다.,60,9,0,0,False
1923, 권한이 없습니다.,60,9,0,0,False
