#,Singular,Plural,Description,Name,Adjective,PossessivePronoun,StartsWithVowel,Countability,Pronoun,Article,ModelMain,ModelSub,DamagePhys,DamageMag,Delayms,BlockRate,Block,DefensePhys,DefenseMag,BaseParamValue[0],BaseParamValue[1],BaseParamValue[2],BaseParamValue[3],BaseParamValue[4],BaseParamValue[5],BaseParamValueSpecial[0],BaseParamValueSpecial[1],BaseParamValueSpecial[2],BaseParamValueSpecial[3],BaseParamValueSpecial[4],BaseParamValueSpecial[5],LevelEquip,RequiredPvpRank,EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,BaseParamModifier,ClassJobUse,DamagePhysType,DefaultActionRange,BaseParam[0],BaseParam[1],BaseParam[2],BaseParam[3],BaseParam[4],BaseParam[5],ItemSpecialBonus,ItemSpecialBonusParam,BaseParamSpecial[0],BaseParamSpecial[1],BaseParamSpecial[2],BaseParamSpecial[3],BaseParamSpecial[4],BaseParamSpecial[5],MaterializeType,MateriaSlotCount,SubStatCategory,IsAdvancedMeldingPermitted,IsPvP,IsGlamorous,AdditionalData,StackSize,PriceMid,PriceLow,ItemRepair,ItemGlamour,Icon,LevelItem,SubcategorySort,ItemAction,Cooldowns,Desynth,AetherialReduce,Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,DyeCount,CastTimeSeconds,ClassJobRepair,IsUnique,IsUntradable,IsIndisposable,Lot,CanBeHq,IsCrestWorthy,IsCollectable,AlwaysCollectable
6455,라노시아 내벽,,라노시아 양식의 벽 내장재.,라노시아 내벽,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,66049,1,5000,150,0,0,51201,31,2200,0,0,5556,0,1,14,73,66,0,50,0,2,8,False,False,False,False,False,False,False,False
6456,검은장막 내벽,,검은장막 숲 양식의 벽 내장재.,검은장막 내벽,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,66050,1,5000,150,0,0,51202,31,2210,0,0,5562,0,1,14,73,66,0,50,0,2,8,False,False,False,False,False,False,False,False
6457,다날란 내벽,,다날란 양식의 벽 내장재.,다날란 내벽,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,66051,1,5000,150,0,0,51203,31,2220,0,0,5558,0,1,14,73,66,0,50,0,2,14,False,False,False,False,False,False,False,False
6458,라노시아 바닥,,라노시아 양식의 바닥 내장재.,라노시아 바닥,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65537,1,5000,150,0,0,51001,26,4200,0,0,5037,0,1,14,74,66,0,50,0,2,8,False,False,False,False,False,False,False,False
6459,검은장막 바닥,,검은장막 숲 양식의 바닥 내장재.,검은장막 바닥,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65538,1,5000,150,0,0,51002,26,4210,0,0,5042,0,1,14,74,66,0,50,0,2,8,False,False,False,False,False,False,False,False
6460,다날란 바닥,,다날란 양식의 바닥 내장재.,다날란 바닥,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65539,1,5000,150,0,0,51003,26,4220,0,0,5039,0,1,14,74,66,0,50,0,2,8,False,False,False,False,False,False,False,False
6461,라노시아 걸이식 램프,,라노시아 양식의 천장에 거는 램프.,라노시아 걸이식 램프,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65793,1,3000,150,0,0,51112,21,6200,0,0,5451,0,1,14,75,66,0,50,0,2,9,False,False,False,False,False,False,False,False
6462,라노시아 대형 걸이식 램프,,라노시아 양식의 천장에 거는 커다란 램프.,라노시아 대형 걸이식 램프,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65794,1,4000,150,0,0,51109,29,6200,0,0,5450,0,1,14,75,66,0,50,0,2,9,False,False,False,False,False,False,False,False
6463,라노시아 샹들리에,,라노시아 양식의 호화로운 샹들리에.,라노시아 샹들리에,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65795,1,5000,150,0,0,51106,48,6200,0,0,5449,0,1,14,75,66,0,50,0,2,9,False,False,False,False,False,False,False,False
6464,검은장막 걸이식 램프,,검은장막 숲 양식의 천장에 거는 램프.,검은장막 걸이식 램프,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65799,1,3000,150,0,0,51113,19,6210,0,0,5458,0,1,14,75,66,0,50,0,2,8,False,False,False,False,False,False,False,False
6465,검은장막 대형 걸이식 램프,,검은장막 숲 양식의 천장에 거는 커다란 램프.,검은장막 대형 걸이식 램프,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65800,1,4000,150,0,0,51110,32,6210,0,0,5457,0,1,14,75,66,0,50,0,2,8,False,False,False,False,False,False,False,False
6466,검은장막 샹들리에,,검은장막 숲 양식의 호화로운 샹들리에.,검은장막 샹들리에,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65801,1,5000,150,0,0,51107,47,6210,0,0,5456,0,1,14,75,66,0,50,0,2,8,False,False,False,False,False,False,False,False
6467,다날란 걸이식 램프,,다날란 양식의 천장에 거는 램프.,다날란 걸이식 램프,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65796,1,3000,150,0,0,51114,22,6220,0,0,5454,0,1,14,75,66,0,50,0,2,10,False,False,False,False,False,False,False,False
6468,다날란 대형 걸이식 램프,,다날란 양식의 천장에 거는 커다란 램프.,다날란 대형 걸이식 램프,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65797,1,4000,150,0,0,51111,27,6220,0,0,5453,0,1,14,75,66,0,50,0,2,10,False,False,False,False,False,False,False,False
6469,다날란 샹들리에,,다날란 양식의 호화로운 샹들리에.,다날란 샹들리에,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65798,1,5000,150,0,0,51108,49,6220,0,0,5452,0,1,14,75,66,0,50,0,2,10,False,False,False,False,False,False,False,False
6470,림사 로민사 선풍기 조명,,천장 선풍기가 달린 흑와단식 천장 조명.,림사 로민사 선풍기 조명,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65802,1,13176,150,0,0,51103,35,6200,0,0,5631,0,1,14,75,66,0,50,0,2,9,False,False,False,False,False,False,False,False
6471,울다하 선풍기 조명,,천장 선풍기가 달린 불멸대식 천장 조명.,울다하 선풍기 조명,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65803,1,13176,150,0,0,51105,35,6220,0,0,5632,0,1,14,75,66,0,50,0,2,10,False,False,False,False,False,False,False,False
6472,그리다니아 선풍기 조명,,천장 선풍기가 달린 쌍사당식 천장 조명.,그리다니아 선풍기 조명,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65804,1,13176,150,0,0,51104,35,6210,0,0,5633,0,1,14,75,66,0,50,0,2,8,False,False,False,False,False,False,False,False
6473,몰볼 샹들리에,,몰볼의 모습을 본뜬 향기로운 샹들리에.,몰볼 샹들리에,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65805,1,24948,150,0,0,51102,50,6490,0,0,5447,0,1,14,75,66,0,50,0,2,12,False,False,False,False,False,False,False,False
6474,조명 시스템,,알라그 제국 양식의 특이한 천장 조명.,조명 시스템,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65806,1,34927,150,0,0,51101,70,6000,0,0,5460,0,1,14,75,66,0,50,0,2,11,False,False,False,False,False,False,False,False
6475,모그레터 우편함,,"모그레터를 받거나 보낼 수 있는 우편함.
[하나만 설치 가능]",모그레터 우편함,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131076,1,22440,337,0,0,52118,45,12480,0,0,4378,0,1,14,76,67,0,50,0,2,10,False,False,False,False,False,False,False,False
6476,검은장막 활엽수,,티놀카 지방에 자생하는 나무. 조경용으로 사용하기 위해 베어냈다.,검은장막 활엽수,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131074,1,2700,57,0,0,52104,20,2210,0,0,5438,0,1,14,76,67,0,50,0,2,14,False,False,False,False,False,False,False,False
6477,라노시아 야자수,,라노시아 지방에 자생하는 나무. 조경용으로 사용하기 위해 베어냈다.,라노시아 야자수,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131087,1,2700,57,0,0,52103,20,2200,0,0,5436,0,1,14,76,67,0,50,0,2,14,False,False,False,False,False,False,False,False
6478,다날란 철목,,다날란 지방에 자생하는 나무. 조경용으로 사용하기 위해 베어냈다.,다날란 철목,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131088,1,2700,57,0,0,52105,20,2220,0,0,5437,0,1,14,76,67,0,50,0,2,14,False,False,False,False,False,False,False,False
6479,깨지지 않는 정원석,,정원을 꾸미는 데 쓰기 좋은 라노시아산 바위.,깨지지 않는 정원석,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131075,1,4836,57,0,0,52101,24,2200,0,0,5434,0,1,14,76,67,0,50,0,2,14,False,False,False,False,False,False,False,False
6480,이끼 낀 정원석,,정원을 꾸미는 데 쓰기 좋은 티놀카산 바위.,이끼 낀 정원석,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131089,1,11760,57,0,0,52102,33,2210,0,0,5435,0,1,14,76,67,0,50,0,2,14,False,False,False,False,False,False,False,False
6481,모험가의 모닥불,,모닥불을 피우기 위해 돌로 쌓은 터.,모험가의 모닥불,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131077,1,8177,57,0,0,52124,28,2000,0,0,5528,0,1,14,76,67,0,50,0,2,14,False,False,False,False,False,False,False,False
6482,정원용 파라솔,,아마포로 만든 정원용 햇빛 가리개.,정원용 파라솔,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131078,1,16291,57,0,0,52125,39,2000,0,0,3029,0,1,14,76,67,0,50,0,2,13,False,False,False,False,False,False,False,False
6483,연꽃 파라솔,,거대한 연잎으로 만든 야외용 햇빛 가리개.,연꽃 파라솔,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131079,1,14681,57,0,0,52126,37,2000,0,0,4513,0,1,14,76,67,0,50,0,2,14,False,False,False,False,False,False,False,False
6484,정원용 탁자,,호두나무 목재로 만든 원형 탁자.,정원용 탁자,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131080,1,7917,57,0,0,52127,28,2000,0,0,4441,0,1,14,76,67,0,50,1,2,8,False,False,False,False,False,False,False,False
6485,정원용 미스릴 탁자,,떡갈나무 목재로 만들고 금속판으로 보강한 타원형 탁자.,정원용 미스릴 탁자,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131081,1,15774,57,0,0,52128,39,2000,0,0,2904,0,1,14,76,67,0,50,1,2,10,False,False,False,False,False,False,False,False
6486,정원용 긴 황동 의자,,황동으로 만든 간소한 긴 의자.,정원용 긴 황동 의자,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131082,1,1988,57,0,0,52129,16,2000,0,0,4037,0,1,14,76,67,0,50,1,2,10,False,False,False,False,False,False,False,False
6487,정원용 긴 떡갈나무 의자,,떡갈나무 목재로 만든 간소한 긴 의자.,정원용 긴 떡갈나무 의자,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131083,1,11956,57,0,0,52130,33,2000,0,0,2899,0,1,14,76,67,0,50,1,2,9,False,False,False,False,False,False,False,False
6488,큰 나무통 화분,,호두나무 목재로 만든 직사각형 화분.,큰 나무통 화분,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131085,1,5679,57,0,0,52108,25,2000,0,0,2823,0,1,14,76,67,0,50,0,2,14,False,False,False,False,False,False,False,False
6489,작은 나무통 화분,,느릅나무 목재로 만든 원형 화분.,작은 나무통 화분,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131086,1,2207,57,0,0,52107,17,2000,0,0,2872,0,1,14,76,67,0,50,0,2,14,False,False,False,False,False,False,False,False
6490,라노시아 가로등,,라노시아 양식의 가로등.,라노시아 가로등,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131090,1,10092,57,0,0,52131,30,2200,0,0,3566,0,1,14,76,67,0,50,0,2,9,False,False,False,False,False,False,False,False
6491,농부의 짐수레,,물푸레나무 목재로 만든 짐수레.,농부의 짐수레,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131091,1,1713,57,0,0,52109,14,2000,0,0,2636,0,1,14,76,67,0,50,1,2,8,False,False,False,False,False,False,False,False
6492,그루터기 의자,,그루터기를 가공해 만든 의자.,그루터기 의자,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131093,1,1512,57,0,0,52110,13,2000,0,0,5172,0,1,14,76,67,0,50,0,2,8,False,False,False,False,False,False,False,False
6493,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
6494,베어낸 장작,,땔감용으로 베어 모아둔 물푸레나무 목재.,베어낸 장작,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131095,1,1411,57,0,0,52113,12,2000,0,0,5141,0,1,14,76,67,0,50,0,2,8,False,False,False,False,False,False,False,False
6495,실프 등불나무,,실프 양식의 대형 옥외등.,실프 등불나무,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131096,1,26136,57,0,0,52120,1,2000,0,0,0,0,1,14,76,67,0,50,0,2,0,False,False,False,False,False,False,False,False
6496,실프 등불기둥,,실프 양식의 소형 옥외등.,실프 등불기둥,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131097,1,21780,57,0,0,52121,1,2000,0,0,0,0,1,14,76,67,0,50,0,2,0,False,False,False,False,False,False,False,False
6497,타이탄의 등롱,,"타이탄의 조각을 사용한 정원용 등.
[하나만 설치 가능]",타이탄의 등롱,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131098,1,29620,57,0,0,52117,55,2000,0,0,3655,0,1,14,76,67,0,50,0,2,11,False,False,False,False,False,False,False,False
6498,바위신 타이탄의 등롱,,"바위신 타이탄의 조각을 사용한 정원용 등.
[하나만 설치 가능]",바위신 타이탄의 등롱,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131100,1,37699,57,0,0,52117,70,2000,0,0,4876,0,1,14,76,67,0,50,0,2,11,False,False,False,False,False,False,False,False
6499,리바이어선의 분수,,"리바이어선의 가시를 사용한 분수.
[하나만 설치 가능]",리바이어선의 분수,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131101,1,37699,57,0,0,52152,70,2000,0,0,4514,0,1,14,76,67,0,50,0,2,9,False,False,False,False,False,False,False,False
6500,수신 리바이어선의 분수,,"수신 리바이어선의 가시를 사용한 마력 넘치는 분수.
[하나만 설치 가능]",수신 리바이어선의 분수,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131102,1,48470,57,0,0,52152,90,2000,0,0,5145,0,1,14,76,67,0,50,0,2,9,False,False,False,False,False,False,False,False
6501,오딘 전승 기념비,,"오딘의 겉옷을 사용한 액막이용 장식품.
[하나만 설치 가능]",오딘 전승 기념비,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131103,1,26928,57,0,0,52119,50,2000,0,0,2902,0,1,14,76,67,0,50,0,2,9,False,False,False,False,False,False,False,False
6502,차원도 개선문,,"티탄의 차원도를 사용한 문 형태의 장식품.
[하나만 설치 가능]",차원도 개선문,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131084,1,36590,57,0,0,52137,70,2000,0,0,3723,0,1,14,76,67,0,50,0,2,11,False,False,False,False,False,False,False,False
6503,침식 동굴의 청산호,,사스타샤 침식 동굴에 있던 나무 모양으로 성장한 산호.,침식 동굴의 청산호,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131099,1,6045,57,0,0,52133,25,2000,0,0,3401,0,1,14,76,67,0,50,0,2,14,False,False,False,False,False,False,False,False
6504,4연장 드래곤용 대포,,돌방패 경계초소에 설치되어 있던 포대.,4연장 드래곤용 대포,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131104,1,26136,57,0,0,52123,50,2000,0,0,3563,0,1,14,76,67,0,50,0,2,9,False,False,False,False,False,False,False,False
6505,드래곤용 포탄 상자,,돌방패 경계초소에 설치되어 있던 포탄 상자.,드래곤용 포탄 상자,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131105,1,26136,57,0,0,52134,50,2000,0,0,3564,0,1,14,76,67,0,50,0,2,9,False,False,False,False,False,False,False,False
6506,드래곤 수비 요새의 화톳불,,돌방패 경계초소에 설치되어 있던 화톳불.,드래곤 수비 요새의 화톳불,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131106,1,26136,57,0,0,52135,50,2000,0,0,3565,0,1,14,76,67,0,50,0,2,9,False,False,False,False,False,False,False,False
6507,금빛 골짜기의 선혈초,,금빛 골짜기에 자생하는 꽃. 조경용으로 사용하기 위해 꺾어냈다.,금빛 골짜기의 선혈초,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131107,1,26136,57,0,0,52112,50,2000,0,0,2906,0,1,14,76,67,0,50,0,2,14,False,False,False,False,False,False,False,False
6508,금빛 골짜기의 백골나무,,금빛 골짜기에 자생하는 나무. 조경용으로 사용하기 위해 베어냈다.,금빛 골짜기의 백골나무,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131108,1,26136,57,0,0,52106,50,2000,0,0,2907,0,1,14,76,67,0,50,0,2,14,False,False,False,False,False,False,False,False
6509,감옥의 간수풀,,토토라크 감옥에 자생하는 식충식물. 조경용으로 사용하기 위해 꺾어냈다.,감옥의 간수풀,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131109,1,6045,57,0,0,52116,25,2000,0,0,3767,0,1,14,76,67,0,50,0,2,14,False,False,False,False,False,False,False,False
6510,감옥의 매장꽃,,토토라크 감옥에 자생하는 식충식물. 조경용으로 사용하기 위해 꺾어냈다.,감옥의 매장꽃,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131110,1,6045,57,0,0,52114,25,2000,0,0,3769,0,1,14,76,67,0,50,0,2,14,False,False,False,False,False,False,False,False
6511,감옥의 망자풀,,토토라크 감옥에 자생하는 식충식물. 조경용으로 사용하기 위해 꺾어냈다.,감옥의 망자풀,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,131111,1,6045,57,0,0,52115,25,2000,0,0,3768,0,1,14,76,67,0,50,0,2,14,False,False,False,False,False,False,False,False
