key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
25,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"저는 흑와단 상사 카라푸민.
'총사령부 의뢰' 발행을 담당하고 있습니다.","'길드 의뢰' 경험이 있는 자가 있다면
이 임무를 맡길 수 있을 텐데…….
군령부에 병사를 파견해달라고 요청해야겠네.","<Highlight>ObjectParameter(1)</Highlight> <If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>, 무운을 빈다!","'길드 의뢰' 경험이 있는 자가 있다면
이 임무를 맡길 텐데…….
군령부에 병사를 파견해달라고 요청해야겠네.","임무달성 확인!
규정에 따라 <Highlight>ObjectParameter(1)</Highlight> <If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>에게
군표를 지급하겠습니다!","저는 '총사령부 의뢰' 발행담당입니다.
어디라도 좋으니 총사령부에 들어간 뒤에
다시 찾아와주세요.","믿을만한 실력자가 있다면
이 임무를 맡길 수 있을 텐데…….
적어도 '하사' 이상은 되어야겠지…….","0"
26,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"저는 쌍사당 독사부대의 일원으로
'총사령부 의뢰'를 감독하고 있습니다.","길드 의뢰' 경험자가 있다면
이 임무를 맡길 수 있을 텐데 말입니다…….
통합사령부에 증원을 요청해야겠군요.","<Highlight>ObjectParameter(1)</Highlight> <If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>에게
노피카 님의 축복이 있기를…….","길드 의뢰' 경험자가 있다면
이 임무를 맡길 수 있을 텐데 말입니다…….
통합사령부에 증원을 요청해야겠군요.","임무달성, 수고하셨습니다!
규정에 따라 <Highlight>ObjectParameter(1)</Highlight> <If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>에게
군표를 지급하도록 하겠습니다!","저는 '총사령부 의뢰'를 감독하고 있습니다.
총사령부에 소속된 분에게
특수 임무를 발행하는 일이죠.","0","0"
27,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"저는 쌍사당 독사부대의 일원으로
'총사령부 의뢰'를 감독하고 있습니다.","길드 의뢰' 경험자가 있다면
이 임무를 맡길 수 있을 텐데 말입니다…….
통합사령부에 증원을 요청해야겠군요.","<Highlight>ObjectParameter(1)</Highlight> <If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>에게
노피카 님의 축복이 있기를…….","길드 의뢰' 경험자가 있다면
이 임무를 맡길 수 있을 텐데 말입니다…….
통합사령부에 증원을 요청해야겠군요.","임무달성, 수고하셨습니다!
규정에 따라 <Highlight>ObjectParameter(1)</Highlight> <If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>에게
군표를 지급하도록 하겠습니다!","저는 '총사령부 의뢰'를 감독하고 있습니다.
총사령부에 소속된 분에게
특수 임무를 발행하는 일이죠.","믿을만한 실력자가 있다면
이 임무를 맡길 수 있을 텐데 말입니다…….
적어도 '하사' 이상은 되어야 하겠죠…….","0"
28,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"불멸대 상사 키키리라고 합니다!
'총사령부 의뢰' 임무를
발행하고 있습니다!","'길드 의뢰' 경험이 있는 자가 있다면
좋겠는데 말입니다…….
작전본부와 교섭을 해봐야겠습니다.","<Highlight>ObjectParameter(1)</Highlight> <If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>에게
크리스탈의 인도가 있기를!","'길드 의뢰' 경험이 있는 자가 있다면
좋겠는데 말입니다…….
작전본부와 교섭을 해봐야겠습니다.","임무달성 확인!
규정에 따라 군표를 지급하도록 하겠습니다!","불멸대 '총사령부 의뢰'를 발행하고 있습니다!
조직에 소속된 다음에
다시 찾아주시기 바랍니다!","0","0"
29,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"불멸대 상사 푸른 청어라고 합니다!
'총사령부 의뢰' 임무를
발행하고 있습니다!","'길드 의뢰' 경험이 있는 자가 있다면
좋겠는데 말입니다…….
작전본부와 교섭을 해봐야겠습니다.","<Highlight>ObjectParameter(1)</Highlight> <If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>에게
크리스탈의 인도가 있기를!","'길드 의뢰' 경험이 있는 자가 있다면
좋겠는데 말입니다…….
작전본부와 교섭을 해봐야겠습니다.","임무달성 확인!
규정에 따라 군표를 지급하도록 하겠습니다!","불멸대 '총사령부 의뢰'를 발행하고 있습니다!
조직에 소속된 다음에
다시 찾아주시기 바랍니다!","이 임무를 맡길 수 있는 자가 있다면
좋겠는데 말입니다…….
'하사' 이상 되는 자가 좋겠습니다!","0"
30,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"저는 쌍사당 독사부대의 일원입니다.
이슈가르드와의 협정에 따라 이곳 점성대에서
'총사령부 의뢰'를 발행하고 있습니다.","제가 관리하는 임무는
어떤 것이나 매우 혹독합니다…….
적어도 '길드 의뢰' 경험자 정도는 되어야…….","<Highlight>ObjectParameter(1)</Highlight> <If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>에게
노피카 님의 축복이 함께하길!","제가 관리하는 임무는
어떤 것이나 매우 혹독합니다…….
그래서 상당한 실력을 지닌 장병이 필요하지요.","임무달성 확인, 현 시각을 기해
<Highlight>ObjectParameter(1)</Highlight> <If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>의 임무를 해제합니다.
수고하셨습니다, 군표를 지급하겠습니다.","저는 쌍사당 독사부대원입니다.
총사령부에 소속된 자에게
특수 임무를 발행하고 있습니다.","제가 관리하는 임무는
어떤 것이나 매우 혹독합니다…….
적어도 '하사' 이상 가는 실력은 있어야…….","0"
31,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"저는 쌍사당 독사부대 소속 로디유 원사입니다.
이슈가르드와의 협정에 따라 이곳 커르다스 땅에서
'총사령부 의뢰'를 발행하고 있습니다.","하얀테 설원 일대 임무는
상상을 초월할 정도로 혹독합니다.
적어도 '길드 의뢰' 경험자 정도는 되어야…….","<Highlight>ObjectParameter(1)</Highlight> <If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>에게
노피카 님의 축복이 함께하길!","하얀테 설원 일대 임무는
상상을 초월할 정도로 혹독합니다.
그래서 상당한 실력을 지닌 장병이 필요하지요.","임무달성을 확인했습니다.
<Highlight>ObjectParameter(1)</Highlight> <If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>, 수고하셨습니다.
규정에 따라 군표를 지급하겠습니다.","모험가시군요.
저희가 발행하는 임무를 맡고 싶다면
우선 총사령부에 들어가야 합니다.","하얀테 설원 일대 임무는
상상을 초월할 정도로 혹독합니다.
적어도 '하사' 이상 가는 실력은 갖춰야…….","0"
32,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"불멸대 원사 아이드하트입니다!
제 임무는 이곳 모르도나 지방에서 발생하는
'총사령부 의뢰'를 관리하는 것입니다!","모르도나 지방 임무는
전부 혹독하지 말입니다!
그래서 '길드 의뢰' 경험이 필요하지 말입니다!","<Highlight>ObjectParameter(1)</Highlight> <If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>의
무운을 빌겠습니다아!!","모르도나 지방 임무는
전부 혹독하지 말입니다!
실력자가 아니라면 '죽음'뿐이지 말입니다!","<Highlight>ObjectParameter(1)</Highlight> <If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>의 귀환을 확인!
규정에 따라 군표를 지급하도록 하겠습니다!
수고 많으셨지 말입니다!","저는 '총사령부 의뢰' 발행담당!
이 임무를 맡을 수 있는 건
총사령부 소속자뿐이지 말입니다!","모르도나 지방 임무는
전부 혹독하지 말입니다!
그래서 '원사' 이상 되는 분에게만 발행하고 있지 말입니다!","0"
33,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"이곳에서는 총장님께서 발안하신
'신전기사단 의뢰' 발행을 담당하고 있습니다.","실력과 신용을 두루 갖춘 분이 있으면
이 임무를 맡길 수 있을 텐데요…….","무사히 돌아오시기를 기원합니다.
전쟁신 '할로네'의 가호가 함께하기를!","실력과 신용을 두루 갖춘 분이 있으면
이 임무를 맡길 수 있을 텐데요…….","임무 달성을 확인했습니다!
성도에 공헌하신 대가로 보상을 지급하겠습니다!","0","0","수배 중인 현상범을 처치했다고요?
그렇다면 보상을 더 드려야겠군요."
34,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"모험가 길드의 활동 범위를 넓히기 위해
본부에서 지시를 받아 쿠가네에 창구를 개설했어.
마음 내키면 도와줘!","장인 기술을 지닌 모험가가 와주면 좋으련만…….","의뢰는 잘 돼가?
잘 되고 있을 거라 믿지만…… 문제 없지?","장인 기술을 지닌 모험가가 와주면 좋으련만…….","좋아, 의뢰를 달성했군.
고대하던 보상이다, 받아!","0","0","0"
35,False,False,False,False,False,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"중용의 공예관에 들어오는 갖가지 일을
등록된 장인에게 의뢰하고 있지.
너도 하나 해보지 않을래?","의뢰에 흥미가 있는 장인은 없다는 말인가…….","자, 부탁한 일은 어때?
확실하게 부탁한다!","의뢰에 흥미가 있는 장인은 없다는 말인가…….","일을 제대로 마쳤군!
그럼, 보상을 받아가!","0","0","0"
36,False,False,False,False,False,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"조달꾼 조합에 들어오는 의뢰를
회원으로 등록된 장인들에게 알선하고 있어.
너도 하나 해 볼래?","일이 점점 늘어나기만 해.
새로 회원이 되어줄 장인이 있으면 좋으련만…….","여어, 의뢰한 일은 잘돼가?
일 끝나면 알려줘!","일이 점점 늘어나기만 해.
새로 회원이 되어줄 장인이 있으면 좋으련만…….","여어, 의뢰한 일을 마친 모양이군!
약속했던 보상이다!","0","0","0"
37,False,False,False,False,False,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"이곳에서는 국민 여러분께서 맡겨주신 의뢰를
재능 있는 장인분들께 길드 의뢰로 알선해 드리고 있습니다!
부디, 부디, 당신도 하나 맡아보시겠어요?","큰일이에요, 큰일이에요…… 일손이 부족해요.
재능 있는 장인님이 계시다면 방금 왕도에 도착한 분이라도
도움을 청해서 일을 맡기고 싶은데~!","0","큰일이에요, 큰일이에요…… 일손이 부족해요.
재능 있는 장인님이 계시다면 방금 왕도에 도착한 분이라도
도움을 청해서 일을 맡기고 싶은데~!","일을 무사히 마치셨군요!
그럼, 그럼, 이 보상을 받으세요!","0","0","0"
