key,0,1,2
100,"검은 페가수스에 올라탑니다.
몹시 희귀하다는 검은색 페가수스. '검은 죽음의 말'이라는 별명을 지니고 있다.","몹시 희귀하다는 검은색 페가수스. 과거에 마대륙의 일부였다고 전해지는 지역에서 발견되었다고 한다. 자격이 없는 사람이 등에 오르면 온몸에 흐르는 피가 검게 더러워지고, 이윽고 죽음에 이른다는 전설 때문에 '검은 죽음의 말'이라는 별명이 붙었다.","히히힝!!"
101,"아리다이오스에 올라탑니다.
알렉산더가 만든 공격용 단말. 무장을 해제하고 탑승용으로 이용하게 되었다.","기공성 '알렉산더' 내부 설비에서 자동으로 생산된 공격용 단말. 시간 간섭 공격용으로 제조된 단말인 듯하나, 치열한 전투 끝에 무장 해제를 받아들이고 탑승용 기기가 되었다.","안전 운전 개시…!"
102,"라이고에 올라탑니다.
수많은 전장을 헤쳐나온 진정한 강자만이 부릴 수 있다는 마법의 말.","수많은 전장을 헤쳐나온 진정한 강자만이 부릴 수 있다는 마법의 말. 다른 말보다 훨씬 크고 우람하다. 몸에 두른 갑주가 검게 빛나는 건 업보 때문일까……","…………"
103,"네로 전용 마도 아머에 올라탑니다.
네로 톨 스카이와가 자기 전용으로 개조한 마도 아머.","갈레말 제국군 제XIV군단 참모장 네로 톨 스카이와가 자기 전용으로 개조한 마도 아머. 뛰어난 기공사이기도 한 네로가 직접 청린기관 출력을 올리고 하체 강도를 개선했다. 일명 '붉은 남작'.","샤아샤아샤아"
104,"귀신송골매에 올라탑니다.
귀신의 축복을 받은 송골매. 정의의 집행을 알린다.","귀신 '주르반'의 축복을 받아, 타오르는 귀기를 휘감은 송골매. 남방대륙 켄타우로스형 종족의 신화에 따르면 악한 자와의 싸움에 나설 때, 귀신이 미리 새를 보내 정의가 집행될 것임을 알린다고 한다.","…………"
105,"봉황에 올라탑니다.
동방에서 전해진 마술피리로 불러내는 전설의 환수.","동방 지역의 전설 속 환수. 태양과도 같은 황금빛으로 자기 목숨을 불태우며, 그렇게 자기 자신을 태워 없애고 다시 태어나는 불멸의 존재라 전해진다. 영웅의 그릇을 지닌 자만이 불러낼 수 있다.","…………"
106,"알 시스템에 올라탑니다.
하늘을 나는 신비한 장식용 달걀.","하늘을 나는 신비한 장식용 달걀. 알 사냥 축제를 성공적으로 개최하기 위해 노노타 일행이 질리 알리아포의 꿈을 재현하여 만들었다. 성 코이나크 재단이 발견한 고대 문명의 유물을 개조한 듯하다.","달갸랄라♪"
107,"","",""
108,"고독한 지옥견에 올라탑니다.
이계 보이드에 서식하는 흉포한 마수이며 고고한 존재.","이계 보이드에 서식하는 흉포한 마수. 어떤 요마도 따르지 않고 홀로 살벌한 세계를 살아왔기에 눈빛이 매우 서늘하다. 뜨거운 투기가 감도는 역전의 용사가 아니면 올라탈 수 없을 것이다.","<Indent/><Indent/>컹!<Indent/><Indent/>"
109,"무리 지옥견에 올라탑니다.
이계 보이드에 서식하는 흉포한 마수이며 무리의 우두머리.","이계 보이드에 서식하는 흉포한 마수. 많은 마수를 거느리며 살벌한 세계에서 살아남았기에 위엄이 넘친다. 싸늘한 살기가 감도는 역전의 용사가 아니면 올라탈 수 없을 것이다.","<Indent/><Indent/>컹!<Indent/><Indent/>"
110,"현자의 의자에 올라탑니다.
둥실둥실 하늘을 나는 신기한 의자.","둥실둥실 하늘을 나는 신기한 의자. 샬레이안의 식민도시가 있었던 저지 드라바니아 유적에서 발견되었다. 구브라 환상도서관에서 책장 높은 곳에 있는 책을 꺼내거나 꽂기 위해 만든 마법도구 중 하나인 듯하다.","삐걱삐걱삐걱…"
111,"실드라에 올라탑니다.
대양에 산다고 전해지는 환상의 해룡. 착한 아이야…….","대양에 산다고 전해지는 환상의 해룡. 그 모습은 친구인 여해적을 위하여 해적선을 끌어줬다고 하는 전설의 해룡과 꼭 닮았다. 용족처럼 말을 하지는 못하지만, 친구라고 인정한 자와는 마음으로 통한다고 한다.","번개 폭풍!"
112,"보라매호에 올라탑니다.
1인승 소형 비공정. 세상에서 제일 빠른 비공정을 만들 테다!","갈론드 아이언웍스 사에서 만든 시제품 소형 비공정. 이 회사에 소속된 패기 있는 기공사 웨지가 세상에서 제일 빠른 1인승 소형 비공정을 만들고자 개발했다. 하지만 한계에 도전하던 시험 비행 중에 추락. 현재는 속도 제한이 걸려 있다.","보라매호 이륙한다!"
113,"고독한 요정견에 올라탑니다.
이계 보이드에 서식하는 포악한 마수이며 고고한 존재.","이계 보이드에 서식하는 포악한 마수. 은색으로 빛났던 털이 사냥감의 피에 물들어 요사스러운 색이 되었다. 홀로 고고하게 위험한 세계를 걸어왔지만 뜨거운 투기가 감도는 역전의 용사라면 올라탈 수 있을 것이다.","<Indent/><Indent/>컹!<Indent/><Indent/>"
114,"무리 요정견에 올라탑니다.
이계 보이드에 서식하는 포악한 마수이며 무리의 우두머리.","이계 보이드에 서식하는 포악한 마수. 은색으로 빛나는 털은 깊은 어둠에 물들어 섬뜩한 색이 되었다. 무리를 이끌며 위험한 세계를 걸어왔지만 차가운 살기가 감도는 역전의 용사라면 올라탈 수 있을 것이다.","<Indent/><Indent/>컹!<Indent/><Indent/>"
115,"락슈미의 견신에 올라탑니다.
락슈미의 축복을 받은 커다란 이리. 아름답게 하늘을 달린다.","'락슈미'의 축복을 받아 고귀한 빛을 띤 커다란 이리. 아난타족이 커다란 이리를 공물로 바쳐서 태어났다고 여겨진다.","<Indent/><Indent/>멍!<Indent/><Indent/>"
116,"스사노오의 견신에 올라탑니다.
스사노오의 축복을 받은 커다란 이리. 용맹하게 하늘을 달린다.","'스사노오'의 축복을 받아 호탕한 기운을 띤 커다란 이리. 코우진족이 커다란 이리를 공물로 바쳐서 태어났다고 여겨진다.","<Indent/><Indent/>멍!<Indent/><Indent/>"
117,"","",""
118,"","",""
119,"","",""
120,"","",""
121,"마도 프레데터에 올라탑니다.
격투 무기를 갖춘 차세대 주력 마도 아머.","알라미고 성곽 안에 버려져 있던 마도 프레데터. '리퍼'를 원형으로 접근전 능력과 생산성을 향상시킨 유형이지만, 이 기체는 무장을 해제하여 남는 출력을 비행 기능에 할당한 시험작인 듯하다.","철컹, 철컹!"
122,"전쟁사자에 올라탑니다.
전쟁용으로 조교된 군용 사자. 몸에 전용 갑주를 두르고 있다.","전쟁용으로 조교된 군용 사자. 울다하 근위병단인 '은갑옷단'이 옛 전통을 부활시켜 탑승용 마수로써 채용하였다. 근동의 사베네어에서 불러온 야수 조련사가 조교하여, 완벽하게 길들여졌다고 한다.","크어어엉!"
123,"전쟁곰에 올라탑니다.
전쟁용으로 조교된 군용 곰. 몸에 전용 갑주를 두르고 있다.","전쟁용으로 조교된 군용 곰. 북부 아발라시아 산맥의 주인이라고도 불렸던 존재이지만, 원초의 힘을 익힌 진정한 전사를 만나면 눈빛만 보고도 따른다고 한다. 야생의 직감으로 순식간에 상하관계를 받아들이는 듯하다.","어흐으응!"
124,"전쟁흑표범에 올라탑니다.
전쟁용으로 조교된 군용 표범. 몸에 전용 갑주를 두르고 있다.","전쟁용으로 조교된 군용 표범. 본능적으로 마력을 다루는 흑표범은 암흑기사에게는 자연계의 스승이라고도 부를 수 있는 존재다. 역대 암흑기사 중에는 검은 야수를 친구로 삼아 그림자처럼 달리며 정의를 수행한 자도 있는 듯하다.","…………"
125,"욜에 올라탑니다.
아짐 대초원에 서식하는 괴조. 젤라 전사의 증거.","아짐 대초원의 산악 지대에 사는 괴조. 바르담 패도를 자신의 영역으로 삼고, 방문하는 자를 사냥하려 한다. 굉장히 사나운 맹금류이지만, 실력을 인정한 자에게는 사냥 친구로서 등에 탈 수 있도록 인정해준다고 한다.","…………"
126,"알테 로이테에 올라탑니다.
오메가가 창조한 인공 생물.","오메가가 창조한 인공 생물. 어느 고전 소설에 등장하는 늙은 마도사와 이름이 같다. 용으로 변신했다는 묘사가 있어, 그 모습을 본떠 창조된 생물이라고 추측되는데…….","기억이 지워졌습니다!"
127,"센추리오 호랑이에 올라탑니다.
정예 마물의 피를 이어 받은 사나운 호랑이.","클랜 센추리오에서 훈련시킨 사나운 호랑이. 정예 마물로 등록되어 있던 식인 호랑이를 토벌했을 때 남겨진 아기 호랑이를 발견한 마물 사냥꾼이 이를 가엾게 여겨 데려왔고, 클랜원들이 키웠다. 마법 훈련을 받아 하늘도 날 수 있다.","으르르르릉…"
128,"","",""
129,"","",""
130,"익시온에 올라탑니다.
기라바니아 지방에서 전해내려오는 고대 환수.","기라바니아 지방에서 전해 내려오는 고대 환수. 성도교의 가르침에서는 파괴신 랄거의 애마라고 하나, 마하의 마도서에서는 마법도구에 의하여 강화된 생물이라고 기록되어 있다. 분명한 것은 번개를 다루는 성질을 지녔다는 점뿐이다.","찌리이이이잇!"
131,"","",""
132,"","",""
133,"신룡의 견신에 올라탑니다.
신룡의 축복을 받은 커다란 이리. 신처럼 하늘을 달린다.","신룡의 축복을 받아 신과 같은 빛을 띈 커다란 이리. 알라미고에서 사육되었던 군용견이 신룡의 빛을 쬐어 탄생한 것으로 보인다.","크앙!"
134,"","",""
135,"풍화이륜에 올라탑니다.
하늘을 달리는 신기. 바람과 불을 뿜어낸다.","얀샤 땅에 전해지는 신기 중 하나. 전승에 따르면 두 개의 바퀴로 이루어져 있으며, 바람과 불을 뿜어내며 영웅을 태우고 하늘을 달린다고 한다. 하지만 신기하게도 그 불은 초목을 태우지 않으며, 대지의 생명을 빼앗는 일 또한 없었다고 한다.","…………"
136,"줄가오리에 올라탑니다.
홍옥해에 서식하는 해양 생물. 코우진족 가오리 조련사가 길들였다.","코우진족 가오리 조련사가 길들인 줄가오리. 편평한 몸통 전체가 비공정의 에테르 날개와 같은 역할을 하여, 물과 바람의 에테르를 받아 물속과 하늘을 헤엄친다. 느긋한 푸른등이 키운 만큼 온순하기 그지없다.","포옹……"
137,"","",""
138,"카벙클 아쿠아마린에 올라탑니다.
아쿠아마린의 신비를 밝혀낸 마법문양에서 태어난 탑승형 마법생물.","자칭 천재 비술사인 울란이 만들어 낸 탑승형 마법생물. 대형 카벙클 '다이아'를 키우며 얻은 지식을 응용해서 만들었다. 대형 아쿠아마린을 심핵으로 사용하고 있기에 비술사가 아니어도 소환할 수 있다.","<Indent/><Indent/>뀻!<Indent/><Indent/>"
139,"카벙클 시트린에 올라탑니다.
시트린의 신비를 밝혀낸 마법문양에서 태어난 탑승형 마법생물.","자칭 천재 비술사인 울란이 만들어 낸 탑승형 마법생물. 대형 카벙클 '다이아'를 키우며 얻은 지식을 응용해서 만들었다. 대형 시트린을 심핵으로 사용하고 있기에 비술사가 아니어도 소환할 수 있다.","으늇!?"
140,"비행의자에 올라탑니다.
하늘을 나는 마법 의자. 가구가 아닙니다.","하늘을 나는 마법 의자. 군더더기 없는 디자인과 제작법을 쉼없이 개발하여 수작업으로 제작, 전세계의 모험가님께 보내드립니다. 이 의자는 가구가 아닙니다. 마법입니다.","최대 하중: 240폰즈"
141,"마도 어벤저 탑승형에 올라탑니다.
고블린족이 개량한 제국산 무인 마도 병기.","고블린족이 개량한 제국산 무인 마도 병기. 원래 무인기였던 이 기체를 손에 넣은 고블린족이 탑승용으로 이용하기 위해 개조를 한 결과 이렇게 되었다. 기술력이 좋은 건지 나쁜 건지 잘 모르겠다.","우홋!"
142,"큰머위 요정에 올라탑니다.
커다랗게 성장한 머윗잎 요정. 루가딘족도 거뜬히 옮긴다.","커다랗게 성장한 머윗잎 요정. 이상적인 보금자리를 찾아다니다가 마침내 오락장 '골드 소서'에 도착했다. 사골리 사막을 건너던 중에 한계까지 바짝 말라버린 결과, 물을 흡수한 후에 요요현상이 와서 놀라울 정도로 커다래졌다.","머윗, 머윗……"
143,"적토마에 올라탑니다.
털이 붉은 명마. 토끼처럼 대지를 달린다.","적토마는 얀샤를 통일한 명장 '강엔'의 애마로 알려진 존재이다. 강엔은 자신이 만들어 낸 풍수술로 적토마에게 하늘을 달릴 수 있는 술법을 걸었다고 한다. 이 말은 그 혈통을 이어받은 듯하나 진위는 불분명하다.","말 중의 말, 적토마!"
144,"백호의 견신에 올라탑니다.
백호의 신통력을 받은 커다란 이리. 바람을 일으키며 하늘을 달린다.","사성수 '백호'의 신통력을 받아 하늘 바람의 힘을 두른 커다란 이리. 사람을 해하는 존재가 되어버린 커다란 이리를 백호가 진정시켜서 탄생한 것으로 추측된다.","크르르르릉!"
145,"마도 죽음손아귀 구속형에 올라탑니다.
신체를 구속하기 위해 개량된 제국산 무인 마도 병기.","알라그의 고대 병기 '강철 발톱'을 토대로 갈레말 제국군이 재설계한 마도 병기. 구속형이라고 불리는 이 기체는 특무 헌병대에 배치하기 위해 조정된 것으로, 제압한 인물의 몸을 구속하여 연행할 수 있다.","범인, 검거!"
146,"마리드에 올라탑니다.
아난타족이 부리는 대형 짐승. 마법 융단을 두르고 있다.","아난타족이 부리는 커다란 짐승. 등에는 마력이 담긴 섬유로 짠 마법 융단을 두르고 있으며, 그 힘으로 공중에 뜰 수 있다고 한다. 물론 일반적으로 마리드는 날지 못하며, 어떤 아기 코끼리처럼 귀를 펄럭이지도 않는다.","뿌우!"
147,"","",""
148,"순종 그리핀에 올라탑니다.
아발라시아 산맥 원산의 날개 달린 마수.","아발라시아 산맥 원산의 날개 달린 마수. 알라미고 해방군의 조련사인 기프가 공들여 키웠으며, 탑승자의 지시에 따라 돌풍을 불러일으킬 수 있다. 또한 이 개체는 털이 새하얀 순종 그리핀이라는 품종이다.","끼익!"
149,"","",""
150,"티라노사우루스에 올라탑니다.
'폭군'이라고도 불리는 육식 고대 야수.","'폭군'이라는 별명이 붙은 육식 고대 야수. 발 섬의 거칠게 날뛰는 바람속성 에테르를 계속 쬔 영향인지 신기하게도 떠다니는 능력을 얻었다. 기본적으로 사납기 그지없지만 자신이 인정한 모험가에게는 순종하는 모양이다.","크어어어엉!"
151,"레갈리아에 올라탑니다.
갈론드 아이언웍스 사가 만든 복제 차량.","녹티스가 아끼는 자동차 '레갈리아'의 수리를 부탁 받은 시드가 작업하던 도중에 얻은 분석 데이터를 기반으로 재현한 복제 차량. 엔진을 청린기관으로 변경하는 등의 변경을 했기에, 갈론드 아이언웍스의 머리글자를 따서 'TYPE-G'라고 이름 붙였다.","자동차 부르기"
152,"오른쪽 하트 비행의자에 올라탑니다.
발렌티온데이 축제를 위해서 만들어진 하늘을 나는 의자.","발렌티온데이 축제를 위해 만들어진 하늘을 나는 의자. 지난 축제 때 너무 많이 만들어서 남고 만 오른쪽 하트 의자를 활용하여 개량한 것이다. 그때 발렌티온 가는 일족을 총동원하여 뜬구름풀을 재배했다고 한다.","우심방!"
153,"왼쪽 하트 비행의자에 올라탑니다.
발렌티온데이 축제를 위해서 만들어진 하늘을 나는 의자.","발렌티온데이 축제를 위해 만들어진 하늘을 나는 의자. 지난 축제 때 너무 많이 만들어서 남고 만 왼쪽 하트 의자를 활용하여 개량한 것이다. 하늘을 나는 언약식 여행을 꿈꾸던 리제트 양이 주도하여 개발한 듯하다.","좌심방!"
154,"티폰 선생님에 올라탑니다.
맨더빌 골드 소서에서 근무하는 의문의 존재.","주술사 길드의 요마 소환 실험으로 튀어나온 의문의 존재.  우여곡절 끝에 현재는 맨더빌 골드 소서에서 거친 콧바람을 내뿜으며 근무하고 있다. 말수가 적고 부끄러움을 타지만, 의외로 성실해서 주어진 역할은 착실하게 해낸다.","흠하!!"
155,"","",""
156,"에어포스에 올라탑니다.
피험세계 '시그마'에서 만들어진 수수께끼의 비행 병기.","피험세계 '시그마'에서 만들어진 수수께끼의 비행 병기. 어느 나라의 공군이 개발한 것이라 생각되지만 자세한 것은 알려져 있지 않다. 기수 부분에 '상어 입'을 그려 놓았기 때문인지 왠지 귀엽게 생겼다.","카운트 6"
157,"","",""
158,"츠쿠요미의 견신에 올라탑니다.
츠쿠요미의 축복을 받은 커다란 이리. 달빛을 두르고 하늘을 달린다.","밤의 신 '츠쿠요미'의 가호를 받아 달빛의 힘을 띤 커다란 이리. 방치된 제국군 시설을 본거지로 삼았던 야생 이리가 츠쿠요미 에테르를 쬐어 탄생한 듯하다.","아우우우우!"
159,"도도에 올라탑니다.
동방 지역에서는 멸종했다고 전해지는 환상의 육지새. 어째서인지 날 수 있다.","동방 지역에서는 멸종했다고 전해지는 환상의 육지새. 천궁탑 정상이라는 폐쇄된 환경에 적응하기 위해, 종의 한계를 뛰어넘는 능력을 기르게 되었다. 모험가와 만나고 바깥 세계로 날갯짓할 결심을 한 모양이다.","파닥파닥파닥!"
160,"고래에 올라탑니다.
유리양에 서식하는 대형 동물.","유리양에 서식하는 대형 동물. 무리를 지어 먼 외양을 회유하며, 먹이를 찾아 무척 먼 거리를 이동한다. 줄가오리와 마찬가지로 몸을 에테르 날개처럼 이용하여 날 수 있는 모양이다. 꽤나 몸집이 크기 때문에 두 명도 쉽게 태울 수 있다.","♪♪♪"
161,"리오레우스에 올라탑니다.
하늘의 왕이라고도 불리는 비룡종.","하늘의 왕이라고도 불리는 비룡종. 화룡이라는 별명이 말해주듯이 불을 내뿜을 수 있다. 머나먼 이국에서는 많은 헌터들이 그의 비늘을 구하려 사냥에 도전하는 모양이다.","사냥하러 가자!"
162,"마도 캐리어에 올라탑니다.
마도원에서 개발한 차세대 운송 플랫폼.","갈레말 제국의 마도원에서 개발한 차세대 운송 플랫폼. 비공정 기술을 응용하여 만들었기에 승차감이 뛰어나다. 무심코 ""크크크……""하고 웃음이 새어나올 듯하다. 하지만 단순한 운송용 기체이기 때문에 전투 능력은 전무하다.","크크크……"
163,"프로토 캐리어에 올라탑니다.
마도원에서 개발한 차세대 운송 플랫폼.","갈레말 제국의 마도원에서 개발한 차세대 운송 플랫폼. 시작품에 해당하는 이 기체는 후에 나오는 양산형보다 고품질의 철강을 사용한 모양이다. 다만, 기본적인 성능은 그다지 차이가 없는 듯하다.","실험 성공이다!"
164,"큰메기 가마에 올라탑니다.
나마즈오족의 조상인 큰메기님을 모시는 비행식 가마.","큰메기 대제전에서 지고 다니는 비행식 가마. 꼭대기에는 장인 교신이 꿈에서 봤다고 하는 나마즈오족의 조상 '큰메기님'의 모습을 재현한 장식품이 빛나고 있다. 모험가에게 충성을 맹세한 가마꾼 나마즈오 8마리가 지고 다닌다!","영치기영차, 영치기영차♪"
165,"","",""
166,"절지에 올라탑니다.
발이 땅에 닿지 않을 정도로 빠르게 달린다는 준마.","천궁탑에서 발견된 듬직한 군마. 옛 왕에게 사랑받았다는, '발이 땅에 닿지 않을 정도로 빠른 준마'에서 이름을 따 '절지'라고 부른다. 실제로 풍수술의 효과를 받아 하늘을 달릴 수 있다고 한다.","절지!"
167,"수송 시스템에 올라탑니다.
고대 알라그 제국 시대에 설계된 범용 구체형 운반 시스템.","성 코이나크 재단이 발굴한 고대 알라그 제국의 범용 구체형 운반 시스템. 재단에서 에오르제아 동맹군에 양도한 것으로, 탑승용으로 이용할 수 있도록 조정했다. 매번 접속을 요구하는 게 옥에 티.","접속하려면……"
168,"호송 시스템에 올라탑니다.
고대 알라그 제국 시대에 설계된 범용 구체형 운반 시스템.","성 코이나크 재단이 발굴한 고대 알라그 제국의 범용 구체형 운반 시스템. 운영 체제가 업데이트되어 보안이 강화된 듯하다. 기존 모델과 인터페이스가 달라진 것이 옥에 티.","……에 나온
새로운 고속……"
169,"","",""
170,"그라니에 올라탑니다.
이계에서 온 마법 피리로 불러내는 전설의 환수.","제1세계에서 온 마법 피리로 불러내는 전설의 환수. 대지를 박차는 튼튼한 다리와 하늘을 달리는 마력을 지녔다. 긍지 높은 존재로 알려져 있으며, 빛을 물리치고 어둠을 가져오는 영웅 '어둠의 전사'가 아니면 절대로 등에 태우지 않는다고 한다.","…………"
171,"큰뚱냥이에 올라탑니다.
뚱뚱하고 커다란 고양이. 이쯤 되면 괴물 고양이가 아닌가 싶다.","뚱뚱하고 커다란 고양이. 그 거대한 몸집으로 땅과 하늘을 뒤흔들며 종횡무진 달려 나아간다. 이쯤 되면 괴물 고양이가 아닌가 싶지만, 살집은 말랑말랑, 털은 복슬복슬해서 승차감이 끝내주니 사소한 일은 신경쓰지 말자. ","데구르~냥♪"
172,"주작의 견신에 올라탑니다.
주작의 신통력을 받은 커다란 이리. 불꽃을 두르고 하늘을 달린다.","사성수 '주작'의 신통력을 받아, 주작의 불꽃을 몸에 두른 커다란 이리. 아마도 사람들을 구하기 위해 싸우다 목숨을 잃은 커다란 이리를 주작이 재생시켜서 탄생한 것으로 보인다.","우워어엉!"
173,"오메가에 올라탑니다.
오메가를 닮은 자율 비행체. 탑승용으로 이용할 수 있다.","차원의 틈에서 회수한 오메가와 닮은 자율 비행체. 오메가가 인간을 모방하는 과정에서 사람들이 이용하는 탈것의 유용성을 검증할 목적으로 만든 게 아닐까 추정된다. 어디까지나 탑승용이기 때문에 각종 무기는 탑재되어 있지 않다.","지지지지직…"
174,"마도 스카이아머에 올라탑니다.
갈레말 제국군이 만든 1인용 스카이아머.","갈레말 제국군이 개발한 1인용 스카이아머. 엔진 고장으로 불시착한 기체를 에오르제아 동맹군이 회수하여, 갈론드 아이언웍스 사의 도움을 받아 수리했다. 전투 능력 평가 등에 사용되었던 물건이다.","부르르르릉…"
175,"마법 양탄자에 올라탑니다.
하늘을 날 수 있는 마법에 걸린 양탄자.","하늘을 날 수 있는 마법에 걸린 양탄자. 근동 지역의 전설에 의하면, 옛날 옛적에 코르보 지방을 다스리던 왕이 자신이 부리던 요정에게 명령해 하늘을 나는 양탄자를 만들게 했다고 한다. 이 양탄자는 근대의 마법 기술로 전설을 재현한 것이다.","둥실두둥실♪"
176,"마도 마그나로더에 올라탑니다.
인공 근육을 탑재한 신형 마도 병기.","기라바니아에서 회수한 제국산 마도 병기 잔해를 고블린족 기술자가 수리해서 개량한 차량. 원래 자율 행동이 가능한 전투 병기였으나, 제어 기구를 재현할 수 없었기에 탑승용으로 변경되었다.","바퀴 던지기!"
177,"검은 뚱보초코보에 올라탑니다.
식욕이 넘치는 검은 초코보의 두목. 잘 먹겠습니다~!","식욕이 넘치는 검은 초코보의 두목. '닭튀김'을 가장 좋아하며, 와구와구 먹어제낀 탓에 이렇게 커다랗게 성장한 듯하다. 그 정체는 초코보가 아니라 요정이라는 소문이 도는데…….","와구와구…"
178,"엘드투르스에 올라탑니다.
불꽃 같은 털로 뒤덮인 거대 마수.","불꽃 같은 털로 뒤덮인 거대 마수. 원래는 평범한 예티였던 모양이나, 불속성의 힘이 무척 강한 피로스 지대에서 지낸 결과 불꽃의 마력을 얻은 듯하다. 일반적으로는 사납지만 굴복시킬 수만 있다면 온순해진다고 한다.","이글이글이글!"
179,"마도 마그나로더에 올라탑니다.
인공 근육을 탑재한 신형 마도 병기.","기라바니아에서 회수한 제국산 마도 병기 잔해를 고블린족 기술자가 수리해서 개량한 차량이다. 외장을 더욱 튼튼한 초경도 합금으로 변경해 중량이 늘어난 만큼, 인공 근육의 출력을 높여 최고 속도를 유지할 수 있다.","몸통 박치기!"
180,"사보텐더 제왕에 올라탑니다.
맨더빌 골드 소서의 모습을 본뜬 하늘을 나는 사보텐더 상.","맨더빌 골드 소서의 모습을 본뜬 하늘을 나는 사보텐더 상.
'제왕'이라는 이름이 알려주듯이 위풍당당하게 세상의 하늘을 날아다닌다. 애초에 어째서 골드 소서의 외관이 사보텐더 형태인지, 그 이유를 아는 자는 없다.","♪☆♪"
181,"구미호에 올라탑니다.
동방에서 전해진 마법 피리로 불러내는 전설의 환수.","동방 지역의 전설 속 환수. 다수의 견신을 거느린 영웅이 마법 피리를 불 때에 나타나 천상 세계로 안내한다고 한다. 그 모습은 구미호로 알려진 서수 '타마모 어전'과 닮았는데, 우연은 아닐 것이다.","끼잉~!"
182,"청룡의 견신에 올라탑니다.
청룡의 신통력을 받은 커다란 이리. 몸에 물을 두르고 하늘을 달린다.","사성수 '청룡'의 신통력을 받아 푸른 봄바람을 휘날리는 커다란 이리. 아마도 사람들에게 버려진 이리를 청룡이 재생시켜서 탄생한 듯하다.","웡~!"
183,"전투호랑이에 올라탑니다.
전투용으로 훈련된 군용 호랑이. 칼날처럼 날카로운 엄니가 있다.","전투용으로 훈련된 군용 호랑이. 최대의 무기이기도 한 엄니가 칼날을 연상시키기에 이런 이름이 붙여졌다. 훈련시키기는 굉장히 어렵지만 갓 태어난 아기 호랑이를 키우면 탑승용으로 이용할 수 있는 모양이다.","그릉그릉그릉…"
184,"에우레카 제비에 올라탑니다.
바다제비라고도 불리는 수생 생물. 하늘에서 우아하게 춤춘다.","박물학적으로는 해우에 가까운 종이지만, 날개처럼 펼쳐지는 우아한 파란 지느러미를 가지고 있다. 때문에 제비에 비유되며 푸른 천사라고 불리기도 한다. 하지만 육식성이며 독이 있는 생물조차 단숨에 삼켜버리는 무서운 포식자이기도 하다.","제비~♪"
185,"한랭지용 마도 어벤저에 올라탑니다.
고블린족이 개량한 제국산 무인 마도 병기.","고블린족이 개량한 제국산 무인 마도 병기. 한랭지에서 사용할 것을 염두에 두고 생명 유지 장치를 추가했다. 바깥 기온이 일정 온도 아래로 내려가면 탑승자를 쥐고 있는 팔에서 자동으로 열이 나서 아주 조금 따뜻해진다. 하얀 외장 때문에 '예티'라고도 불린다.","우호우홋!"
186,"데미오즈마에 올라탑니다.
발데시온 위원회의 연구원이 만든 프로토 오즈마의 모조품.","발데시온 위원회의 연구원이 에우레카제 무기인 '프로토 오즈마'의 대책을 연구하던 과정에서 만들어 낸 모조품. 그들의 견해에 따르면 마하의 흑마도사가 만들어 낸 '오즈마'는 프로토 오즈마를 마법적으로 재현하려고 한 병기라고 한다.","…………"
187,"아마로에 올라탑니다.
노르브란트에서 폭넓게 활용되는 날짐승.","노르브란트에서 폭넓게 활용되는 날짐승. 일찍이 고대 롱카 제국의 마도사들이 마법으로 품종을 개량한 가축이며, 극히 드물게 당시의 피가 발현되어 높은 지성을 발휘하는 개체가 나타나기도 한다. 또한, 원종인 카마는 날개가 없어 날 수도 없다.","규잇!"
188,"부유선에 올라탑니다.
크리스탈 타워에서 발견되었고 중용의 공예관 장인이 수리한 탈것.","크리스탈 타워에서 발견되었고 중용의 공예관 장인이 수리한 비행식 이동 기계. 원래는 황족의 전용 탈것이었으나 어느 동굴 앞에 버려져 있었기에, 하는 수 없이 비공정으로 회수했다. 이후, 오랫동안 탑 안에 있는 격납고에 방치되어 있었던 듯하다.","휘잉!"
189,"티타니아 귀베르에 올라탑니다.
티타니아의 마력이 충전된 마법 피리로 소환한 마법 생물.","티타니아의 마력이 충전된 마법 피리로 소환한 마법 생물. 이 마법 피리는 고대의 마도사가 가공의 존재인 '드래곤'을 재현하기 위해 만든 물건이라고 한다.","가오옹!"
190,"트리케라톱스에 올라탑니다.
3개의 뿔이 특징인 고대 짐승. 부유 마법이 걸린 안장을 장착했다.","3개의 뿔이 특징인 고대 짐승. 등에는 롱카 문명의 기술을 응용한 부유 마법 안장을 장착했다. 너츠 클랜의 창설자이기도 한 모그리족 너츠가 고대 유적 탐색 중에 발견한 물건을 조정한 듯하다.","그어엉!"
191,"철개구리 M에 올라탑니다.
드워프족 장인이 만든 중형 자동인형.","드워프족 장인이 만든 중형 자동인형. 상용화를 대비하여 발 부분을 강화했으며, 날 수 있도록 추진 장치를 내장했다. 하지만 제작법은 규칙에 따라 비밀 중의 비밀로 취급되어 공개되지 않았다.","덜그럭덜그럭…"
192,"이노센스 귀베르에 올라탑니다.
이노센스의 마력이 충전된 마법 피리로 소환한 마법 생물.","이노센스의 마력이 충전된 마법 피리로 소환한 마법 생물. 전능자를 자처하는 이노센스처럼 빛나지만, 이 생물은 죄식자가 아니다.","반짝반짝…"
