#,Text,Unknown0,Unknown1,TYPE,PARAM,LINK
462,맴도는 별,,"난색 계열 피부를 지닌 로스가르 부족. 
일사바드 대륙 남부의 보즈야 지방에서 여왕을 중심으로 생활하고 있다. 
이들의 고유 언어에는 부족을 뜻하는 말이 존재하지 않으나, 
많은 남성이 한 명의 여성 지도자를 중심으로 행동하는 사회 구조를 
태양을 중심으로 공전하는 혜성에 빗대어, 공용어로는 '맴도는 별'이라고 부른다.",0,0,0
463,,,,0,0,0
464,떠도는 별,,"한색 계열 피부를 지닌 로스가르 부족. 
오랜 옛날에 정착 생활을 버리고 유랑 생활을 시작했다. 
힘 쓰는 일을 하는 계절노동자, 험한 일을 맡는 용병, 혹은 보부상 등 
때에 따라 생업을 바꾸며 자유롭게 살고 있다. 
이러한 삶의 방식을 태양을 떠난 혜성에 빗대어 '떠도는 별'이라고 부른다.",0,0,0
465,,,,0,0,0
466,라바 비에라,,"어두운 숲 그림자에 가까운 갈색 피부를 지닌 비에라 부족. 
성지인 골모어 대밀림을 지키는 '숲의 수호자'를 자청하여, 
허락 없이 들어오는 자들에게는 창과 활로 가차없이 응징한다. 
옛 달마스카 왕국 지배하에서도 자치권이 인정되어 자신들의 생활 방식을 고수해왔으나, 
그중에는 바깥세상으로 진출한 자도 있는 듯하다.",0,0,0
467,,,,0,0,0
468,비나 비에라,,"산을 덮은 눈처럼 하얀 피부를 지닌 비에라 부족. 
스카테이 산맥 남쪽의 산중턱을 근거지로 삼아, 바깥세계와 접촉하지 않은 채 
지금도 옛날 그대로 수렵 채집 생활을 이어가고 있다. 
근래에는 오래된 생활 방식을 버리고 산을 내려온 자도 있으며, 
전란의 여파 때문에 에오르제아로 여행을 떠난 자들도 있다.",0,0,0
469,,,,0,0,0
470,,,,0,0,0
471,"빙하와 전쟁을 관장하는 여신이자 도시국가 이슈가르드의 수호신.
얼음속성 신력을 가지며 별빛1월의 운행을 담당한다.
파괴신 랄거의 딸이자 땅의 신 노피카의 숙적으로 여겨진다.
흔히 거대한 청동 방패를 든 늠름한 전사로 그려지며, 3자루의 창 문양으로 상징된다.",,,0,0,0
472,"두 개의 달과 자애를 관장하는 여신.
얼음속성 신력을 가지며 그림자1월의 운행을 담당한다.
태양신 아제마의 배다른 동생이자 산신 오쉬온의 연인으로 여겨진다.
흔히 평평한 냄비를 든 근면한 시녀로 그려지며, 두 개의 달 문양으로 상징된다.",,,0,0,0
473,"하천과 지식을 관장하는 남신이자 도시국가 샬레이안의 수호신.
물속성 신력을 가지며 별빛2월의 운행을 담당한다.
해신 리믈렌의 아버지이자 제작신 비레고의 스승으로 여겨진다.
흔히 물푸레나무 지팡이를 든 내성적인 학자로 그려지며, 두루마리 문양으로 상징된다.",,,0,0,0
474,"행성과 운명을 관장하는 여신.
물속성 신력을 가지며 그림자2월의 운행을 담당한다.
시간의 신 알디크의 동생이자 파괴신 랄거의 주인으로 여겨진다.
흔히 흰 면사포를 쓰고 베를 짜는 총명한 여인으로 그려지며,
물레 문양으로 상징된다.",,,0,0,0
475,"바다와 항해를 관장하는 여신이자 도시국가 림사 로민사의 수호신.
바람속성 신력을 가지며 별빛3월의 운행을 담당한다.
강의 신 살리아크의 딸이자 땅의 신 노피카의 언니로 여겨진다.
흔히 긴 작살을 든 강건한 어부로 그려지며, 거친 파도 문양으로 상징된다.",,,0,0,0
476,"산악과 방랑을 관장하는 남신.
바람속성 신력을 가지며 그림자3월의 운행을 담당한다.
상업신 날달의 의형제이자 전쟁신 할로네의 벗으로 여겨진다.
흔히 주목나무 활을 든 태평한 사냥꾼으로 그려지며, 등산용 지팡이 문양으로 상징된다.",,,0,0,0
477,"건축과 공예를 관장하는 남신.
번개속성 신력을 가지며 별빛4월의 운행을 담당한다.
강의 신 살리아크의 제자이자 전쟁신 할로네의 오빠로 여겨진다.
흔히 망치머리가 두 개인 철망치를 든 성실한 대장장이로 그려지며
손가락 문양으로 상징된다.",,,0,0,0
478,"혜성과 파괴를 관장하는 남신이자 도시국가 알라미고의 수호신.
번개속성 신력을 가지며 그림자4월의 운행을 담당한다.
별의 신 니메이아의 종이자, 제작신 비레고와 전쟁신 할로네의
양아버지로 여겨지고 있다.
흔히 황동 지팡이를 든 영리한 마법사로 그려지며, 별똥별 문양으로 상징된다.",,,0,0,0
479,"태양과 재판을 관장하는 여신.
불속성 신력을 가지며 별빛5월의 운행을 담당한다.
시간신 알디크의 딸이자 사랑의 신 메느피나의 언니로 여겨진다.
흔히 황금 부채를 든 호쾌한 귀부인으로 그려지며, 태양 문양으로 상징된다.",,,0,0,0
480,"지하와 상업을 관장하는 남신이자 도시국가 울다하의 수호신.
불속성 신력을 가지며 그림자5월의 운행을 담당한다.
'날'과 '달'이라는 두 얼굴을 가진 쌍둥이 신으로 여겨진다.
흔히 천칭을 든 영민한 상인으로 그려지며, 조가비 화폐 문양으로 상징된다.",,,0,0,0
481,"대지와 풍요를 관장하는 여신이자 도시국가 그리다니아의 수호신.
땅속성 신력을 가지며 별빛6월의 운행을 담당한다.
태양신 아제마의 딸이자 해신 리믈렌의 여동생으로 여겨진다.
흔히 강철 낫을 든 쾌활한 농부로 그려지며, 새싹 문양으로 상징된다.",,,0,0,0
482,"중력과 시간을 관장하는 남신.
땅속성 신력을 가지며 그림자6월의 운행을 담당한다.
별의 신 니메이아의 오빠이자, 태양신 아제마와 달의 신 메느피나의 아버지로 여겨진다.
흔히 미스릴 도끼를 든 준엄한 제왕으로 그려지며, 모래시계 문양으로 상징된다.",,,0,0,0
483,,,,0,0,0
484,,,,0,0,0
485,,,,0,0,0
486,,,,0,0,0
487,,,,0,0,0
488,,,,0,0,0
489,,,,0,0,0
490,,,,0,0,0
491,,,,0,310,0
492,,,,0,0,0
493,,,,0,110,0
494,,,,0,0,0
495,,,,0,0,0
496,,,,0,0,0
497,,,,0,0,0
498,,,,0,0,0
499,,,,0,0,0
500,캐릭터 생성,,,0,0,0
501,,,,0,0,0
502,바이퍼,,,0,0,0
503,,,,0,0,0
504,장비,,,0,0,0
505,캐릭터 생성,,,0,0,0
506,결정,,,0,0,0
507,뒤로,,,0,0,0
508,,,,0,0,0
509,,,,0,0,0
510,오리지널 배역(중원 부족 남성),,,0,0,0
511,저장 공간 UNKNOWN:  남자,,,0,0,0
512,벤치마크 영상에 등장하는 오리지널 배역 캐릭터입니다. 장비는 변경할 수 없습니다.,,,0,0,0
513,저장 시 메시지가 없습니다.,,,0,0,0
514,캐릭터 미리보기 의상을 각 전투 클래스에 어울리는 장비로 변경합니다.(벤치마크에서는 전투 클래스를 선택하지 않으므로 사용할 수 없습니다.),,,0,0,0
515,,,,0,0,0
516,,,,0,0,0
517,,,,0,0,0
518,,,,0,0,0
519,,,,0,0,0
520,,,,0,0,0
521,,,,0,0,0
522,,,,0,0,0
523,,,,0,0,0
524,,,,0,0,0
525,,,,0,0,0
526,,,,0,0,0
527,,,,0,0,0
528,,,,0,0,0
529,,,,0,0,0
530,,,,0,0,0
531,검술사(울다하) ,,,0,0,0
532,격투사(울다하),,,0,0,0
533,도끼술사(림사 로민사) ,,,0,0,0
534,창술사(그리다니아) ,,,0,0,0
535,궁술사(그리다니아),,,0,0,0
536,환술사(그리다니아),,,0,0,0
537,주술사(울다하),,,0,0,0
538,비술사(림사 로민사),,,0,0,0
539,,,,0,0,0
540,짧음,,,0,0,0
541,약간 짧음,,,0,0,0
542,보통,,,0,0,0
543,약간 긺,,,0,0,0
544,긺,,,0,0,0
545,유형 1,,,0,0,0
546,유형 2,,,0,0,0
547,유형 3,,,0,0,0
548,유형 4,,,0,0,0
549,,,,0,0,0
550,,,,0,0,0
551,,,,0,0,0
552,,,,0,0,0
553,,,,0,0,0
554,,,,0,0,0
555,짧음,,,0,0,0
556,약간 짧음,,,0,0,0
557,보통,,,0,0,0
558,약간 긺,,,0,0,0
559,긺,,,0,0,0
560,유형 1,,,0,0,0
561,유형 2,,,0,0,0
562,유형 3,,,0,0,0
563,유형 4,,,0,0,0
564,,,,0,0,0
565,작음,,,0,0,0
566,약간 작음,,,0,0,0
567,보통,,,0,0,0
568,약간 큼,,,0,0,0
569,큼,,,0,0,0
570,,,,0,0,0
571,,,,0,0,0
572,,,,0,0,0
573,,,,0,0,0
574,,,,0,0,0
575,,,,0,0,0
576,,,,0,0,0
577,,,,0,0,0
578,,,,0,0,0
579,,,,0,0,0
580,,,,0,0,0
581,,,,0,0,0
582,,,,0,0,0
583,,,,0,0,0
584,,,,0,0,0
585,,,,0,0,0
586,,,,0,0,0
587,,,,0,0,0
588,,,,0,0,0
589,,,,0,0,0
590,,,,0,0,0
591,,,,0,0,0
592,,,,0,0,0
593,,,,0,0,0
594,,,,0,0,0
595,,,,0,0,0
596,,,,0,0,0
597,,,,0,0,0
598,,,,0,0,0
599,,,,0,0,0
600,카메라 회전 배경 회전 +확대/축소  회전 방향 반전,,,0,0,0
601,,,,0,0,0
602,카메라 회전 배경 회전 +확대/축소 +상하 이동 회전 방향 반전,,,0,0,0
603,,,,0,0,0
604,,,,0,0,0
605,,,,0,0,0
606,,,,0,0,0
607,,,,0,0,0
608,,,,0,0,0
609,,,,0,0,0
610,가상 키보드,,,0,0,0
611,세부 메뉴,,,0,0,0
612,마우스 왼쪽 끌기: 카메라 회전 마우스 오른쪽 끌기: 배경 회전 휠 회전: 확대/축소,,,0,0,0
613,마우스 왼쪽 끌기: 카메라 회전 마우스 오른쪽 끌기: 배경 회전 휠 회전: 확대/축소 휠 클릭 끌기: 상하 이동,,,0,0,0
614,,,,0,0,0
615,"PC방 가맹점에서 접속하셨습니다.
개인 계정의 남은 이용 시간은 표시되지 않습니다.",,,0,0,0
616,누적 결제 보상 UNKNOWN단계,,,0,0,0
617,"지금까지 누적된 결제 일수: 0일
다음 단계까지 남은 누적 결제 일수: 0일",,,0,0,0
618,"계정 유효 기간이 UNKNOWN일 남았습니다.
기간을 연장하시려면 공식 웹사이트에서 결제하십시오.",,,0,0,0
619,"무료 플레이 기간이 UNKNOWN일 남았습니다.
무료 플레이 기간이 끝난 후에도 계속해서 플레이를 하시려면, 공식 홈페이지를 방문하여 이용권을 구입하시기 바랍니다.
URL:
http://ff14.co.kr",,,0,0,0
620,,,,0,0,0
621,집사의 외모를 확정하시겠습니까?,,,0,0,0
622,집사의 외모 편집을 중단합니다.,,,0,0,0
623,집사의 외모 편집을 중단하시겠습니까?,,,0,0,0
624,,,,0,0,0
625,외모 편집을 중단하면 편집 중인 외모 정보는 모두 사라집니다. 계속하시겠습니까?,,,0,0,0
626,편집한 외모를 확정하시겠습니까?,,,0,0,0
627,편집 중인 외모 정보를 파기하고 현재 외모로 되돌리시겠습니까?,,,0,0,0
628,,,,0,0,0
629,"UNKNOWN 접속하시겠습니까?
**※ 캐릭터 재편집은 세부 메뉴를 통해 하실 수 있습니다.**",,,0,0,0
630,"캐릭터의 종족과 성별, 외모를 변경하실 수 있습니다. 세부 메뉴에서 '캐릭터 재편집'을 선택하십시오.",,,0,0,0
631,"캐릭터의 종족과 성별, 외모를 재편집하려면 '확인'을 누르십시오.
**※ 재편집하지 않아도 접속하실 수 있습니다.
※ 특정 조건이 요구되는 머리 모양 및 얼굴 치장은 모두 초기화됩니다.
※ 종족에 따라 일부 머리 모양 및 머리 장비가 표시되지 않습니다.**",,,0,0,0
632,"캐릭터의 종족과 성별, 외모를 재편집하려면 사전에 모든 방어구와 장신구를 해제해야 합니다.
이 캐릭터로 접속해서 해당 장비를 해제하고 다시 시도하십시오.",,,0,0,0
633,"현재의 재편집 정보를 캐릭터에 반영하시겠습니까?
**※ 종족에 따라 미용실에서 일부 머리 모양을 선택할 수 없습니다.**",,,0,0,0
634,캐릭터 재편집을 중단하시겠습니까?,,,0,0,0
635,,,,0,0,0
636,: 모아 보기 등록/해제,,,0,0,0
637, 모아 보기 등록/해제,,,0,0,0
638,모아 보기로 등록한 머리 모양만 표시,,,0,0,0
639,'' 사용하면 미용실에서 선택할 수 있습니다.,,,0,0,0
640,기간 한정 퀘스트 '미지의 여기사'를 완료하거나 '' 사용하면 미용실에서 선택할 수 있습니다.,,,0,0,0
641,'영원한 언약식' 신청 후 미용실에서 선택할 수 있습니다.,,,0,0,0
642,기간 한정 퀘스트 '삼림도시의 수호천절과 변신'부터 '사막도시의 수호천절과 가장행렬'까지 완료하거나  사용하면 미용실에서 선택할 수 있습니다.,,,0,0,0
643,'' 사용하면 미용실에서 선택할 수 있습니다.,,,0,0,0
644,,,,0,0,0
645,"임무 중에 접속이 종료되거나 통신이 두절된 캐릭터는 '캐릭터 재편집' 기능을 이용할 수 없습니다.
다시 접속하여 임무에서 퇴장하시기 바랍니다.",,,0,0,0
646,"현재 임무 중인 캐릭터는 종족과 성별, 외모를 변경할 수 없습니다.",,,0,0,0
647,현재 '모르디온 감옥'에 구속된 캐릭터는 '캐릭터 재편집' 기능을 이용할 수 없습니다.,,,0,0,0
648,"현재 이 캐릭터는 종족과 성별, 외모를 변경할 수 없습니다.",,,0,0,0
649,,,,0,0,0
650,현재 접속 중인 데이터 센터 'UNKNOWN'에서 다른 데이터 센터 'UNKNOWN' 접속하시겠습니까?,,,0,0,0
651,"각종 HUD와 창이 표시되는 위치나 크기 등
일부 창의 설정이 저장된 데이터입니다.",HUD 배열,,0,0,0
652,"직업의 단축바 및 십자 단축바 칸에 등록한
기술 등의 설정이 저장된 데이터입니다.",단축바,,0,1,0
653,장비세트 설정이 저장된 데이터입니다.,장비세트,,0,2,0
654,"캐릭터 공통 및 조작 모드별 설정 데이터 외에도
단축키, 로그 필터 등의 설정이 저장된 데이터입니다.",캐릭터 설정,,0,3,0
655,캐릭터의 전용 매크로가 저장된 데이터입니다.,캐릭터 매크로,,0,4,0
656,"기술 변화 적용 설정과 탈것 목록 등의 즐겨찾기 설정,
초상화 편집 데이터 등의 설정 정보가 저장된 데이터입니다.",기타 데이터,,0,5,0
657,,,,0,0,0
658,,,,0,0,0
659,,,,0,0,0
660,각 항목 개별 선택 모든 항목 일괄 선택,,,0,0,0
661,각 항목 개별 선택 모든 항목 일괄 선택,,,0,0,0
662,,,,0,0,0
663,,,,0,0,0
664,,,,0,0,0
665,,,,0,0,0
666,,,,0,0,0
667,,,,0,0,0
668,,,,0,0,0
669,,,,0,0,0
670,,,,0,0,0
671,,,,0,0,0
672,,,,0,0,0
673,,,,0,0,0
674,,,,0,0,0
675,,,,0,0,0
676,,,,0,0,0
677,,,,0,0,0
678,,,,0,0,0
679,,,,0,0,0
680,레벨 100 잡 전용 장비,,,0,0,0
681,종족 의상,,,0,0,0
682,바하무트 장비,,,0,0,0
683,갈론드 장비,,,0,0,0
684,알렉산더 장비,,,0,0,0
685,드래곤 장비,,,0,0,0
686,림사 로민사 정예병 장비,,,0,0,0
687,그리다니아 정예병 장비,,,0,0,0
688,울다하 정예병 장비,,,0,0,0
689,겐지 장비,,,0,0,0
690,오메가 장비,,,0,0,0
691,지옥견 장비,,,0,0,0
692,드워프 장비,,,0,0,0
693,에덴의 아침 장비,,,0,0,0
694,판데모니움 장비,,,0,0,0
695,빛의 전사 장비,,,0,0,0
696,들장미 장비,,,0,0,0
697,달여행 장비,,,0,0,0
698,클라우드 장비,,,0,0,0
699,레온하트 장비,,,0,0,0
700,탄탈로스 장비,,,0,0,0
701,에이브스/고위 소환사 장비,,,0,0,0
702,성부군/노라 장비,,,0,0,0
703,르베유르 남매 장비,,,0,0,0
704,루시스 왕자 장비,,,0,0,0
705,메티안 장비,,,0,0,0
706,아기돼지 장비,,,0,0,0
707,,,,0,0,0
708,,,,0,0,0
709,,,,0,0,0
710,,,,0,0,0
711,,,,0,0,0
712,,,,0,0,0
713,,,,0,0,0
714,,,,0,0,0
715,,,,0,0,0
716,,,,0,0,0
717,,,,0,0,0
718,,,,0,0,0
719,,,,0,0,0
720,,,,0,0,0
721,,,,0,0,0
722,,,,0,0,0
723,,,,0,0,0
724,,,,0,0,0
725,,,,0,0,0
726,,,,0,0,0
727,,,,0,0,0
728,,,,0,0,0
729,,,,0,0,0
730,,,,0,0,0
731,,,,0,0,0
732,,,,0,0,0
733,,,,0,0,0
734,,,,0,0,0
735,,,,0,0,0
736,,,,0,0,0
737,,,,0,0,0
738,,,,0,0,0
739,,,,0,0,0
740,,,,0,0,0
741,,,,0,0,0
742,,,,0,0,0
743,,,,0,0,0
744,,,,0,0,0
745,,,,0,0,0
746,,,,0,0,0
747,,,,0,0,0
748,,,,0,0,0
749,,,,0,0,0
750,,,,0,0,0
751,,,,0,0,0
752,,,,0,0,0
753,,,,0,0,0
754,,,,0,0,0
755,,,,0,0,0
756,,,,0,0,0
757,,,,0,0,0
758,,,,0,0,0
759,,,,0,0,0
760,,,,0,0,0
761,,,,0,0,0
762,,,,0,0,0
763,,,,0,0,0
764,,,,0,0,0
765,,,,0,0,0
766,,,,0,0,0
767,,,,0,0,0
768,,,,0,0,0
769,,,,0,0,0
770,,,,0,0,0
771,,,,0,0,0
772,,,,0,0,0
773,,,,0,0,0
774,,,,0,0,0
775,,,,0,0,0
776,,,,0,0,0
777,,,,0,0,0
778,,,,0,0,0
779,,,,0,0,0
780,,,,0,0,0
781,,,,0,0,0
782,,,,0,0,0
783,,,,0,0,0
784,,,,0,0,0
785,,,,0,0,0
786,,,,0,0,0
787,,,,0,0,0
788,,,,0,0,0
789,,,,0,0,0
790,,,,0,0,0
791,일본 데이터 센터,,,0,0,0
792,북미 데이터 센터,,,0,0,0
793,유럽 데이터 센터,,,0,0,0
794,오세아니아 데이터 센터,,,0,0,0
795,,,,0,0,0
796,,,,0,0,0
797,,,,0,0,0
798,,,,0,0,0
799,,,,0,0,0
800,데이터 센터 선택,,,0,0,0
801,,,,0,0,0
802,데이터 센터,,,0,0,0
803,정보,,,0,0,0
804,,,,0,0,0
805,,,,0,0,0
806,"파이널판타지14를 플레이하는 동안에는 여러 서버가 묶인 '데이터 센터'와 통신이 이루어집니다.
거주 지역에서 가장 가까운 데이터 센터를 선택하시길 권장합니다.

현재 선택된 데이터 센터는 일본에 거주하는 분께 권장합니다.
**이 데이터 센터는 클라우드 데이터 센터 공개 부하 테스트용 데이터 센터입니다.
클라우드 데이터 센터 공개 부하 테스트 기간에만 접속할 수 있습니다.
**
데이터 센터에는 여러 서버가 속해 있습니다.
이미 플레이할 서버를 고르셨다면 해당 서버가 속한 데이터 센터를 선택하세요.",,,0,0,0
807,,,,0,0,0
808,데이터 센터에 접속합니다.,,,0,0,0
809,데이터 센터에서 캐릭터 목록을 불러옵니다.,,,0,0,0
810,확인,,,0,0,0
811,취소,,,0,0,0
812,일본 데이터 센터,,,0,0,0
813,북미 데이터 센터,,,0,0,0
814,유럽 데이터 센터,,,0,0,0
815,오세아니아 데이터 센터,,,0,0,0
816,북미 클라우드 데이터 센터(베타),,,0,0,0
817,,,,0,0,0
818,,,,0,0,0
819,,,,0,0,0
820,"서버는 당신의 캐릭터가 활약할 세계 그 자체입니다.
캐릭터를 생성할 때 선택한 서버는 고향 서버로 설정되며, 특별한 경우를 제외하고 변경하실 수 없습니다.
파이널판타지14를 친구와 함께 즐기고 싶으시다면
같은 서버에 캐릭터를 생성하는 것이 좋습니다.

서버는 총 5개 중에서 하나를 선택하실 수 있습니다.

**현재 선택된 서버에서 캐릭터를 생성하여 플레이하면
경험치 증가 효과 등의 우대 혜택을 받을 수 있습니다.**

**현재 선택된 서버에서는 신규 캐릭터를 생성할 수 없습니다.
생성 제한이 풀릴 때까지 기다리거나 다른 서버를 선택하십시오.
다른 서버에서 캐릭터를 생성한 후 게임에 접속하여,
해당 서버로 이동해 게임을 플레이할 수 있습니다.**",,,0,0,0
821,,,,0,0,0
822,,,,0,0,0
823,2013/8/27 8:00에 저장한 UNKNOWN번 칸의  남자 캐릭터 생성 정보를 불러옵니다.,,,0,0,0
824,"파이널판타지14 저장 데이터에서 아래의 캐릭터 외모 정보를 발견했습니다.
불러올 데이터를 선택하여 캐릭터 생성 마지막 단계로 이동하십시오.",,,0,0,0
825,,,,0,0,0
826,,,,0,0,0
827,,,,0,0,0
828,,,,0,0,0
829,,,,0,0,0
830,,,,0,0,0
831,,,,0,0,0
832,이전에 생성한 캐릭터 정보를 불러오시겠습니까?,,,0,0,0
833,,,,0,0,0
834,,,,0,0,0
835,,,,0,0,0
836,현재 PlayStation®4에서는 이용하실 수 없습니다.,,,0,0,0
837,"
(원본)",,,0,0,0
838,"
(적용 대상)",,,0,0,0
839,스크롤,,,0,0,0
840,클라이언트 설정 데이터 백업,,,0,0,0
841,캐릭터 설정 데이터 백업,,,0,0,0
842,캐릭터 설정 데이터 백업,,,0,0,0
843,클라이언트 설정 백업,,,0,0,0
844,캐릭터 설정 백업,,,0,0,0
845,클라이언트 설정 데이터,,,0,0,0
846,캐릭터 설정 데이터,,,0,0,0
847,다운로드,,,0,0,0
848,업로드,,,0,0,0
849,백업 대상: **클라이언트 설정 데이터**,,,0,0,0
850,백업 대상: **캐릭터 설정 데이터**,,,0,0,0
851,"UI나 소리 크기 같은 시스템 설정 내용과 캐릭터 공용 매크로 등, 클라이언트 전체에 적용되는 설정을 백업 서버에 저장합니다.
※ 플레이 환경에 따라 바뀔 수 있는 해상도를 포함한 그래픽 설정, 입력 장치 설정 등은 백업되지 않습니다.",,,0,0,0
852,"캐릭터 설정 내용, HUD 배열 정보, 단축키 및 장비세트 등 캐릭터마다 달라지는 설정을 백업 서버에 저장합니다.
※ 아이템 정렬과 보유 상황 관련 데이터는 백업되지 않습니다.
※리모트 플레이 시의 설정은 HUD 위치 및 크기에 한해 저장됩니다.",,,0,0,0
853,,,,0,0,0
854,,,,0,0,0
855,무료 체험판에서는 이용할 수 없는 기능입니다.,,,0,0,0
856,현재 서버가 혼잡하여 이용할 수 없습니다.,,,0,0,0
857,다운로드,,,0,0,0
858,업로드,,,0,0,0
859,서버 백업,,,0,0,0
860,클라이언트 데이터,,,0,0,0
861,"**클라이언트 설정 데이터**를 서버에 저장합니다.
※ 서버에 저장된 데이터를 변경하려면 업로드 후 23시간이 지나야 합니다.",,,0,0,0
862,"선택한 캐릭터의 **캐릭터 설정 데이터**를 서버에 저장합니다.
※ 서버에 저장된 데이터를 변경하려면 업로드 후 23시간이 지나야 합니다.",,,0,0,0
863,서버에 저장된 **클라이언트 설정 데이터**를 현재 플레이 환경에 적용합니다.,,,0,0,0
864,서버에 저장된 **캐릭터 설정 데이터**를 선택한 캐릭터에 적용합니다.,,,0,0,0
865,다른 캐릭터의 백업 데이터 적용,,,0,0,0
866,선택한 캐릭터,,,0,0,0
867,최신 백업 캐릭터,,,0,0,0
868,데이터 없음,,,0,0,0
869,백업 일시: 2013/8/27 8:00,,,0,0,0
870,[Win],,,0,0,0
871,백업 준비가 완료되었습니다.,,,0,0,0
872,다운로드 준비가 완료되었습니다.,,,0,0,0
873,다른 캐릭터의 **캐릭터 설정 데이터**를 적용합니다.,,,0,0,0
874,현재 설정이 백업 데이터와 일치하므로 업로드를 중지합니다.,,,0,0,0
875,"최근에 백업 기능을 이용했으므로 지금은 업로드할 수 없습니다.
업로드 가능 시각: 2013/8/27 8:00 이후",,,0,0,0
876,클라이언트 설정 백업 데이터가 없습니다.,,,0,0,0
877,선택한 캐릭터의 캐릭터 설정 백업 데이터가 없습니다.,,,0,0,0
878,초기 설정의 데이터입니다.,,,0,0,0
879,현재 업로드할 수 없습니다.,,,0,0,0
880,현재 백업 기능 정지 중입니다.,,,0,0,0
881,,,,0,0,0
882,,,,0,0,0
883,,,,0,0,0
884,데이터 준비 완료,,,0,0,0
885,백업 준비 중입니다.,,,0,0,0
886,백업 데이터를 다운로드하고 있습니다.,,,0,0,0
887,백업 데이터를 업로드하고 있습니다.,,,0,0,0
888,"백업 데이터를 **클라이언트 설정**에 적용했습니다.
**※ 일부 설정은 게임을 다시 시작해야 적용됩니다.**",,,0,0,0
889,클라이언트 설정 데이터를 서버에 저장했습니다.,,,0,0,0
890,"백업 데이터를 UNKNOWNUNKNOWN에 적용했습니다.
**※ 소리 설정 등 시스템 설정도 적용하길 원하시는 경우, 클라이언트 설정 데이터 백업 기능을 이용하시기 바랍니다.**",,,0,0,0
891,"UNKNOWNUNKNOWN의 캐릭터 설정 데이터를
서버에 저장했습니다.
**※ 소리 설정 등 시스템 설정 백업을 원하시는 경우, 클라이언트 설정 데이터 백업 기능을 이용하시기 바랍니다.**",,,0,0,0
892,"설정 데이터가 부족하여 백업 처리를 실행할 수 없습니다.
캐릭터가 정상적으로 접속 가능한지 확인한 다음 다시 시도하십시오.
(UNKNOWN)",,,0,0,0
893,"설정 데이터가 손상되어 백업 처리를 실행할 수 없습니다.
캐릭터가 정상적으로 접속 가능한지 확인한 다음 다시 시도하십시오.
(UNKNOWN)",,,0,0,0
894,"백업 데이터를 생성할 수 없습니다.
캐릭터가 정상적으로 접속 가능한지 확인한 다음 다시 시도하십시오.
(UNKNOWN)",,,0,0,0
895,"백업 데이터를 업로드할 수 없습니다.
캐릭터가 정상적으로 접속 가능한지 확인한 다음, 시간을 두고 다시 시도하십시오.
(UNKNOWN)",,,0,0,0
896,"백업 데이터를 다운로드할 수 없습니다.
캐릭터가 정상적으로 접속 가능한지 확인한 다음, 시간을 두고 다시 시도하십시오.
(UNKNOWN)",,,0,0,0
897,"디스크 공간이 부족하여 백업 데이터를 적용할 수 없습니다.
(UNKNOWN)",,,0,0,0
898,"오류가 발생했습니다.
잠시 후에 다시 시도하십시오.
(UNKNOWN)",,,0,0,0
899,현재 설정이 백업 데이터와 일치하므로 다운로드를 중지합니다.,,,0,0,0
900,"UI 표시 크기나 프레임 속도 제한 등의 정보가 저장됩니다.
※ 화면 해상도를 비롯하여, 플레이 환경에 의존하는 설정은 저장되지 않습니다.",화면 설정,,0,1,0
901,"음량, 음소거 등 각종 설정이 저장됩니다.",소리 설정,,0,11,0
902,"마우스 또는 게임패드 관련 설정이 저장됩니다.
※ 입력 장치에 의존하는 설정은 저장되지 않습니다.",입력 장치 설정,,0,41,0
903,인터페이스 창의 색상 테마를 저장합니다.,테마 설정,,0,181,0
904,"동영상 및 음성 언어 설정 등이 저장됩니다.
※ 플레이 환경에 의존하는 설정은 저장되지 않습니다.",기타 설정,,0,51,0
905,"시각적 음향 표현, 색각 보정 설정이 저장됩니다.",접근성 설정,,0,61,0
906,"모든 캐릭터 공용 매크로가 저장됩니다.
※ 캐릭터 전용 매크로는 캐릭터 설정 백업 시에 저장됩니다.",공용 매크로,,0,161,0
907,,,,0,0,0
908,,,,0,0,0
909,,,,0,0,0
910,,,,0,0,0
911,,,,0,0,0
912,,,,0,0,0
913,,,,0,0,0
914,,,,0,0,0
915,,,,0,0,0
916,,,,0,0,0
917,,,,0,0,0
918,,,,0,0,0
919,,,,0,0,0
920,컨트롤러/마우스 조작 모드별 설정이 저장됩니다.,캐릭터 설정,,0,131,0
921,각종 HUD 위치와 크기 등의 설정이 저장됩니다.,HUD 배열,,0,91,0
922,직업에 따른 단축바와 십자 단축바 설정이 저장됩니다.,단축바,,0,111,0
923,장비세트 설정이 저장됩니다.,장비세트,,0,141,0
924,단축키 설정이 저장됩니다.,단축키,,0,151,0
925,대화창에 사용되는 로그 필터 설정이 저장됩니다.,로그 필터,,0,121,0
926,"선택한 캐릭터의 전용 매크로가 저장됩니다.
※ 모든 캐릭터 공용 매크로는 클라이언트 설정 백업 시에 저장됩니다.",캐릭터 전용 매크로,,0,161,0
927,트리플 트라이어드 및 꼬마 친구 공방전 관련 설정이 저장됩니다.,기타,,0,51,0
928,친구 목록의 그룹 명칭 및 최근 파티 등의 정보가 저장됩니다.,플레이어 간 교류,,0,171,0
929,,,,0,0,0
930,,,,0,0,0
931,,,,0,0,0
932,,,,0,0,0
933,,,,0,0,0
934,,,,0,0,0
935,,,,0,0,0
936,,,,0,0,0
937,,,,0,0,0
938,,,,0,0,0
