#,Name,Unknown0,StampIcon,Unknown1,Category,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7
475,애송이버섯,0,234049,1,20,0,49,10,True,True,True
476,아기 올빼미,0,234050,1,20,0,50,10,True,True,True
477,아기 오포오포,0,234051,1,20,0,51,10,True,True,True
478,흡밀마,0,234052,1,20,0,52,10,True,True,True
479,로롤로 테,0,234053,1,20,0,53,10,True,True,True
480,마무쟈 인형,0,234054,1,20,0,54,10,True,True,True
481,응 모우,0,234055,1,20,0,55,10,True,True,True
482,옥수수님,0,234056,1,20,0,56,10,True,True,True
483,파인딩웨이,0,234033,1,20,0,33,10,True,True,True
484,우파루파,0,234034,1,20,0,34,10,True,True,True
485,알파 인형,0,234035,1,20,0,35,10,True,True,True
486,꼬마 이아,0,234036,1,20,0,36,10,True,True,True
487,또륵이,0,234037,1,20,0,37,10,True,True,True
488,라리호 드워프,0,234038,1,20,0,38,10,True,True,True
489,야옹 소선생,0,234039,1,20,0,39,10,True,True,True
490,그레불로프 인형,0,234040,1,20,0,40,10,True,True,True
491,스펀지 실키,0,234041,1,20,0,41,10,True,True,True
492,모모라 모라!!!,0,234042,1,20,0,42,10,True,True,True
493,꼬마 트롤,0,234043,1,20,0,43,10,True,True,True
494,고대인형,0,234044,1,20,0,44,10,True,True,True
495,키키룬 인형,0,234028,1,20,0,28,10,True,True,True
496,왕자 펭귄,0,234029,1,20,0,29,10,True,True,True
497,오리부리,0,234030,1,20,0,30,10,True,True,True
498,뽈록눈,0,234031,1,20,0,31,10,True,True,True
499,넓적부리황새,0,234032,1,20,0,32,10,True,True,True
500,모그리 인형,0,234001,1,20,0,1,10,True,True,True
501,뚱냥이,0,234002,1,20,0,2,10,True,True,True
502,자이언트 비버,0,234003,1,20,0,3,10,True,True,True
503,꼬마 파이싸,0,234004,1,20,0,4,10,True,True,True
504,나마즈오 인형,0,234005,1,20,0,5,10,True,True,True
505,통통 초코보,0,234006,1,20,0,6,10,True,True,True
506,먼지토끼,0,234007,1,20,0,7,10,True,True,True
507,미니텐더,0,234008,1,20,0,8,10,True,True,True
508,새싹 구부,0,234009,1,20,0,9,10,True,True,True
509,카벙클 페리도트,0,234010,1,20,0,10,10,True,True,True
510,달달이,0,234011,1,20,0,11,10,True,True,True
511,롱카의 물뱀?,0,234012,1,20,0,12,10,True,True,True
512,꼬마 봄,0,234013,1,20,0,13,10,True,True,True
513,몰볼 묘목,0,234014,1,20,0,14,10,True,True,True
514,톤베리 인형,0,234015,1,20,0,15,10,True,True,True
515,작은 만드라고라,0,234016,1,20,0,16,10,True,True,True
516,게일리키튼,0,234017,1,20,0,17,10,True,True,True
517,꼬마 머윗잎 요정,0,234018,1,20,0,18,10,True,True,True
518,포로 록고,0,234019,1,20,0,19,10,True,True,True
519,꼬마 눈요정,0,234020,1,20,0,20,10,True,True,True
520,너츠 이터,0,234021,1,20,0,21,10,True,True,True
521,콩알시바,0,234022,1,20,0,22,10,True,True,True
522,모래여우,0,234023,1,20,0,23,10,True,True,True
523,깨알물범,0,234024,1,20,0,24,10,True,True,True
524,지휘관 상어,0,234025,1,20,0,25,10,True,True,True
525,푸아 인형,0,234026,1,20,0,26,10,True,True,True
526,아기돼지,0,234027,1,20,0,27,10,True,True,True
527,,0,0,0,0,0,0,0,False,False,False
528,,0,0,0,0,0,0,0,False,False,False
529,,0,0,0,0,0,0,0,False,False,False
530,,0,0,0,0,0,0,0,False,False,False
531,,0,0,0,0,0,0,0,False,False,False
532,,0,0,0,0,0,0,0,False,False,False
533,,0,0,0,0,0,0,0,False,False,False
534,,0,0,0,0,0,0,0,False,False,False
535,,0,0,0,0,0,0,0,False,False,False
536,,0,0,0,0,0,0,0,False,False,False
537,,0,0,0,0,0,0,0,False,False,False
538,,0,0,0,0,0,0,0,False,False,False
539,,0,0,0,0,0,0,0,False,False,False
540,,0,0,0,0,0,0,0,False,False,False
541,,0,0,0,0,0,0,0,False,False,False
542,,0,0,0,0,0,0,0,False,False,False
543,,0,0,0,0,0,0,0,False,False,False
544,,0,0,0,0,0,0,0,False,False,False
545,,0,0,0,0,0,0,0,False,False,False
546,,0,0,0,0,0,0,0,False,False,False
547,,0,0,0,0,0,0,0,False,False,False
548,심벌,0,231048,1,21,120,1,10,True,False,False
549,로고(백),0,231033,1,21,120,2,10,True,False,False
550,로고(흑),0,231034,1,21,120,3,10,True,False,False
551,현수막(백),0,231035,1,21,120,4,10,True,False,False
552,현수막(흑),0,231036,1,21,120,5,10,True,False,False
553,가로 배너,0,231037,1,21,120,6,10,True,False,False
554,세로 배너,0,231038,1,21,120,7,10,True,False,False
555,2022 디지털 팬페스티벌 서울,0,231040,2,22,120,1,10,True,False,False
556,해시태그,0,231039,2,22,120,2,10,True,False,False
557,10주년 기념 로고 1,0,231061,1,26,0,1,10,True,False,False
558,10주년 기념 로고 2,0,231062,1,26,0,2,10,True,False,False
559,10주년 기념 로고 3,0,231063,1,26,0,3,10,True,False,False
560,10주년 기념 로고 4,0,231064,1,26,0,4,10,True,False,False
561,10주년 기념 로고 5,0,231065,1,26,0,5,10,True,False,False
562,10주년 기념 로고 6,0,231066,1,26,0,6,10,True,False,False
563,10주년 기념 배너 1,0,231067,1,26,0,7,10,True,False,False
564,10주년 기념 배너 2,0,231068,1,26,0,8,10,True,False,False
565,10주년 기념 배너 3,0,231069,1,26,0,9,10,True,False,False
566,,0,0,0,0,0,0,0,False,False,False
567,,0,0,0,0,0,0,0,False,False,False
568,,0,0,0,0,0,0,0,False,False,False
569,,0,0,0,0,0,0,0,False,False,False
570,,0,0,0,0,0,0,0,False,False,False
571,,0,0,0,0,0,0,0,False,False,False
572,,0,0,0,0,0,0,0,False,False,False
573,,0,0,0,0,0,0,0,False,False,False
574,,0,0,0,0,0,0,0,False,False,False
575,,0,0,0,0,0,0,0,False,False,False
576,,0,0,0,0,0,0,0,False,False,False
577,,0,0,0,0,0,0,0,False,False,False
578,,0,0,0,0,0,0,0,False,False,False
579,,0,0,0,0,0,0,0,False,False,False
580,,0,0,0,0,0,0,0,False,False,False
581,,0,0,0,0,0,0,0,False,False,False
582,,0,0,0,0,0,0,0,False,False,False
583,,0,0,0,0,0,0,0,False,False,False
584,,0,0,0,0,0,0,0,False,False,False
585,,0,0,0,0,0,0,0,False,False,False
586,,0,0,0,0,0,0,0,False,False,False
587,,0,0,0,0,0,0,0,False,False,False
588,,0,0,0,0,0,0,0,False,False,False
589,,0,0,0,0,0,0,0,False,False,False
590,,0,0,0,0,0,0,0,False,False,False
591,,0,0,0,0,0,0,0,False,False,False
592,,0,0,0,0,0,0,0,False,False,False
593,,0,0,0,0,0,0,0,False,False,False
594,,0,0,0,0,0,0,0,False,False,False
595,,0,0,0,0,0,0,0,False,False,False
596,,0,0,0,0,0,0,0,False,False,False
597,,0,0,0,0,0,0,0,False,False,False
598,,0,0,0,0,0,0,0,False,False,False
599,,0,0,0,0,0,0,0,False,False,False
600,방어 역할,0,230901,1,24,0,1,10,True,False,False
601,회복 역할,0,230902,1,24,0,2,10,True,False,False
602,공격 역할,0,230903,1,24,0,3,10,True,False,False
603,목수,0,230911,1,24,0,80,10,True,False,False
604,대장장이,0,230912,1,24,0,81,10,True,False,False
605,갑주제작사,0,230913,1,24,0,82,10,True,False,False
606,보석공예가,0,230914,1,24,0,83,10,True,False,False
607,가죽공예가,0,230915,1,24,0,84,10,True,False,False
608,재봉사,0,230916,1,24,0,85,10,True,False,False
609,연금술사,0,230917,1,24,0,86,10,True,False,False
610,요리사,0,230918,1,24,0,87,10,True,False,False
611,광부,0,230919,1,24,0,90,10,True,False,False
612,원예가,0,230920,1,24,0,91,10,True,False,False
613,어부,0,230921,1,24,0,92,10,True,False,False
614,검술사,0,230904,1,24,0,70,10,True,False,False
615,격투사,0,230905,1,24,0,73,10,True,False,False
616,도끼술사,0,230906,1,24,0,71,10,True,False,False
617,창술사,0,230907,1,24,0,74,10,True,False,False
618,궁술사,0,230908,1,24,0,76,10,True,False,False
619,환술사,0,230909,1,24,0,72,10,True,False,False
620,주술사,0,230910,1,24,0,77,10,True,False,False
621,비술사,0,230929,1,24,0,78,10,True,False,False
622,쌍검사,0,230932,1,24,0,75,10,True,False,False
623,나이트,0,230922,1,24,0,10,10,True,False,False
624,몽크,0,230923,1,24,0,30,10,True,False,False
625,전사,0,230924,1,24,0,11,10,True,False,False
626,용기사,0,230925,1,24,0,31,10,True,False,False
627,음유시인,0,230926,1,24,0,40,10,True,False,False
628,백마도사,0,230927,1,24,0,20,10,True,False,False
629,흑마도사,0,230928,1,24,0,50,10,True,False,False
630,소환사,0,230930,1,24,0,51,10,True,False,False
631,학자,0,230931,1,24,0,21,10,True,False,False
632,닌자,0,230933,1,24,0,32,10,True,False,False
633,기공사,0,230934,1,24,0,41,10,True,False,False
634,암흑기사,0,230935,1,24,0,12,10,True,False,False
635,점성술사,0,230936,1,24,0,22,10,True,False,False
636,사무라이,0,230937,1,24,0,33,10,True,False,False
637,적마도사,0,230938,1,24,0,52,10,True,False,False
638,청마도사,0,230939,1,24,0,60,10,True,False,False
639,건브레이커,0,230940,1,24,0,13,10,True,False,False
640,무도가,0,230941,1,24,0,42,10,True,False,False
641,현자,0,230943,1,24,0,23,10,True,False,False
642,리퍼,0,230942,1,24,0,34,10,True,False,False
643,바이퍼,0,230944,1,24,0,35,10,True,False,False
644,픽토맨서,0,230945,1,24,0,53,10,True,False,False
645,,0,0,0,0,0,0,0,False,False,False
646,,0,0,0,0,0,0,0,False,False,False
647,,0,0,0,0,0,0,0,False,False,False
648,,0,0,0,0,0,0,0,False,False,False
649,,0,0,0,0,0,0,0,False,False,False
650,,0,0,0,0,0,0,0,False,False,False
651,,0,0,0,0,0,0,0,False,False,False
652,,0,0,0,0,0,0,0,False,False,False
653,,0,0,0,0,0,0,0,False,False,False
654,,0,0,0,0,0,0,0,False,False,False
655,,0,0,0,0,0,0,0,False,False,False
656,,0,0,0,0,0,0,0,False,False,False
657,,0,0,0,0,0,0,0,False,False,False
658,,0,0,0,0,0,0,0,False,False,False
659,,0,0,0,0,0,0,0,False,False,False
660,1만,0,230751,1,25,0,1,10,True,False,False
661,2만,0,230752,1,25,0,2,10,True,False,False
662,3만,0,230753,1,25,0,3,10,True,False,False
663,4만,0,230754,1,25,0,4,10,True,False,False
664,5만,0,230755,1,25,0,5,10,True,False,False
665,6만,0,230756,1,25,0,6,10,True,False,False
666,7만,0,230757,1,25,0,7,10,True,False,False
667,8만,0,230758,1,25,0,8,10,True,False,False
668,9만,0,230759,1,25,0,9,10,True,False,False
669,1통,0,230760,1,25,0,10,10,True,False,False
670,2통,0,230761,1,25,0,11,10,True,False,False
671,3통,0,230762,1,25,0,12,10,True,False,False
672,4통,0,230763,1,25,0,13,10,True,False,False
673,5통,0,230764,1,25,0,14,10,True,False,False
674,6통,0,230765,1,25,0,15,10,True,False,False
675,7통,0,230766,1,25,0,16,10,True,False,False
676,8통,0,230767,1,25,0,17,10,True,False,False
677,9통,0,230768,1,25,0,18,10,True,False,False
678,1삭,0,230769,1,25,0,19,10,True,False,False
679,2삭,0,230770,1,25,0,20,10,True,False,False
680,3삭,0,230771,1,25,0,21,10,True,False,False
681,4삭,0,230772,1,25,0,22,10,True,False,False
682,5삭,0,230773,1,25,0,23,10,True,False,False
683,6삭,0,230774,1,25,0,24,10,True,False,False
684,7삭,0,230775,1,25,0,25,10,True,False,False
685,8삭,0,230776,1,25,0,26,10,True,False,False
686,9삭,0,230777,1,25,0,27,10,True,False,False
687,동,0,230778,1,25,0,28,10,True,False,False
688,남,0,230779,1,25,0,29,10,True,False,False
689,서,0,230780,1,25,0,30,10,True,False,False
690,북,0,230781,1,25,0,31,10,True,False,False
691,백,0,230782,1,25,0,32,10,True,False,False
692,발,0,230783,1,25,0,33,10,True,False,False
693,중,0,230784,1,25,0,34,10,True,False,False
694,5만(적도라),0,230785,1,25,0,35,10,True,False,False
695,5통(적도라),0,230786,1,25,0,36,10,True,False,False
696,5삭(적도라),0,230787,1,25,0,37,10,True,False,False
697,,0,0,0,0,0,0,0,False,False,False
698,,0,0,0,0,0,0,0,False,False,False
699,,0,0,0,0,0,0,0,False,False,False
700,레풀루,0,234906,1,1,0,416,10,True,True,True
701,올로사파,0,234891,1,1,0,611,10,True,True,True
702,코브란 유충,0,234433,1,1,0,123,10,True,True,True
703,둥실둥실 키도니아 ,0,234895,1,1,0,1219,10,True,True,True
704,코요코요 인형,454,234854,1,1,0,1300,6,True,True,True
705,코뿔바다오리,0,234878,1,1,0,610,10,True,True,True
706,침팬지,0,234883,1,1,0,432,10,True,True,True
707,꼬마 청설모,0,234413,1,1,0,103,10,True,True,True
708,애송이버섯,0,234414,1,1,0,104,10,True,True,True
709,벼룩모기 유충,0,234415,1,1,0,105,10,True,True,True
710,검은 커얼,0,234514,1,1,0,107,10,True,True,True
711,아기 랍토르,0,234421,1,1,0,110,10,True,True,True
712,정신지배아,0,234461,1,1,0,129,10,True,True,True
713,유니콜트,0,234528,1,1,0,403,10,True,True,True
714,가스트라,0,234539,1,1,0,405,10,True,True,True
715,리세 인형,248,234648,1,1,0,1007,6,True,True,True
716,히엔 인형,264,234664,1,1,0,1040,6,True,True,True
717,신 유우기리,249,234649,1,1,0,1031,6,True,True,True
718,고우세츠 인형,250,234650,1,1,0,1038,6,True,True,True
719,요츠유 인형,251,234651,1,1,0,1039,6,True,True,True
720,그륀바트 인형,252,234652,1,1,0,1046,6,True,True,True
721,신 라우반,276,234676,1,1,0,1027,6,True,True,True
722,마그나이 인형,282,234682,1,1,0,1044,6,True,True,True
723,시리나 인형,293,234697,1,1,0,1043,6,True,True,True
724,사두 인형,294,234696,1,1,0,1045,6,True,True,True
725,신 타타루,320,234720,1,1,0,1017,6,True,True,True
726,꼭두각시 주작,343,234743,1,1,0,915,6,True,True,True
727,제1세계 야슈톨라,331,234731,1,1,0,1002,6,True,True,True
728,신 위리앙제,429,234829,1,1,0,1010,6,True,True,True
729,신 에스티니앙,360,234760,1,1,0,1037,6,True,True,True
730,라이나 인형,416,234816,1,1,0,1055,6,True,True,True
731,루나르 인형,417,234817,1,1,0,1056,6,True,True,True
732,둘리아 인형,376,234776,1,1,0,1050,6,True,True,True
733,린 인형,332,234732,1,1,0,1049,6,True,True,True
734,가이아 인형,398,234798,1,1,0,1053,6,True,True,True
735,미스텔 인형,381,234781,1,1,0,1051,6,True,True,True
736,아르버트 인형,382,234782,1,1,0,1052,6,True,True,True
737,태엽 솔,455,234855,1,1,0,1059,6,True,True,True
738,아기 돌고래,0,234810,1,1,0,511,10,True,True,True
739,별새,427,234827,1,1,0,1078,6,True,True,True
740,나그샤 고양이,0,234828,1,1,0,424,10,True,True,True
741,브리트라 인형,430,234830,1,1,0,1076,6,True,True,True
742,게게,0,234832,1,1,0,426,10,True,True,True
743,루나텐더 왕자,0,234833,1,1,0,159,10,True,True,True
744,헤로이스 인형,441,234841,1,1,0,1058,6,True,True,True
745,왕족 루나텐더,0,234843,1,1,0,160,10,True,True,True
746,필로스 인형,465,234865,1,1,0,1061,6,True,True,True
747,에리크토니오스 인형,466,234866,1,1,0,1062,6,True,True,True
748,아이도네우스 인형,477,234877,1,1,0,1060,6,True,True,True
749,아테나 인형,487,234887,1,1,0,1063,6,True,True,True
750,휴가돌이,496,234896,1,1,0,1208,6,True,True,True
751,하이델린 우상,501,234901,1,1,0,1068,6,True,True,True
752,조디아크 우상,502,234902,1,1,0,1069,6,True,True,True
753,푸르슈노 인형,503,234903,1,1,0,1012,6,True,True,True
754,아기 알파카,0,234909,1,1,0,435,10,True,True,True
755,이크티,0,234912,1,1,0,436,10,True,True,True
756,초록새,0,234913,1,1,0,613,10,True,True,True
757,작은 코요테,0,234914,1,1,0,437,10,True,True,True
758,옥수수님,516,234916,1,1,0,1220,6,True,True,True
759,머그텐더,0,234917,1,1,0,201,10,True,True,True
760,푸른 고양이,0,234918,1,1,0,438,10,True,True,True
761,양철 보초병 T1,522,234922,1,1,0,1212,6,True,True,True
762,신 쿠루루,525,234925,1,1,0,1020,6,True,True,True
763,제로 인형,526,234926,1,1,0,1065,6,True,True,True
764,에렌빌 인형,527,234927,1,1,0,1067,6,True,True,True
765,사스콰치 인형,0,234608,1,1,0,153,10,True,True,True
766,블랙 키튼,524,234924,1,1,0,303,6,True,True,True
767,치즈냥,0,234643,1,1,0,408,10,True,True,True
768,호파루의 물뱀?,369,234769,1,1,0,418,6,True,True,True
769,키타리의 물뱀?,370,234770,1,1,0,419,6,True,True,True
770,개미핥기,0,234809,1,1,0,422,10,True,True,True
771,작은 하마,0,234831,1,1,0,425,10,True,True,True
772,캥거루 인형,0,234845,1,1,0,428,10,True,True,True
773,샤슈예,0,234932,1,1,0,439,10,True,True,True
774,해파링,0,234683,1,1,0,505,10,True,True,True
775,도마금,0,234759,1,1,0,507,10,True,True,True
776,라라다일,0,234778,1,1,0,509,10,True,True,True
777,꼬마 푸누티,0,234907,1,1,0,512,10,True,True,True
778,코토코토코,0,234931,1,1,0,614,10,True,True,True
779,이프리트 인형,168,234567,1,1,0,900,6,True,True,True
780,가루다 인형,169,234572,1,1,0,901,6,True,True,True
781,타이탄 인형,170,234573,1,1,0,902,6,True,True,True
782,리바이어선 인형,171,234574,1,1,0,903,6,True,True,True
783,라무 인형,185,234598,1,1,0,904,6,True,True,True
784,시바 인형,186,234599,1,1,0,905,6,True,True,True
785,오딘 인형,76,234468,1,1,0,906,6,True,True,True
786,비스마르크 인형,263,234663,1,1,0,907,6,True,True,True
787,라바나 인형,265,234665,1,1,0,908,6,True,True,True
788,스사노오 인형,261,234661,1,1,0,909,6,True,True,True
789,락슈미 인형,262,234662,1,1,0,910,6,True,True,True
790,테미스 인형,538,234938,1,1,0,1064,6,True,True,True
791,펠루펠루 인형,534,234934,1,1,0,1209,6,True,True,True
792,양철 병사 S3,535,234935,1,1,0,1213,6,True,True,True
793,알라그 수박,0,234786,1,1,0,1218,10,True,True,True
794,산제물님,536,234936,1,1,0,1221,6,True,True,True
795,카벙클 페리도트,0,234544,1,1,0,1203,10,True,True,True
796,카벙클 헬리오도르,0,234545,1,1,0,1204,10,True,True,True
797,기기,230,234630,1,1,0,1201,6,True,True,True
798,신룡 인형,275,234675,1,1,0,911,6,True,True,True
799,흰족제비,0,234679,1,1,0,413,10,True,True,True
800,츠쿠요미 인형,297,234699,1,1,0,912,6,True,True,True
801,프란 인형,325,234725,1,1,0,1047,6,True,True,True
802,푸아 인형,335,234735,1,1,0,702,6,True,True,True
803,고대인형,374,234774,1,1,0,1206,6,True,True,True
804,갈매기,0,234808,1,1,0,608,10,True,True,True
805,세뇨리따 사보텐더,412,234812,1,1,0,1054,6,True,True,True
806,군힐드 인형,418,234818,1,1,0,1057,6,True,True,True
807,카두케우스,0,234835,1,1,0,427,10,True,True,True
808,스카르밀리오네 인형,460,234860,1,1,0,917,6,True,True,True
809,카냐초 인형,471,234871,1,1,0,918,6,True,True,True
810,바르바리차 인형,488,234888,1,1,0,919,6,True,True,True
811,골베자 인형,497,234897,1,1,0,920,6,True,True,True
812,프사마테,540,234949,1,1,0,203,6,True,True,True
813,나이아드,541,234950,1,1,0,204,6,True,True,True
814,데이모스,542,234951,1,1,0,205,6,True,True,True
815,자티카 리프킨,545,234944,1,1,0,202,6,True,True,True
816,굴루쟈쟈 인형,546,234945,1,1,0,1066,6,True,True,True
817,꼬꼬마 로더,547,234948,1,1,0,1214,6,True,True,True
818,잔돈거북,548,234952,1,1,0,206,6,True,True,True
819,왕국 사냥개,0,234953,1,1,0,440,10,True,True,True
820,스칼라 올로사파,0,234941,1,1,0,612,10,True,True,True
821,아기 세크레트,551,234954,1,1,0,1304,6,True,True,True
822,회복 꿀벌레,552,234955,1,1,0,1305,6,True,True,True
823,페오 울 인형,562,234965,1,1,0,706,6,True,True,True
824,꼬마 양 정령,564,234946,1,1,0,207,6,True,True,True
825,아가냥아치,565,234947,1,1,0,208,6,True,True,True
826,,0,0,0,0,0,0,0,False,False,False
827,,0,0,0,0,0,0,0,False,False,False
828,,0,0,0,0,0,0,0,False,False,False
829,,0,0,0,0,0,0,0,False,False,False
830,,0,0,0,0,0,0,0,False,False,False
831,,0,0,0,0,0,0,0,False,False,False
832,,0,0,0,0,0,0,0,False,False,False
833,,0,0,0,0,0,0,0,False,False,False
834,,0,0,0,0,0,0,0,False,False,False
835,,0,0,0,0,0,0,0,False,False,False
836,,0,0,0,0,0,0,0,False,False,False
837,,0,0,0,0,0,0,0,False,False,False
838,,0,0,0,0,0,0,0,False,False,False
839,,0,0,0,0,0,0,0,False,False,False
840,,0,0,0,0,0,0,0,False,False,False
841,,0,0,0,0,0,0,0,False,False,False
842,,0,0,0,0,0,0,0,False,False,False
843,,0,0,0,0,0,0,0,False,False,False
844,,0,0,0,0,0,0,0,False,False,False
845,,0,0,0,0,0,0,0,False,False,False
846,,0,0,0,0,0,0,0,False,False,False
847,,0,0,0,0,0,0,0,False,False,False
848,,0,0,0,0,0,0,0,False,False,False
849,,0,0,0,0,0,0,0,False,False,False
850,,0,0,0,0,0,0,0,False,False,False
