#,Unknown0,Unknown1,Unknown2,RequiredItem[0],RequiredItem[1],RequiredItem[2],RequiredItemQuantity[0],RequiredItemQuantity[1],RequiredItemQuantity[2],Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,MissionType,WKSMissionText
308,41269,2000000,0,644,0,0,1,0,0,0,169,0,0,0,1,3,0,0,1,101
309,0,2000000,0,645,0,0,1,0,0,0,170,0,0,0,0,3,0,0,1,101
310,0,2000000,0,646,0,0,3,0,0,0,171,0,0,0,0,3,0,0,1,146
311,0,2000000,0,647,0,0,3,0,0,0,172,0,0,0,0,3,0,0,1,146
312,41269,2000000,0,648,0,0,2,0,0,0,173,0,0,0,2,3,0,0,1,145
313,41269,2000000,0,649,0,0,2,0,0,0,174,0,0,0,2,3,0,0,1,145
314,41269,2000000,0,650,0,0,2,0,0,0,175,0,0,0,2,3,0,0,1,145
315,41269,2000000,0,469,0,0,1,0,0,0,176,0,0,0,3,3,0,0,1,102
316,41269,2000000,0,470,0,0,1,0,0,0,177,0,0,0,2,3,0,0,1,102
317,0,2000000,0,651,0,0,3,0,0,0,178,0,0,0,0,3,0,0,1,146
318,0,2000000,0,652,0,0,3,0,0,0,179,0,0,0,0,3,0,0,1,146
319,0,2000000,0,471,0,0,3,0,0,0,180,0,0,0,0,3,0,0,1,146
320,41269,2000000,0,656,0,0,1,0,0,0,181,0,0,0,1,3,0,0,1,102
321,41269,2000000,0,658,0,0,1,0,0,0,182,0,0,0,1,3,0,0,1,102
322,41269,2000000,0,653,0,0,1,0,0,0,183,0,0,0,1,3,0,0,1,149
323,0,2000000,0,481,0,0,3,0,0,0,184,0,0,0,0,3,0,0,1,99
324,0,2000000,0,659,0,0,3,0,0,0,185,0,0,0,0,3,0,0,1,99
325,0,2000000,0,660,0,0,3,0,0,0,186,0,0,0,0,3,0,0,1,99
326,0,2000000,0,661,0,0,3,0,0,0,187,0,0,0,0,3,0,0,1,99
327,0,2000000,0,662,0,0,3,0,0,0,188,0,0,0,0,3,0,0,1,99
328,0,2000000,0,663,0,0,3,0,0,0,189,0,0,0,0,3,0,0,1,99
329,0,2000000,0,481,0,0,3,0,0,0,190,0,0,0,0,3,0,0,1,99
330,0,2000000,0,664,0,0,3,0,0,0,191,0,0,0,0,3,0,0,1,99
331,0,2000000,0,665,0,0,3,0,0,0,192,0,0,0,0,3,0,0,1,100
332,0,2000000,0,666,0,0,1,0,0,0,193,0,0,0,0,3,0,0,1,147
333,0,2000000,0,667,0,0,2,0,0,0,194,0,0,0,0,3,0,0,1,147
334,0,2000000,0,668,0,0,1,0,0,0,195,0,0,0,0,3,0,0,1,147
335,0,2000000,0,669,0,0,1,0,0,0,196,0,0,0,0,3,0,0,1,147
336,0,2000000,0,674,0,0,3,0,0,0,197,0,0,0,0,3,0,0,1,99
337,41269,2000000,0,481,0,0,3,0,0,0,198,0,0,0,3,3,0,0,1,99
338,0,2000000,0,675,0,0,2,0,0,0,199,0,0,0,0,3,0,0,1,100
339,0,2000000,0,676,0,0,3,0,0,0,200,0,0,0,0,3,0,0,1,100
340,41269,2000000,0,677,0,0,3,0,0,0,201,0,0,0,3,3,0,0,1,99
341,41269,2000000,0,678,0,0,3,0,0,0,202,0,0,0,3,3,0,0,1,100
342,0,2000000,0,679,0,0,1,0,0,0,203,0,0,0,0,3,0,0,1,99
343,41269,2000000,0,680,0,0,1,0,0,0,204,0,0,0,1,3,0,0,1,99
344,41269,2000000,0,481,0,0,3,0,0,0,205,0,0,0,3,3,0,0,1,145
345,0,2000000,0,681,0,0,3,0,0,0,206,0,0,0,0,3,0,0,1,146
346,0,2000000,0,682,0,0,1,0,0,0,207,0,0,0,0,3,0,0,1,100
347,41269,2000000,0,683,0,0,1,0,0,0,208,0,0,0,1,3,0,0,1,102
348,0,2000000,0,684,685,686,1,1,1,0,209,0,0,0,0,3,0,0,1,102
349,0,2000000,0,687,0,0,3,0,0,0,210,0,0,0,0,3,0,0,1,146
350,41269,2000000,0,688,0,0,1,0,0,0,211,0,0,0,1,3,0,0,1,102
351,41269,2000000,0,689,0,0,1,0,0,0,212,0,0,0,1,3,0,0,1,102
352,0,2000000,0,690,691,692,1,1,1,0,213,0,0,0,0,3,0,0,1,146
353,41269,2000000,0,693,0,0,1,0,0,0,214,0,0,0,1,3,0,0,1,101
354,0,2000000,0,694,0,0,1,0,0,0,215,0,0,0,0,3,0,0,1,101
355,0,2000000,0,695,0,0,3,0,0,0,216,0,0,0,0,3,0,0,1,146
356,0,2000000,0,696,0,0,3,0,0,0,217,0,0,0,0,3,0,0,1,146
357,41269,2000000,0,697,0,0,2,0,0,0,218,0,0,0,2,3,0,0,1,145
358,41269,2000000,0,698,0,0,2,0,0,0,219,0,0,0,2,3,0,0,1,145
359,41269,2000000,0,699,0,0,2,0,0,0,220,0,0,0,2,3,0,0,1,145
360,41269,2000000,0,700,0,0,1,0,0,0,221,0,0,0,3,3,0,0,1,102
361,41269,2000000,0,701,0,0,1,0,0,0,222,0,0,0,2,3,0,0,1,102
362,0,2000000,0,702,0,0,3,0,0,0,223,0,0,0,0,3,0,0,1,146
363,0,2000000,0,703,0,0,3,0,0,0,224,0,0,0,0,3,0,0,1,146
364,0,2000000,0,483,0,0,3,0,0,0,225,0,0,0,0,3,0,0,1,146
365,41269,2000000,0,706,0,0,1,0,0,0,226,0,0,0,1,3,0,0,1,102
366,41269,2000000,0,708,0,0,1,0,0,0,227,0,0,0,1,3,0,0,1,102
367,41269,2000000,0,704,0,0,1,0,0,0,228,0,0,0,1,3,0,0,1,149
368,0,2000000,0,482,0,0,3,0,0,0,229,0,0,0,0,3,0,0,1,99
369,0,2000000,0,709,0,0,3,0,0,0,230,0,0,0,0,3,0,0,1,99
370,0,2000000,0,710,0,0,3,0,0,0,231,0,0,0,0,3,0,0,1,99
371,0,2000000,0,711,0,0,3,0,0,0,232,0,0,0,0,3,0,0,1,99
372,0,2000000,0,712,0,0,3,0,0,0,233,0,0,0,0,3,0,0,1,99
373,0,2000000,0,713,0,0,3,0,0,0,234,0,0,0,0,3,0,0,1,99
374,0,2000000,0,482,0,0,3,0,0,0,235,0,0,0,0,3,0,0,1,99
375,0,2000000,0,714,0,0,3,0,0,0,236,0,0,0,0,3,0,0,1,99
376,0,2000000,0,715,0,0,3,0,0,0,237,0,0,0,0,3,0,0,1,100
377,0,2000000,0,716,0,0,1,0,0,0,238,0,0,0,0,3,0,0,1,147
378,0,2000000,0,717,0,0,2,0,0,0,239,0,0,0,0,3,0,0,1,147
379,0,2000000,0,718,0,0,1,0,0,0,240,0,0,0,0,3,0,0,1,147
380,0,2000000,0,719,0,0,1,0,0,0,241,0,0,0,0,3,0,0,1,147
381,0,2000000,0,724,0,0,3,0,0,0,242,0,0,0,0,3,0,0,1,99
382,41269,2000000,0,482,0,0,3,0,0,0,243,0,0,0,3,3,0,0,1,99
383,0,2000000,0,725,0,0,2,0,0,0,244,0,0,0,0,3,0,0,1,100
384,0,2000000,0,726,0,0,3,0,0,0,245,0,0,0,0,3,0,0,1,100
385,41269,2000000,0,727,0,0,3,0,0,0,246,0,0,0,3,3,0,0,1,99
386,41269,2000000,0,728,0,0,3,0,0,0,247,0,0,0,3,3,0,0,1,100
387,0,2000000,0,729,0,0,1,0,0,0,248,0,0,0,0,3,0,0,1,99
388,41269,2000000,0,730,0,0,1,0,0,0,249,0,0,0,1,3,0,0,1,99
389,41269,2000000,0,482,0,0,3,0,0,0,250,0,0,0,3,3,0,0,1,145
390,0,2000000,0,731,0,0,3,0,0,0,251,0,0,0,0,3,0,0,1,146
391,0,2000000,0,732,0,0,1,0,0,0,252,0,0,0,0,3,0,0,1,100
392,41269,2000000,0,733,0,0,1,0,0,0,253,0,0,0,1,3,0,0,1,102
393,0,2000000,0,734,735,736,1,1,1,0,254,0,0,0,0,3,0,0,1,102
394,0,2000000,0,737,0,0,3,0,0,0,255,0,0,0,0,3,0,0,1,146
395,41269,2000000,0,738,0,0,1,0,0,0,256,0,0,0,1,3,0,0,1,102
396,41269,2000000,0,739,0,0,1,0,0,0,257,0,0,0,1,3,0,0,1,102
397,0,2000000,0,740,741,742,1,1,1,0,258,0,0,0,0,3,0,0,1,146
398,41269,2000000,0,743,0,0,1,0,0,0,259,0,0,0,1,3,0,0,1,101
399,0,2000000,0,744,0,0,1,0,0,0,260,0,0,0,0,3,0,0,1,101
400,0,2000000,0,745,0,0,3,0,0,0,261,0,0,0,0,3,0,0,1,146
401,0,2000000,0,746,0,0,3,0,0,0,262,0,0,0,0,3,0,0,1,146
402,41269,2000000,0,747,0,0,2,0,0,0,263,0,0,0,2,3,0,0,1,145
403,41269,2000000,0,748,0,0,2,0,0,0,264,0,0,0,2,3,0,0,1,145
404,41269,2000000,0,749,0,0,2,0,0,0,265,0,0,0,2,3,0,0,1,145
405,41269,2000000,0,750,0,0,1,0,0,0,266,0,0,0,3,3,0,0,1,102
406,41269,2000000,0,751,0,0,1,0,0,0,267,0,0,0,2,3,0,0,1,102
407,0,2000000,0,752,0,0,3,0,0,0,268,0,0,0,0,3,0,0,1,146
408,0,2000000,0,753,0,0,3,0,0,0,269,0,0,0,0,3,0,0,1,146
409,0,2000000,0,483,0,0,3,0,0,0,270,0,0,0,0,3,0,0,1,146
410,41269,2000000,0,756,0,0,1,0,0,0,271,0,0,0,1,3,0,0,1,102
411,41269,2000000,0,758,0,0,1,0,0,0,272,0,0,0,1,3,0,0,1,102
412,41269,2000000,0,754,0,0,1,0,0,0,273,0,0,0,1,3,0,0,1,149
413,0,2000000,0,490,0,0,3,0,0,0,274,0,0,0,0,3,0,0,1,99
414,0,2000000,0,491,0,0,3,0,0,0,275,0,0,0,0,3,0,0,1,99
415,0,2000000,0,759,0,0,3,0,0,0,276,0,0,0,0,3,0,0,1,99
416,0,2000000,0,760,0,0,3,0,0,0,277,0,0,0,0,3,0,0,1,99
417,0,2000000,0,761,0,0,3,0,0,0,278,0,0,0,0,3,0,0,1,99
418,0,2000000,0,492,0,0,3,0,0,0,279,0,0,0,0,3,0,0,1,99
419,0,2000000,0,490,0,0,3,0,0,0,280,0,0,0,0,3,0,0,1,99
420,0,2000000,0,762,0,0,3,0,0,0,281,0,0,0,0,3,0,0,1,99
421,0,2000000,0,763,0,0,3,0,0,0,282,0,0,0,0,3,0,0,1,100
422,0,2000000,0,764,0,0,1,0,0,0,283,0,0,0,0,3,0,0,1,147
423,0,2000000,0,765,0,0,2,0,0,0,284,0,0,0,0,3,0,0,1,147
424,0,2000000,0,766,0,0,1,0,0,0,285,0,0,0,0,3,0,0,1,147
425,0,2000000,0,767,0,0,1,0,0,0,286,0,0,0,0,3,0,0,1,147
426,0,2000000,0,772,0,0,3,0,0,0,287,0,0,0,0,3,0,0,1,99
427,41269,2000000,0,490,0,0,3,0,0,0,288,0,0,0,3,3,0,0,1,99
428,0,2000000,0,773,0,0,2,0,0,0,289,0,0,0,0,3,0,0,1,100
429,0,2000000,0,774,0,0,3,0,0,0,290,0,0,0,0,3,0,0,1,100
430,41269,2000000,0,775,0,0,3,0,0,0,291,0,0,0,3,3,0,0,1,99
431,41269,2000000,0,776,0,0,3,0,0,0,292,0,0,0,3,3,0,0,1,100
432,0,2000000,0,777,0,0,1,0,0,0,293,0,0,0,0,3,0,0,1,99
433,41269,2000000,0,778,0,0,1,0,0,0,294,0,0,0,1,3,0,0,1,99
434,41269,2000000,0,490,0,0,3,0,0,0,295,0,0,0,3,3,0,0,1,145
435,0,2000000,0,781,0,0,3,0,0,0,296,0,0,0,0,3,0,0,1,146
436,0,2000000,0,782,0,0,1,0,0,0,297,0,0,0,0,3,0,0,1,100
437,41269,2000000,0,783,0,0,1,0,0,0,298,0,0,0,1,3,0,0,1,102
438,0,2000000,0,784,785,786,1,1,1,0,299,0,0,0,0,3,0,0,1,102
439,0,2000000,0,787,0,0,3,0,0,0,300,0,0,0,0,3,0,0,1,146
440,41269,2000000,0,788,0,0,1,0,0,0,301,0,0,0,1,3,0,0,1,102
441,41269,2000000,0,789,0,0,1,0,0,0,302,0,0,0,1,3,0,0,1,102
442,0,2000000,0,790,791,792,1,1,1,0,303,0,0,0,0,3,0,0,1,146
443,41269,2000000,0,793,0,0,1,0,0,0,304,0,0,0,1,3,0,0,1,101
444,0,2000000,0,794,0,0,1,0,0,0,305,0,0,0,0,3,0,0,1,101
445,0,2000000,0,795,0,0,3,0,0,0,306,0,0,0,0,3,0,0,1,146
446,0,2000000,0,796,0,0,3,0,0,0,307,0,0,0,0,3,0,0,1,146
447,41269,2000000,0,797,0,0,2,0,0,0,308,0,0,0,2,3,0,0,1,145
448,41269,2000000,0,798,0,0,2,0,0,0,309,0,0,0,2,3,0,0,1,145
449,41269,2000000,0,799,0,0,2,0,0,0,310,0,0,0,2,3,0,0,1,145
450,41269,2000000,0,493,0,0,1,0,0,0,311,0,0,0,3,3,0,0,1,102
451,41269,2000000,0,494,0,0,1,0,0,0,312,0,0,0,2,3,0,0,1,102
452,0,2000000,0,800,0,0,3,0,0,0,313,0,0,0,0,3,0,0,1,146
453,0,2000000,0,801,0,0,3,0,0,0,314,0,0,0,0,3,0,0,1,146
454,0,2000000,0,802,0,0,3,0,0,0,315,0,0,0,0,3,0,0,1,146
455,41269,2000000,0,805,0,0,1,0,0,0,316,0,0,0,1,3,0,0,1,102
456,41269,2000000,0,807,0,0,1,0,0,0,317,0,0,0,1,3,0,0,1,102
457,41269,2000000,0,803,0,0,1,0,0,0,318,0,0,0,1,3,0,0,1,149
458,0,2000000,0,495,0,0,3,0,0,0,319,0,0,0,0,3,0,0,1,99
459,0,2000000,0,491,0,0,3,0,0,0,320,0,0,0,0,3,0,0,1,99
460,0,2000000,0,808,0,0,3,0,0,0,321,0,0,0,0,3,0,0,1,99
461,0,2000000,0,809,0,0,3,0,0,0,322,0,0,0,0,3,0,0,1,99
462,0,2000000,0,810,0,0,3,0,0,0,323,0,0,0,0,3,0,0,1,99
463,0,2000000,0,492,0,0,3,0,0,0,324,0,0,0,0,3,0,0,1,99
464,0,2000000,0,495,0,0,3,0,0,0,325,0,0,0,0,3,0,0,1,99
465,0,2000000,0,811,0,0,3,0,0,0,326,0,0,0,0,3,0,0,1,99
466,0,2000000,0,812,0,0,3,0,0,0,327,0,0,0,0,3,0,0,1,100
467,0,2000000,0,813,0,0,1,0,0,0,328,0,0,0,0,3,0,0,1,147
468,0,2000000,0,814,0,0,2,0,0,0,329,0,0,0,0,3,0,0,1,147
469,0,2000000,0,815,0,0,1,0,0,0,330,0,0,0,0,3,0,0,1,147
470,0,2000000,0,816,0,0,1,0,0,0,331,0,0,0,0,3,0,0,1,147
471,0,2000000,0,821,0,0,3,0,0,0,332,0,0,0,0,3,0,0,1,99
472,41269,2000000,0,495,0,0,3,0,0,0,333,0,0,0,3,3,0,0,1,99
473,0,2000000,0,822,0,0,2,0,0,0,334,0,0,0,0,3,0,0,1,100
474,0,2000000,0,823,0,0,3,0,0,0,335,0,0,0,0,3,0,0,1,100
475,41269,2000000,0,824,0,0,3,0,0,0,336,0,0,0,3,3,0,0,1,99
476,41269,2000000,0,825,0,0,3,0,0,0,337,0,0,0,3,3,0,0,1,100
477,0,2000000,0,826,0,0,1,0,0,0,338,0,0,0,0,3,0,0,1,99
478,41269,2000000,0,827,0,0,1,0,0,0,339,0,0,0,1,3,0,0,1,99
479,41269,2000000,0,495,0,0,3,0,0,0,340,0,0,0,3,3,0,0,1,145
480,0,2000000,0,830,0,0,3,0,0,0,341,0,0,0,0,3,0,0,1,146
481,0,2000000,0,831,0,0,1,0,0,0,342,0,0,0,0,3,0,0,1,100
482,41269,2000000,0,832,0,0,1,0,0,0,343,0,0,0,1,3,0,0,1,102
483,0,2000000,0,833,834,835,1,1,1,0,344,0,0,0,0,3,0,0,1,102
484,0,2000000,0,836,0,0,3,0,0,0,345,0,0,0,0,3,0,0,1,146
485,41269,2000000,0,837,0,0,1,0,0,0,346,0,0,0,1,3,0,0,1,102
486,41269,2000000,0,838,0,0,1,0,0,0,347,0,0,0,1,3,0,0,1,102
487,0,2000000,0,839,840,841,1,1,1,0,348,0,0,0,0,3,0,0,1,146
488,41269,2000000,0,842,0,0,1,0,0,0,349,0,0,0,1,3,0,0,1,101
489,0,2000000,0,843,0,0,1,0,0,0,350,0,0,0,0,3,0,0,1,101
490,0,2000000,0,844,0,0,3,0,0,0,351,0,0,0,0,3,0,0,1,146
491,0,2000000,0,845,0,0,3,0,0,0,352,0,0,0,0,3,0,0,1,146
492,41269,2000000,0,846,0,0,2,0,0,0,353,0,0,0,2,3,0,0,1,145
493,41269,2000000,0,847,0,0,2,0,0,0,354,0,0,0,2,3,0,0,1,145
494,41269,2000000,0,848,0,0,2,0,0,0,355,0,0,0,2,3,0,0,1,145
495,41269,2000000,0,493,0,0,1,0,0,0,356,0,0,0,3,3,0,0,1,102
496,41269,2000000,0,494,0,0,1,0,0,0,357,0,0,0,2,3,0,0,1,102
497,0,2000000,0,849,0,0,3,0,0,0,358,0,0,0,0,3,0,0,1,146
498,0,2000000,0,850,0,0,3,0,0,0,359,0,0,0,0,3,0,0,1,146
499,0,2000000,0,851,0,0,3,0,0,0,360,0,0,0,0,3,0,0,1,146
500,41269,2000000,0,854,0,0,1,0,0,0,361,0,0,0,1,3,0,0,1,102
501,41269,2000000,0,856,0,0,1,0,0,0,362,0,0,0,1,3,0,0,1,102
502,41269,2000000,0,852,0,0,1,0,0,0,363,0,0,0,1,3,0,0,1,149
503,0,2000000,900,0,0,0,0,0,0,0,406,81,0,4,0,4,0,0,1,123
504,0,2000000,900,0,0,0,0,0,0,0,407,82,0,3,0,4,0,0,1,124
505,0,2000000,900,0,0,0,0,0,0,0,408,83,0,7,0,4,0,0,1,125
506,0,2000000,900,0,0,0,0,0,0,0,409,84,0,2,0,4,0,0,1,126
507,0,2000000,900,0,0,0,0,0,0,0,410,85,0,6,0,4,0,0,1,127
508,0,2000000,900,0,0,0,0,0,0,0,411,86,0,9,0,4,0,0,1,128
509,0,2000000,900,0,0,0,0,0,0,0,420,100,0,13,0,4,0,0,1,129
510,0,2000000,900,0,0,0,0,0,0,0,421,101,0,20,0,4,0,0,1,130
511,0,2000000,900,0,0,0,0,0,0,0,422,102,0,15,0,4,0,0,1,131
512,0,2000000,900,0,0,0,0,0,0,0,423,103,0,17,0,4,0,0,1,132
513,0,2000000,900,0,0,0,0,0,0,0,424,104,0,18,0,4,0,0,1,133
514,0,2000000,900,0,0,0,0,0,0,0,425,105,0,15,0,4,0,0,1,134
515,0,2000000,900,0,0,0,0,0,0,0,478,0,49,26,0,4,0,0,1,135
516,0,2000000,900,0,0,0,0,0,0,0,479,0,50,25,0,4,0,0,1,136
517,0,2000000,900,0,0,0,0,0,0,0,480,0,51,28,0,4,0,0,1,137
518,0,2000000,900,0,0,0,0,0,0,0,481,0,52,27,0,4,0,0,1,138
519,0,2000000,900,0,0,0,0,0,0,0,438,0,0,38,0,4,0,0,1,140
520,0,2014616,0,0,0,0,0,0,0,0,0,0,0,38,0,5,0,0,10,144
521,0,2000000,900,0,0,0,0,0,0,0,439,0,0,46,0,4,0,0,1,140
522,0,2014616,0,0,0,0,0,0,0,0,0,0,0,46,0,5,0,0,10,144
523,0,2000000,900,0,0,0,0,0,0,0,440,0,0,49,0,4,0,0,1,140
524,0,2014618,0,0,0,0,0,0,0,0,0,0,0,49,0,5,0,0,10,144
525,0,2000000,900,0,0,0,0,0,0,0,443,0,0,42,0,4,0,0,1,140
526,0,2014616,0,0,0,0,0,0,0,0,0,0,0,42,0,5,0,0,10,144
527,0,2000000,900,0,0,0,0,0,0,0,444,0,0,48,0,4,0,0,1,140
528,0,2014616,0,0,0,0,0,0,0,0,0,0,0,48,0,5,0,0,10,144
529,0,2000000,900,0,0,0,0,0,0,0,447,0,0,44,0,4,0,0,1,140
530,0,2014616,0,0,0,0,0,0,0,0,0,0,0,44,0,5,0,0,10,144
531,0,2000000,900,0,0,0,0,0,0,0,448,0,0,40,0,4,0,0,1,140
532,0,2014616,0,0,0,0,0,0,0,0,0,0,0,40,0,5,0,0,10,144
533,0,2000000,900,0,0,0,0,0,0,0,450,0,0,43,0,4,0,0,1,140
534,0,2014618,0,0,0,0,0,0,0,0,0,0,0,43,0,5,0,0,10,144
535,0,2000000,900,0,0,0,0,0,0,0,452,0,0,44,0,4,0,0,1,140
536,0,2014616,0,0,0,0,0,0,0,0,0,0,0,44,0,5,0,0,10,144
537,0,2000000,900,0,0,0,0,0,0,0,453,0,0,38,0,4,0,0,1,140
538,0,2014616,0,0,0,0,0,0,0,0,0,0,0,38,0,5,0,0,10,144
539,0,2000000,900,0,0,0,0,0,0,0,454,0,0,43,0,4,0,0,1,140
540,0,2014618,0,0,0,0,0,0,0,0,0,0,0,43,0,5,0,0,10,144
541,0,2000000,900,0,0,0,0,0,0,0,456,0,0,40,0,4,0,0,1,140
542,0,2014616,0,0,0,0,0,0,0,0,0,0,0,40,0,5,0,0,10,144
543,0,2000000,900,0,0,0,0,0,0,0,458,0,0,42,0,4,0,0,1,140
544,0,2014616,0,0,0,0,0,0,0,0,0,0,0,42,0,5,0,0,10,144
545,0,2000000,900,0,0,0,0,0,0,0,460,0,0,44,0,4,0,0,1,140
546,0,2014616,0,0,0,0,0,0,0,0,0,0,0,44,0,5,0,0,10,144
547,0,2000000,900,0,0,0,0,0,0,0,461,0,0,46,0,4,0,0,1,140
548,0,2014616,0,0,0,0,0,0,0,0,0,0,0,46,0,5,0,0,10,144
549,0,2000000,900,0,0,0,0,0,0,0,463,0,0,49,0,4,0,0,1,140
550,0,2014618,0,0,0,0,0,0,0,0,0,0,0,49,0,5,0,0,10,144
551,0,2000000,900,0,0,0,0,0,0,0,464,0,0,38,0,4,0,0,1,140
552,0,2014616,0,0,0,0,0,0,0,0,0,0,0,38,0,5,0,0,10,144
553,0,2000000,900,0,0,0,0,0,0,0,465,0,0,46,0,4,0,0,1,140
554,0,2014616,0,0,0,0,0,0,0,0,0,0,0,46,0,5,0,0,10,144
555,0,2000000,900,0,0,0,0,0,0,0,468,0,0,40,0,4,0,0,1,140
556,0,2014616,0,0,0,0,0,0,0,0,0,0,0,40,0,5,0,0,10,144
557,0,2000000,900,0,0,0,0,0,0,0,471,0,0,48,0,4,0,0,1,140
558,0,2014616,0,0,0,0,0,0,0,0,0,0,0,48,0,5,0,0,10,144
559,0,2000000,900,0,0,0,0,0,0,0,472,0,0,45,0,4,0,0,1,140
560,0,2014618,0,0,0,0,0,0,0,0,0,0,0,45,0,5,0,0,10,144
561,0,2000000,900,0,0,0,0,0,0,0,473,0,0,39,0,4,0,0,1,140
562,0,2014618,0,0,0,0,0,0,0,0,0,0,0,39,0,5,0,0,10,144
563,0,2000000,900,0,0,0,0,0,0,0,474,0,0,45,0,4,0,0,1,140
564,0,2014618,0,0,0,0,0,0,0,0,0,0,0,45,0,5,0,0,10,144
565,0,2000000,900,0,0,0,0,0,0,0,475,0,0,47,0,4,0,0,1,140
566,0,2014618,0,0,0,0,0,0,0,0,0,0,0,47,0,5,0,0,10,144
567,0,2000000,0,320,0,0,16,0,0,0,0,107,0,32,0,3,0,0,10,139
568,0,2014618,0,0,0,0,0,0,0,0,0,0,0,39,0,5,0,0,10,144
569,0,2000000,0,321,0,0,16,0,0,0,0,108,0,33,0,3,0,0,10,139
570,0,2014618,0,0,0,0,0,0,0,0,0,0,0,41,0,5,0,0,10,144
571,0,2000000,0,322,0,0,16,0,0,0,0,110,0,34,0,3,0,0,10,139
572,0,2014616,0,0,0,0,0,0,0,0,0,0,0,42,0,5,0,0,10,144
573,0,2000000,0,323,0,0,16,0,0,0,0,112,0,37,0,3,0,0,10,139
574,0,2014618,0,0,0,0,0,0,0,0,0,0,0,49,0,5,0,0,10,144
575,0,2000000,0,324,0,0,16,0,0,0,0,114,0,36,0,3,0,0,10,139
576,0,2014618,0,0,0,0,0,0,0,0,0,0,0,47,0,5,0,0,10,144
577,0,2000000,0,325,0,0,16,0,0,0,0,115,0,35,0,3,0,0,10,139
578,0,2014618,0,0,0,0,0,0,0,0,0,0,0,45,0,5,0,0,10,144
579,0,2000000,0,289,0,0,3,0,0,0,0,0,53,25,0,3,0,0,10,141
580,0,2014618,0,0,0,0,0,0,0,0,0,0,0,39,0,5,0,0,10,144
581,0,2000000,0,291,0,0,3,0,0,0,0,0,54,24,0,3,0,0,10,141
582,0,2014618,0,0,0,0,0,0,0,0,0,0,0,41,0,5,0,0,10,144
583,0,2000000,0,297,0,0,3,0,0,0,0,0,57,23,0,3,0,0,10,141
584,0,2014618,0,0,0,0,0,0,0,0,0,0,0,47,0,5,0,0,10,144
585,0,2000000,0,1111,0,0,25,0,0,0,483,116,0,51,0,3,0,0,1,103
586,0,2000000,0,1111,0,0,24,0,0,0,0,117,0,50,0,3,0,0,8,104
587,0,2000000,0,1111,0,0,28,0,0,0,484,118,0,50,0,3,0,0,1,105
588,0,2000000,0,1111,1112,1113,5,5,15,0,485,119,0,51,0,3,0,0,1,103
589,0,2000000,0,1111,0,0,24,0,0,0,0,120,0,50,0,3,0,0,8,104
590,0,2000000,0,1111,1112,1113,8,8,12,0,486,121,0,50,0,3,0,0,1,105
591,0,2000000,2050,0,0,0,0,0,0,0,0,122,0,50,0,4,0,0,5,108
592,0,2000000,650,0,0,0,0,0,0,0,0,123,0,52,0,4,0,0,3,106
593,0,2000000,0,1114,0,0,24,0,0,0,0,124,0,52,0,3,0,0,8,104
594,0,2000000,0,1114,0,0,28,0,0,0,487,125,0,52,0,3,0,0,1,105
595,41307,2000000,0,1137,0,0,45,0,0,0,0,126,0,52,2,3,0,0,8,110
596,0,2000000,650,0,0,0,0,0,0,0,0,127,0,53,0,4,0,0,3,106
597,0,2000000,1400,0,0,0,0,0,0,0,0,128,0,53,0,4,0,0,4,107
598,0,2000000,100,0,0,0,0,0,0,0,488,129,0,53,0,4,0,0,1,109
599,0,2000000,0,1115,0,0,24,0,0,0,0,130,0,53,0,3,0,0,8,104
600,41307,2000000,700,0,0,0,0,0,0,0,489,131,0,53,2,4,0,0,1,109
601,0,2000000,0,1118,0,0,45,0,0,0,490,132,0,55,0,3,0,0,1,103
602,0,2000000,0,1116,1117,1118,15,15,20,0,491,133,0,54,0,3,0,0,1,105
603,41307,2000000,500,0,0,0,0,0,0,0,492,134,0,54,2,4,0,0,1,109
604,0,2000000,2800,0,0,0,0,0,0,0,0,135,0,54,0,4,0,0,4,107
605,0,2000000,0,1116,1117,1118,15,15,15,0,493,136,0,55,0,3,0,0,1,103
606,0,2000000,0,1122,1123,0,10,15,0,0,494,137,0,57,0,3,0,0,1,103
607,0,2000000,0,1119,1120,0,12,16,0,0,495,138,0,56,0,3,0,0,1,105
608,0,2000000,650,0,0,0,0,0,0,0,0,139,0,56,0,4,0,0,3,106
609,0,2000000,1400,0,0,0,0,0,0,0,0,140,0,56,0,4,0,0,4,107
610,0,2000000,0,1122,1123,1124,15,15,15,0,496,141,0,57,0,3,0,0,1,103
611,0,2000000,0,1119,0,0,48,0,0,0,0,142,0,56,0,3,0,0,8,104
612,0,2000000,0,1119,1120,1121,15,15,20,0,497,143,0,56,0,3,0,0,1,105
613,41307,2000000,0,1138,0,0,25,0,0,0,498,144,0,56,2,3,0,0,1,112
614,0,2000000,0,1122,0,0,45,0,0,0,499,145,0,57,0,3,0,0,1,103
615,0,2000000,0,1125,0,0,24,0,0,0,0,146,0,58,0,3,0,0,8,104
616,0,2000000,2050,0,0,0,0,0,0,0,0,147,0,58,0,4,0,0,5,108
617,0,2000000,100,0,0,0,0,0,0,0,500,148,0,58,0,4,0,0,1,109
618,0,2000000,0,1125,0,0,48,0,0,0,0,149,0,58,0,3,0,0,8,104
