#,SnipeData[0].DataEventNPC,SnipeData[0].Unknown0,SnipeData[0].Unknown1,SnipeData[0].Unknown2,SnipeData[0].Unknown3,SnipeData[0].Unknown4,SnipeData[0].Unknown5,SnipeData[1].DataEventNPC,SnipeData[1].Unknown0,SnipeData[1].Unknown1,SnipeData[1].Unknown2,SnipeData[1].Unknown3,SnipeData[1].Unknown4,SnipeData[1].Unknown5,SnipeData[2].DataEventNPC,SnipeData[2].Unknown0,SnipeData[2].Unknown1,SnipeData[2].Unknown2,SnipeData[2].Unknown3,SnipeData[2].Unknown4,SnipeData[2].Unknown5,SnipeData[3].DataEventNPC,SnipeData[3].Unknown0,SnipeData[3].Unknown1,SnipeData[3].Unknown2,SnipeData[3].Unknown3,SnipeData[3].Unknown4,SnipeData[3].Unknown5,SnipeData[4].DataEventNPC,SnipeData[4].Unknown0,SnipeData[4].Unknown1,SnipeData[4].Unknown2,SnipeData[4].Unknown3,SnipeData[4].Unknown4,SnipeData[4].Unknown5,SnipeData[5].DataEventNPC,SnipeData[5].Unknown0,SnipeData[5].Unknown1,SnipeData[5].Unknown2,SnipeData[5].Unknown3,SnipeData[5].Unknown4,SnipeData[5].Unknown5,SnipeData[6].DataEventNPC,SnipeData[6].Unknown0,SnipeData[6].Unknown1,SnipeData[6].Unknown2,SnipeData[6].Unknown3,SnipeData[6].Unknown4,SnipeData[6].Unknown5,SnipeData[7].DataEventNPC,SnipeData[7].Unknown0,SnipeData[7].Unknown1,SnipeData[7].Unknown2,SnipeData[7].Unknown3,SnipeData[7].Unknown4,SnipeData[7].Unknown5,EventNPC[0],EventNPC[1],EventNPC[2],EventNPC[3],EventNPC[4],EventNPC[5],EventNPC[6],EventNPC[7],Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Objective0,Hint0,Objective1,Hint1,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,ActionText,Unknown19,Unknown20,VFXFire,VFXHit,VFXMiss,VFXAdditional,LGBTargetMarker,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27,Unknown28,Unknown29,Unknown30,Unknown31,Unknown32
39,8225506,77,0,0,20000,0,1,8225509,78,0,0,20000,0,0,8225510,0,0,0,20000,0,0,8225511,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,차이 누즈에게 신호를 보내라!,"탈로스에게 들키지 않을 타이밍을 파악하여
차이 누즈에게 신호를 보내라",실패 조건: 차이 누즈가 탈로스에게 들킴,차이 누즈에게 신호 보내기,,,,,,,,신호 보내기,35,35,ev_snipe_clic0f,,,,8225532,0,0,0,0,9,9,22,6,0,20,False,False
40,8149746,80,0,0,20000,0,1,8149747,80,0,0,20000,0,1,8149748,80,0,0,20000,0,1,8149749,81,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,다가오는 무언가를 내쫓아라!,"지킴이 포크시를 던져서
꽃 모으는 픽시에게 다가오는
무언가를 내쫓아라",실패 조건: 무언가가 꽃 모으는 픽시에게 접근,다가오는 무언가를 내쫓아라,,,,,,,,지킴이 포크시 던지기,35,35,ev_snipe4cf,ev_snipe4_hit0f,ev_snipe4_mis0f,,8149851,0,1300,0,0,7,3,25,25,3,20,False,False
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,False,False
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,False,False
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,False,False
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,False,False
45,8225537,77,0,0,20000,0,1,8225538,78,0,0,20000,0,0,8229226,0,0,0,20000,0,0,8225539,0,0,0,20000,0,0,8225540,0,0,0,20000,0,0,8225541,0,0,0,20000,0,0,8225542,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,차이 누즈에게 신호를 보내라!,"탈로스와 주위의 마물에게
들키지 않을 타이밍을 파악하여
차이 누즈에게 신호를 보내라",실패 조건: 차이 누즈가 탈로스나 주위 마물에게 들킴,차이 누즈에게 신호 보내기,,,,,,,,신호 보내기,35,35,ev_snipe_clic0f,,,,8225545,0,0,0,0,12,5,14,21,0,20,False,False
46,8912052,88,0,0,20000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,8910708,8910709,8910710,9068675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M-017의 이상 반응을 확인하라!,"M-017과 마스터의 관계를 알아내려 한다
알리제의 번개 공격을 받은 M-017이
이상 반응을 보이는지 확인하라",,M-017의 이상 반응 확인하기,,,,,,,,확인하기,35,35,ev_snipe_clic0f,,,,8910706,0,55,0,0,28,45,72,10,0,20,False,False
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,False,False
48,8944035,89,0,0,20000,0,1,8944036,89,0,0,20000,0,1,8944037,89,0,0,20000,0,1,8944038,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,마도 콜로서스를 정지시켜라!,"마도 플라스마 공으로
마도 콜로서스를 맞혀
기능을 정지시켜라",실패 조건: 파견단 불멸대원에게 마도 콜로서스가 접근,마도 콜로서스의 기능을 정지시키기,,,,,,,,,35,35,ev_snipe5ct,ev_snipe5_hit0t,ev_snipe5_mis0t,,8944040,0,1000,0,0,10,16,50,60,2,6,False,True
49,8960454,90,0,0,2400,0,1,8960455,91,0,0,2400,0,0,8964649,91,0,0,2400,0,0,8964650,91,0,0,2400,0,0,8964651,91,0,0,2400,0,0,8964652,91,0,0,2400,0,0,8964653,0,0,0,20000,0,0,8964654,0,0,0,20000,0,0,8964655,8964656,8964657,8964658,8964659,8964660,8964661,8964662,0,0,0,0,0,0,0,0,0,0,0,0,런닝웨이를 잡아라!,"다른 레포릿은 방해하면 안 된다
말 많고 가만히 있지 않는
런닝웨이에게 공을 던져라",실패 조건: 공으로 허둥지둥 레포릿을 맞힘,공으로 런닝웨이 맞히기,,,,,,,,공 던지기,35,35,ev_snipe6ct,ev_snipe6_hit0t,ev_snipe6_mis0t,,8960452,0,1200,0,0,15,2,108,115,1,20,False,False
50,8960473,92,0,0,20000,0,2,8962263,93,0,0,20000,0,3,8962264,94,0,0,20000,0,1,8960495,95,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,거대한 설비를 관찰하라!,"레포릿들이 거대 설비에
관심이 있는 모양이다
특징적인 부분을 관찰하라",,버섯 모양 구조물 관찰,탱크 모양 구조물 관찰,원통 모양 구조물 관찰,,,,,,관찰하기,35,35,ev_snipe_clic0f,,,,8960469,0,4000,0,0,20,15,60,50,0,10,False,False
51,9011147,96,0,0,20000,0,1,9012641,97,0,0,20000,0,0,9012642,98,0,0,20000,0,0,9012644,99,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,포획해야 하는 새를 잠재워라!,"에렌빌을 돕게 되었다
꽤액꽤액 우는 녹색 새를 찾아서
마취침을 쏴라",실패 조건: 다른 새를 맞힘,포획할 새 잠재우기,,,,,,,,마취침 쏘기,35,35,ev_snipe0cf,ev_snipe_hit0f,ev_snipe_mis0f,,9011185,0,2000,0,0,5,20,25,35,1,20,False,False
52,9015404,100,0,0,20000,0,1,9015407,106,0,0,20000,0,0,9015408,107,0,0,20000,0,0,9015410,108,0,0,20000,0,0,9015210,110,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,9015207,9015209,9015412,9015413,9015416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,수상한 오미크론을 찾아라!,"오미크론들은 대기 중이다
명령을 어기고 대기하지 않는
개체가 있는지 확인하라",,수상한 오미크론을 찾아 확인하기,,,,,,,,확인하기,35,35,ev_snipe_clic0f,,,,9015090,0,1400,0,0,10,10,45,45,0,20,False,False
53,9015595,101,0,0,5800,0,1,9015596,102,0,0,4500,0,1,9015598,103,0,0,10000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,지식신 살리아크 상을 관찰하라!,"샬레이안의 역사에 대한
설명을 듣기 위해
살리아크 상의 세부를 관찰하라",,지식신 살리아크 상 관찰하기,,,,,,,,관찰하기,30,20,ev_snipe_clic0f,,,,9015599,0,5500,0,0,30,20,50,40,0,20,False,False
54,9019765,111,0,0,6000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,9016808,9016811,9016812,9016975,9020884,9020885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,레포릿 수를 확인하라!,"'레포릿은 몇 마리?'라는
게임을 하게 되었다
레포릿을 찾아 몇 마리인지 확인하라",,레포릿 수 확인하기,,,,,,,,확인하기,35,35,ev_snipe_clic0f,,,,9016807,30,2000,0,0,10,12,30,30,0,20,False,False
55,9023738,112,50,0,5500,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,평원 저장고를 감시하라!,"평원 저장고에서
현지인으로 보이는 청년이 목격된 듯하다
그 청년을 확인하라",,현지인으로 보이는 청년 확인하기,,,,,,,,확인하기,20,15,ev_snipe_clic0f,,,,9023743,0,4250,0,0,20,5,20,25,0,10,False,False
56,9031109,113,53,0,10000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,흥분한 창조 생물을 바람총으로 진정시켜라!,"나돌아다니는 창조 생물을
수면 주술이 걸린 바람총으로 잠재우려 한다
흥분한 창조 생물에게 바람총을 쏴라",,창조 생물에게 바람총 쏘기,,,,,,,,바람총 쏘기,35,35,ev_snipe0cf,ev_snipe_hit0f,ev_snipe_mis0f,,9031095,0,0,0,0,50,30,80,80,0,20,False,False
57,9221835,114,0,0,20000,0,1,9221836,115,0,0,20000,0,1,9221838,116,0,0,20000,0,1,9260021,117,0,0,20000,0,0,9260022,118,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,힐디브랜드를 관찰하라!,"상태를 파악하기 위해
힐디브랜드를 꼼꼼하게 관찰하라",,힐디브랜드 관찰하기,,,,,,,,관찰하기,0,0,ev_snipe_clic0f,,,,9221834,0,50,0,0,40,20,40,90,0,20,False,False
58,9327642,119,0,0,3500,0,1,9327643,122,0,0,3500,0,0,9327644,123,0,0,3500,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,9327645,9327646,9327647,9327648,9327649,9327655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,미확인 비행 물체를 찾아라!,"비탄의 바다 남쪽에서 목격된
미확인 비행 물체를 찾아라",,미확인 비행 물체 찾기,,,,,,,,관찰하기,35,35,ev_snipe_clic0f,,,,9327640,0,4500,0,0,20,9,30,30,0,20,False,False
59,10155408,124,0,0,6900,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이상한 점이 있는지 조사하라!,"불타는 장벽에서
이상한 점이 있는지 조사하라",,이상한 점 조사하기,,,,,,,,관찰하기,20,15,ev_snipe_clic0f,,,,10155403,0,3700,0,0,5,57,16,31,0,10,False,False
60,10334960,125,0,0,20000,0,1,10334961,126,0,0,20000,0,1,10334962,127,0,0,20000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,10839350,78,2,0,0,0,0,0,0,0,0,0,가마를 관찰하라!,"하누하누족이 축제 때 사용하는
가마를 관찰하여 파손 상태를 조사하라",,가마 조사하기,,,,,,,,관찰하기,0,0,ev_snipe_clic0f,,,,10334932,0,100,0,0,20,25,27,25,0,10,False,False
61,10339679,128,0,0,20000,0,1,10339735,129,0,0,20000,0,1,10339736,130,0,0,20000,0,1,10764673,134,0,0,20000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,10339681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,유약 공방 안을 관찰하라!,"옹기 장인 카아헤가 무엇을 바라는지 추리하기 위해
유약 공방 안을 관찰하라",,유약 공방 관찰하기,,,,,,,,관찰하기,0,0,ev_snipe_clic0f,,,,10339656,0,0,0,0,25,15,70,70,0,10,False,False
62,10386698,131,0,0,4500,0,1,10386701,133,0,0,4500,0,0,10386706,132,0,0,4000,0,0,10676023,132,0,0,3000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,10386699,10386702,10386703,10386704,10386705,10773945,10773949,0,0,0,0,0,0,0,0,0,0,0,0,0,별빛전사단 병사를 찾아라!,"저스티스 R을 쫓아갔다고 하는
별빛전사단 병사를 찾고 확인하라",,별빛전사단 병사를 찾고 확인하기,,,,,,,,확인하기,15,10,ev_snipe_clic0f,,,,10384388,0,9300,0,0,5,15,10,70,0,10,False,False
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,False,False
64,10516781,138,0,0,20000,0,1,10517930,139,0,0,20000,0,1,10516782,140,0,0,20000,0,1,10517929,141,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,쓰러진 병사를 관찰하라,"조라쟈 군대의 세력을 분석하기 위해
쓰러진 병사를 관찰하라",,쓰러진 병사 관찰하기,,,,,,,,관찰하기,0,0,ev_snipe_clic0f,,,,10510499,0,0,0,0,10,30,45,25,0,20,False,False
65,10562666,142,0,0,20000,0,1,10562669,143,0,0,20000,0,1,10562670,144,0,0,20000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,청린수 관련 설비를 관찰하라!,"정기 점검을 돕기 위해
청린수 관련 설비를 관찰하라",,청린수 관련 설비 관찰하기,,,,,,,,관찰하기,0,0,ev_snipe_clic0f,,,,10562671,0,1000,0,0,20,10,38,38,0,20,False,False
66,10805073,145,0,0,20000,0,1,10805074,146,0,0,20000,0,1,10805075,147,0,0,20000,0,1,10805076,148,0,0,20000,0,0,10805077,149,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,쌍두상을 관찰하라!,"마무크에 대해 알기 위해
쌍두상을 자세히 관찰하라",,쌍두상 자세히 관찰하기,,,,,,,,관찰하기,0,0,ev_snipe_clic0f,,,,10805071,0,0,0,0,30,5,45,40,0,10,False,False
67,11654632,150,0,0,3000,0,1,11654634,152,0,0,3000,0,0,11654637,153,0,0,7000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,11654633,11654635,11654638,11654639,11654636,11655591,11655592,0,0,0,0,0,0,0,0,0,0,0,0,0,물에 빠진 사람을 찾아라!,"앞바다에 사람이 빠졌다고 한다
물에 빠진 사람을 찾아라",,물에 빠진 사람 찾기,,,,,,,,확인하기,15,15,ev_snipe_clic0f,,,,11612906,0,5100,0,0,28,12,80,38,0,10,False,False
