#,Name,Question,PopRange,ConditionSuccessEvent,ConditionFailEvent,ConfirmEvent,TerritoryType,WarpCondition,WarpLogic,StartCutscene,EndCutscene,CanSkipCutscene
131335,,'아므 아랭'으로 이동하시겠습니까?,7980014,596476,0,0,815,1,1,0,0,False
131336,,'크리스타리움'으로 이동하시겠습니까?,8015796,595595,0,0,819,1,1,0,0,False
131337,'크리스타리움'으로 이동,'크리스타리움'으로 이동하시겠습니까?,8015796,596533,0,0,819,1,1,0,0,False
131338,,'호박석 산맥 남부'로 이동하시겠습니까?,8050969,596572,0,0,815,1,1,0,0,False
131339,,'타래 마을'로 이동하시겠습니까?,8050970,0,0,0,815,1,1,0,0,False
131340,,'아코라의 탑 하층'으로 이동하시겠습니까?,8050982,0,0,0,818,1,1,0,0,False
131341,,'아코라의 탑 상층'으로 이동하시겠습니까?,8050981,0,0,0,818,1,1,0,0,False
131342,'창천 거리'로 이동,'창천 거리'로 이동하시겠습니까?,8141167,0,0,0,886,45,1,0,0,False
131343,,'구름안개 거리'로 이동하시겠습니까?,8141780,596706,0,0,418,1,1,0,0,False
131344,,'일 메그'로 이동하시겠습니까?,8141925,596692,0,0,816,1,1,0,0,False
131345,,'리예 메그'로 이동하시겠습니까?,8141929,596691,0,0,890,1,1,0,0,False
131346,,'리예 메그'로 이동하시겠습니까?,8141930,596691,0,0,891,1,1,0,0,False
131347,,'리예 메그'로 이동하시겠습니까?,8141931,596691,0,0,892,1,1,0,0,False
131348,,'기계 유적 갱도'에서 나가시겠습니까?,8143255,0,0,0,814,1,1,0,0,False
131349,,'기계 유적 갱도'로 들어가시겠습니까?,8143261,0,0,0,895,1,1,0,0,False
131350,,'복제된 공장 폐허'로 들어가시겠습니까?,8144702,0,0,0,896,1,1,0,0,False
131351,,'복제된 공장 폐허'에서 나가시겠습니까?,8143262,0,0,0,895,1,1,0,0,False
131352,,'제1구획'으로 이동하시겠습니까?,8149903,0,0,0,896,1,1,0,0,False
131353,,'제4구획'으로 이동하시겠습니까?,8149915,0,0,0,896,1,1,0,0,False
131354,,'제2구획'으로 이동하시겠습니까?,8149924,0,0,0,896,1,1,0,0,False
131355,'크리스타리움'으로 이동,'크리스타리움'으로 이동하시겠습니까?,8015796,595630,595631,0,819,44,1,0,0,False
131356,'율모어'로 이동,'율모어'로 이동하시겠습니까?,8154983,595632,0,0,820,44,1,0,0,False
131357,,'제5구획'으로 이동하시겠습니까?,8193602,0,0,0,896,1,1,0,0,False
131358,,'제4구획'으로 이동하시겠습니까?,8193584,0,0,0,896,1,1,0,0,False
131359,,'강고스'로 이동하시겠습니까?,8276340,596734,0,0,915,1,1,0,0,False
131360,,'도마 도읍지'로 이동하시겠습니까?,8276336,596735,0,0,759,1,1,0,0,False
131361,,'소아병동'으로 이동하시겠습니까?,8321517,596820,596819,0,921,46,1,0,0,False
131362,,'소아병동'에서 나가시겠습니까?,8322370,0,0,0,131,1,1,0,0,False
131363,,'콜루시아 섬'으로 이동하시겠습니까?,8341503,0,0,0,814,1,1,0,0,False
131364,,'기라바니아 호반지대'로 이동하시겠습니까?,8367474,596931,0,0,621,1,1,0,0,False
131365,,'턴클리프'로 이동하시겠습니까?,8368019,596932,0,0,919,1,1,0,0,False
131366,,'미명의 방'에서 나가시겠습니까?,8373584,0,0,0,351,1,1,0,0,False
131367,,'미명의 방'으로 들어가시겠습니까?,8373588,0,0,0,351,1,1,0,0,False
131368,,'노에시스의 방'에서 나가시겠습니까?,8373708,0,0,0,814,1,1,0,0,False
131369,,'노에시스의 방'으로 이동하시겠습니까?,8373710,596922,596923,0,918,48,1,0,0,False
131370,,'성견의 방'으로 이동하시겠습니까?,7878732,596924,596925,0,844,47,1,0,0,False
131371,,'아노그의 방'으로 이동하시겠습니까?,8380784,0,0,0,895,1,1,0,0,False
131372,,'기계 유적 갱도'로 돌아가시겠습니까?,8378564,0,0,0,895,1,1,0,0,False
131373,,'인형들의 군사 기지'로 이동하시겠습니까?,8380830,0,0,0,928,1,1,0,0,False
131374,,'콜루시아 섬'으로 이동하시겠습니까?,8380461,0,0,0,814,1,1,0,0,False
131375,,,8141780,0,0,0,418,1,12,0,0,False
131376,,'드베르가르 산맥'으로 이동하시겠습니까?,8406262,0,0,0,928,1,1,0,0,False
131377,,,8375872,0,0,0,927,1,12,0,0,False
131378,,탑에서 나와 '크리스타리움'으로 이동하시겠습니까?,7878066,0,0,0,819,1,1,0,0,False
131379,,'폐가'에서 나가시겠습니까?,8460800,0,0,0,144,1,1,0,0,False
131380,,'벙커'로 이동하시겠습니까?,8461297,0,0,0,928,1,1,0,0,False
131381,,'에일리언 함선'으로 이동하시겠습니까?,8461299,0,0,0,928,1,1,0,0,False
131382,,'폐가'로 이동하시겠습니까?,8461303,597187,597188,0,809,49,1,0,0,False
131383,,'소아병동'으로 이동하시겠습니까?,8509483,597190,0,0,921,1,1,0,0,False
131384,,'소아병동'에서 나가시겠습니까?,8509472,0,0,0,131,1,1,0,0,False
131385,,'서부 다날란'으로 이동하시겠습니까?,8537326,0,0,0,140,1,1,0,0,False
131386,,'성 로엘 광장'으로 이동하시겠습니까?,8547746,597163,0,0,886,1,1,0,0,False
131387,,'강고스'로 이동하시겠습니까?,8568002,0,0,0,915,1,1,0,0,False
131388,,'무의 대지'로 이동하시겠습니까?,7933894,597244,0,0,965,1,1,0,0,False
131389,,'알랄라 닭장'으로 이동하시겠습니까?,8679245,597351,0,0,133,1,1,0,0,False
131390,,'알랄라 닭장'에서 나가시겠습니까?,8678856,597352,0,0,133,1,1,0,0,False
131391,,'턴클리프'로 이동하시겠습니까?,8657746,597362,0,0,919,1,1,0,0,False
131392,'레무레스 사무실'로 들어가기,'레무레스 사무실'로 들어가시겠습니까?,8776840,597661,0,0,971,50,1,0,0,False
131393,,'레무레스 사무실'에서 나가시겠습니까?,8777004,0,0,0,131,1,1,0,0,False
131394,,'작전 계획실'에서 나가시겠습니까?,8879627,0,0,0,418,1,1,0,0,False
131395,'지고천 거리'로 이동,,8901544,0,0,0,979,51,1,0,0,False
131396,,,8901555,597510,597511,0,418,53,1,0,0,False
131397,,,8934201,597509,0,0,979,1,1,0,0,False
131398,,,8941481,597512,597513,0,886,52,1,0,0,False
131399,'쿠가네'로 이동,"'쿠가네'로 이동하시겠습니까?
이용 요금: 300길",7082407,0,0,597643,628,56,1,0,0,False
131400,'라자한'으로 이동,"'라자한'으로 이동하시겠습니까?
이용 요금: 300길",8904508,0,0,597642,963,56,1,0,0,False
131401,'휴게실'로 이동,,8918004,0,0,0,990,1,13,0,0,False
131402,,나가시겠습니까?,8917996,0,0,0,962,1,1,0,0,False
131403,,'대회의실'로 들어가시겠습니까?,8929915,0,0,0,987,1,1,0,0,False
131404,,'대회의실'에서 나가시겠습니까?,8929839,0,0,0,962,1,1,0,0,False
131405,,"'림사 로민사'로 이동하시겠습니까?
이용 요금: 300길",6873901,598556,0,597723,129,58,1,0,0,False
131406,,"'올드 샬레이안'으로 이동하시겠습니까?
이용 요금: 300길",9019549,0,0,597722,962,58,1,0,0,False
131407,,'라비린토스'로 이동하시겠습니까?,8954010,598557,0,0,956,1,1,0,0,False
131408,,'올드 샬레이안'으로 이동하시겠습니까?,8954012,598558,0,0,962,1,1,0,0,False
131409,,'라자한'으로 이동하시겠습니까?,8953665,598559,0,0,963,1,1,0,0,False
131410,,'사베네어 섬'으로 이동하시겠습니까?,8953667,598560,0,0,957,1,1,0,0,False
131411,,'사잇둘레'로 이동하시겠습니까?,8953996,598561,598555,0,956,59,1,0,0,False
131412,,'바깥둘레'로 이동하시겠습니까?,8953982,598562,0,0,956,1,1,0,0,False
131413,,'속둘레'로 이동하시겠습니까?,8954001,598563,0,0,956,1,1,0,0,False
131414,,'사잇둘레'로 이동하시겠습니까?,8954000,598564,0,0,956,1,1,0,0,False
131415,,'아포리아 본부: 하층'으로 이동하시겠습니까?,8954006,598565,0,0,956,1,1,0,0,False
131416,,'아포리아 본부'로 이동하시겠습니까?,8954005,598566,0,0,956,1,1,0,0,False
131417,,'울티마 툴레'로 이동하시겠습니까?,8953942,598567,0,0,960,1,1,0,0,False
131418,,'라비린토스'로 이동하시겠습니까?,8953972,0,0,0,956,1,1,0,0,False
131419,,'알라미고인 거주구'로 이동하시겠습니까?,8953920,598568,0,0,621,1,1,0,0,False
131420,,'갈레말드'로 이동하시겠습니까?,8953889,598569,0,0,958,1,1,0,0,False
131421,,'판데모니움'으로 이동하시겠습니까?,8953635,0,0,0,1025,1,14,0,0,False
131422,,'엘피스'로 이동하시겠습니까?,8953634,0,0,0,961,1,14,0,0,False
131423,,'눈빛이 예리한 별빛전사' 곁으로 이동하시겠습니까?,8953933,0,597693,0,957,57,1,0,0,False
131424,,'중층'으로 이동하시겠습니까?,8953619,0,0,0,961,1,1,0,0,False
131425,,'출입구'로 이동하시겠습니까?,8953618,0,0,0,961,1,1,0,0,False
131426,,'상층'으로 이동하시겠습니까?,8953627,0,0,0,961,1,1,0,0,False
131427,,'중층'으로 이동하시겠습니까?,8953626,0,0,0,961,1,1,0,0,False
131428,,'어머니 크리스탈'에서 나가시겠습니까?,8995256,0,0,0,956,1,1,0,0,False
131429,'울다하'로 이동,"'울다하'로 이동하시겠습니까?
이용 요금: 300길",4103339,0,0,597643,130,54,1,0,0,False
131430,'라자한'으로 이동,"'라자한'으로 이동하시겠습니까?
이용 요금: 300길",8904508,0,0,590453,963,54,1,0,0,False
131431,'그리다니아'로 이동,"'그리다니아'로 이동하시겠습니까?
이용 요금: 300길",4103382,0,0,597643,132,54,1,0,0,False
131432,'라자한'으로 이동,"'라자한'으로 이동하시겠습니까?
이용 요금: 300길",8904508,0,0,590454,963,54,1,0,0,False
131433,'림사 로민사'로 이동,"'림사 로민사'로 이동하시겠습니까?
이용 요금: 300길",4103399,0,0,597643,128,54,1,0,0,False
131434,'라자한'으로 이동,"'라자한'으로 이동하시겠습니까?
이용 요금: 300길",8904508,0,0,590455,963,54,1,0,0,False
131435,'이슈가르드'로 이동,"'이슈가르드'로 이동하시겠습니까?
이용 요금: 500길",5835975,0,0,597643,419,55,1,0,0,False
131436,'라자한'으로 이동,"'라자한'으로 이동하시겠습니까?
이용 요금: 500길",8904508,0,0,592480,963,55,1,0,0,False
131437,,'오스트라콘 데카엑시'로 이동하시겠습니까?,8995906,0,0,0,960,1,15,0,0,False
131438,,'오스트라콘 트리아'로 이동하시겠습니까?,8995909,0,0,0,960,1,15,0,0,False
131439,,'버려진 포털'로 이동하시겠습니까?,8995910,0,0,0,960,1,15,0,0,False
131440,,'쇠퇴한 포털'로 이동하시겠습니까?,8995912,0,0,0,960,1,15,0,0,False
131441,,'잊힌 포털'로 이동하시겠습니까?,8995914,0,0,0,960,1,15,0,0,False
131442,,'오미크론 기지'로 이동하시겠습니까?,8995915,0,0,0,960,1,15,0,0,False
131443,,'공중정원'으로 이동하시겠습니까?,7151251,597655,0,0,740,1,1,0,0,False
131444,,'최후의 종언'에서 나가시겠습니까?,8996315,0,0,0,960,1,1,0,0,False
131445,,'하늘의 끝'에서 나가시겠습니까?,8996315,0,0,0,960,1,1,0,0,False
131446,,'폐가'에서 나가시겠습니까?,9011003,0,0,0,133,1,1,0,0,False
131447,,'폐가'로 들어가시겠습니까?,9010999,597658,597659,0,809,1,1,0,0,False
131448,,'사베네어 섬'으로 이동하시겠습니까?,9019548,598570,0,0,957,1,1,0,0,False
131449,,'바브일 탑 신의 문'에서 나가시겠습니까?,9021011,0,0,0,958,1,1,0,0,False
131450,'바브일 탑 신의 문'으로 이동,'바브일 탑 신의 문'으로 이동하시겠습니까?,9021094,598571,0,0,1024,1,1,0,0,False
131451,,'바브일 탑 신의 문'으로 이동하시겠습니까?,9021101,0,0,0,1024,1,1,0,0,False
131452,,'성견의 방'으로 이동하시겠습니까?,9021139,0,0,0,844,1,1,0,0,False
131453,'엘피스'로 이동,'엘피스'로 이동하시겠습니까?,9021254,0,0,0,961,1,1,0,0,False
131454,,'나우스: 노토스'로 이동하시겠습니까?,9021258,0,0,0,961,1,14,0,0,False
131455,,'나우스: 제피로스 남부'로 이동하시겠습니까?,9021260,0,0,0,961,1,14,0,0,False
131456,,'나우스: 제피로스 북부'로 이동하시겠습니까?,9021262,0,0,0,961,1,14,0,0,False
131457,,'나우스: 보레아스 남부'로 이동하시겠습니까?,9021264,0,0,0,961,1,14,0,0,False
131458,,'나우스: 보레아스 동부'로 이동하시겠습니까?,9021268,0,0,0,961,1,14,0,0,False
131459,,'나우스: 에우로스'로 이동하시겠습니까?,9021274,0,0,0,961,1,14,0,0,False
131460,,'상층'으로 이동하시겠습니까?,9020547,0,0,0,959,1,1,0,0,False
131461,,'하층'으로 이동하시겠습니까?,9020548,0,0,0,959,1,1,0,0,False
131462,,'비탄의 바다'로 이동하시겠습니까?,9021116,0,0,0,959,1,1,0,0,False
131463,,'엔켈라도스 마도 공장: 화물역'에서 나가시겠습니까?,9021011,0,0,0,958,1,1,0,0,False
131464,,'달 밑바닥'에서 나가시겠습니까?,9033592,0,0,0,959,1,1,0,0,False
131465,'엔켈라도스 마도 공장: 화물역'으로 이동,'엔켈라도스 마도 공장: 화물역'으로 이동하시겠습니까?,9024233,598572,0,0,958,1,1,0,0,False
131466,,'울티마 툴레'로 이동하시겠습니까?,8953942,598573,0,0,960,1,1,0,0,False
131467,,'성견의 방'으로 이동하시겠습니까?,9021139,0,0,0,844,1,1,0,0,False
131468,,'후방 출입구'에서 나가시겠습니까?,9164270,0,0,0,147,1,1,0,0,False
131469,,'후방 출입구 잔해'에서 나가시겠습니까?,9164270,0,0,0,147,1,1,0,0,False
131470,눈을 감고 중간 지점까지 공략,중간 지점으로 이동하시겠습니까?,9174015,598925,0,0,137,60,1,0,0,False
131471,눈을 감고 종착 지점까지 공략,종착 지점으로 이동하시겠습니까?,9192223,598926,0,0,137,60,1,0,0,False
131472,,'옴팔로스'로 이동하시겠습니까?,9263980,0,0,0,1061,1,1,0,0,False
131473,,'모르도나'로 이동하시겠습니까?,9263987,0,0,0,156,1,1,0,0,False
131474,,'사베네어 섬'으로 이동하시겠습니까?,9270776,0,0,0,957,1,1,0,0,False
131475,,'누메논 대서원 금서고'에서 나가시겠습니까?,9270762,0,0,0,962,1,1,0,0,False
131476,,'아이티온 별현미경'으로 이동하시겠습니까?,9318295,0,0,0,1079,1,1,0,0,False
131477,,'타우마제인'으로 이동하시겠습니까?,9318062,0,0,0,956,1,1,0,0,False
131478,,'생명신비 연구동'으로 이동하시겠습니까?,9337844,0,0,0,1093,1,1,0,0,False
131479,,'판데모니움 정문'으로 이동하시겠습니까?,9321320,0,0,0,1025,1,1,0,0,False
131480,,'엘리시온'으로 이동하시겠습니까?,9326861,0,0,0,1073,1,1,0,0,False
131481,,'엘리시온'으로 이동하시겠습니까?,9401245,0,0,0,1074,1,15,0,0,False
131482,'리서치 A4'로 이동,'리서치 A4'로 이동하시겠습니까?,9326102,0,0,0,960,1,1,0,0,False
131483,,'리서치 A4'로 이동하시겠습니까?,9325849,0,0,0,960,1,15,0,0,False
131484,,'오미크론 기지'로 이동하시겠습니까?,9325848,0,0,0,960,1,15,0,0,False
131485,'카페 '라스트 렘넌트''로 이동,카페 '라스트 렘넌트'로 이동하시겠습니까?,9325846,0,0,0,960,1,1,0,0,False
131486,'리서치 A4'로 이동,'리서치 A4'로 이동하시겠습니까?,9325847,0,0,0,960,1,1,0,0,False
131487,,,0,0,0,0,0,0,0,0,0,False
131488,,'트로이아 성'으로 이동하시겠습니까?,9387120,0,0,0,1089,1,1,0,0,False
131489,,'봉인된 보물의 방'으로 이동하시겠습니까?,9387141,0,0,0,1056,1,1,0,0,False
131490,,'트로이아 성'으로 이동하시겠습니까?,9387105,0,0,0,1089,1,1,0,0,False
131491,,'제4감옥'으로 이동하시겠습니까?,9387114,0,0,0,1089,1,1,0,0,False
131492,,'물읽기 정원'으로 이동하시겠습니까?,9387076,0,0,0,1089,1,1,0,0,False
131493,,'트로이아 성'으로 이동하시겠습니까?,9387103,0,0,0,1089,1,1,0,0,False
131494,,'제로의 영역'으로 이동하시겠습니까?,9387187,0,0,0,1077,1,1,0,0,False
131495,,'물읽기 정원'으로 이동하시겠습니까?,9387083,0,0,0,1089,1,1,0,0,False
131496,,'메가두타 궁전 객실'에서 나가시겠습니까?,9387215,0,0,0,963,1,1,0,0,False
131497,,,9330752,0,0,0,1055,1,12,0,0,False
131498,,'물읽기 정원'으로 이동하시겠습니까?,9391419,599042,0,0,1089,1,1,0,0,False
131499,,'제4감옥'으로 이동하시겠습니까?,9387120,599047,0,0,1089,1,1,0,0,False
131500,,'그리다니아'로 이동하시겠습니까?,9383313,0,0,0,133,1,1,0,0,False
131501,,'마인의 은신처'로 이동하시겠습니까?,9387123,599008,599007,0,1094,62,1,0,0,False
131502,,'그리다니아'로 이동하시겠습니까?,9383310,0,0,0,133,1,1,0,0,False
131503,,'폐가'로 들어가시겠습니까?,7672498,599010,599009,0,809,1,1,0,0,False
131504,,'마인의 은신처'로 이동하시겠습니까?,9387123,599008,599025,0,1094,1,1,0,0,False
131505,,'봉인된 보물의 방'으로 이동하시겠습니까?,9404119,599060,0,0,1056,1,1,0,0,False
131506,,'바르바리차의 영역'에서 나가시겠습니까?,9387187,0,0,0,1077,1,1,0,0,False
131507,,'메가두타 궁전 객실'로 들어가시겠습니까?,9442673,599106,0,0,1078,1,1,0,0,False
131508,,'여덟 검사의 앞뜰'로 이동하시겠습니까?,9560843,599222,0,0,156,1,1,0,0,False
131509,,'희망찬 화물실'로 이동하시겠습니까?,9562657,0,0,0,959,1,1,0,0,False
131510,,'베스트웨이 피난처'로 이동하시겠습니까?,9562656,0,0,0,959,1,1,0,0,False
131511,,'갈레말드'로 이동하시겠습니까?,9564012,0,0,0,958,1,1,0,0,False
131512,,'수확자의 길'로 이동하시겠습니까?,9564152,0,0,0,1119,1,1,0,0,False
131513,,'몬스 알부스 산허리'로 이동하시겠습니까?,9564147,0,0,0,1119,1,1,0,0,False
131514,,'마날리스 샘'으로 이동하시겠습니까?,9564166,0,0,0,1119,1,1,0,0,False
131515,,'수확자의 길'로 이동하시겠습니까?,9564162,0,0,0,1119,1,1,0,0,False
131516,,'사베네어 섬'으로 이동하시겠습니까?,9618821,0,0,0,957,1,1,0,0,False
131517,,'에우레카 오르토스'에서 나가시겠습니까?,9686188,0,0,0,156,1,1,0,0,False
131518,눈을 감고 중간 지점까지 공략,중간 지점으로 이동하시겠습니까?,9702463,599229,0,0,137,1,1,0,0,False
131519,눈을 감고 종착 지점까지 공략,종착 지점으로 이동하시겠습니까?,9702464,599230,0,0,137,1,1,0,0,False
131520,,'카스트룸 센트리'에서 나가시겠습니까?,9737573,0,0,0,156,1,1,0,0,False
131521,,'카스트룸 센트리'에서 나가시겠습니까?,9737573,0,0,0,156,1,1,0,0,False
131522,,'마의 산실'로 이동하시겠습니까?,9830193,0,0,0,1158,1,1,0,0,False
131523,,'아이티온 별현미경'으로 이동하시겠습니까?,9830183,0,0,0,1079,1,1,0,0,False
131524,,'라자한'으로 이동하시겠습니까?,9387215,0,0,0,963,1,1,0,0,False
131525,,'세나투스 역'으로 이동하시겠습니까?,9878052,0,0,0,1160,1,1,0,0,False
131526,,'갈레말드'로 이동하시겠습니까?,9899262,0,0,0,958,1,1,0,0,False
131527,,'비탄의 바다'로 이동하시겠습니까?,9879485,0,0,0,959,1,1,0,0,False
131528,,'붉은 달'로 이동하시겠습니까?,9906322,0,0,0,1162,1,1,0,0,False
131529,,'붉은 달'로 이동하시겠습니까?,9906335,0,0,0,1162,1,1,0,0,False
131530,,'마인의 은신처'로 이동하시겠습니까?,9387123,599008,599007,0,1094,67,1,0,0,False
131531,,'폐가'로 들어가시겠습니까?,7672498,599010,599009,0,809,67,1,0,0,False
131532,,'마인의 은신처'로 이동하시겠습니까?,9387123,599008,599025,0,1094,1,1,0,0,False
131533,,'옴팔로스'로 이동하시겠습니까?,10101802,0,0,0,1061,1,1,0,0,False
131534,,'축복의 천구'로 이동하시겠습니까?,10101800,0,0,0,1182,1,1,0,0,False
131535,,'붉은 달'로 이동하시겠습니까?,10110243,0,0,0,1162,1,1,0,0,False
131536,,'계곡 밑바닥'으로 이동하시겠습니까?,10110418,0,0,0,1184,1,1,0,0,False
131537,,'사베네어 섬'으로 이동하시겠습니까?,10122507,0,0,0,957,1,1,0,0,False
131538,,'울부짖는 눈 석탑군'으로 이동하시겠습니까?,10178706,599417,0,0,331,1,1,0,0,False
131539,,'블런더빌 광장'으로 이동하시겠습니까?,10215726,599454,599432,0,1197,65,1,0,0,False
131540,,'신비의 광장'으로 이동하시겠습니까?,10215942,599455,0,0,144,1,1,0,0,False
131541,,'마대륙 중추부'로 이동하시겠습니까?,10235909,0,0,0,507,1,1,0,0,False
131542,,'블런더빌 광장'으로 이동하시겠습니까?,10215726,599470,599469,0,1197,65,1,0,0,False
131543,,'툴라이욜라'로 이동하시겠습니까?,10401200,600281,0,0,1185,1,1,0,0,False
131544,,'올드 샬레이안'으로 이동하시겠습니까?,10500003,0,0,0,962,1,1,0,0,False
131545,,'올드 샬레이안'으로 이동하시겠습니까?,10400747,600285,0,0,962,1,1,0,0,False
131546,,'오르코 파차'로 이동하시겠습니까?,10332803,2033378,0,0,1187,1,1,0,0,False
131547,,'코자말루 카'로 이동하시겠습니까?,10401190,600289,0,0,1188,1,1,0,0,False
131548,,'샬로니 황야'로 이동하시겠습니까?,10500001,2033286,0,0,1190,1,1,0,0,False
131549,,'야크텔 밀림'으로 이동하시겠습니까?,10553619,2033245,0,0,1189,1,1,0,0,False
131550,,'금봉황 옥좌'에서 나가시겠습니까?,10500007,0,0,0,1185,1,1,0,0,False
131551,,'툴라이욜라'로 이동하시겠습니까?,10401196,600293,0,0,1185,1,1,0,0,False
131552,,'툴라이욜라'로 이동하시겠습니까?,10809232,0,0,0,1185,1,1,0,0,False
131553,,'하늘심연 세노테 최심부'로 이동하시겠습니까?,10553637,0,0,0,1222,1,1,0,0,False
131554,,'하늘심연 세노테 최심부'에서 나가시겠습니까?,10553605,0,0,0,1189,1,1,0,0,False
131555,,'샬로니 황야'로 이동하시겠습니까?,10500065,0,0,0,1190,1,1,0,0,False
131556,,'하늘갱도 아지트'로 이동하시겠습니까?,10416519,0,0,0,1171,1,1,0,0,False
131557,,'하늘갱도 아지트'에서 나가시겠습니까?,10500008,0,0,0,1191,1,1,0,0,False
131558,,'백룸'으로 이동하시겠습니까?,10560923,599619,0,0,1207,1,1,0,0,False
131559,,'솔루션 나인'으로 이동하시겠습니까?,10414086,0,0,0,1186,1,1,0,0,False
131560,,'하늘심연 세노테 최심부'로 이동하시겠습니까?,10553639,0,0,0,1222,1,1,0,0,False
131561,,'리빙 메모리'로 이동하시겠습니까?,10553695,0,0,0,1192,1,1,0,0,False
131562,,'헤리티지 파운드'로 이동하시겠습니까?,10560989,0,0,0,1191,1,1,0,0,False
131563,,'차원 황도'에서 나가시겠습니까?,10553712,0,0,0,1192,1,1,0,0,False
131564,,'솔루션 나인'으로 이동하시겠습니까?,10438814,0,0,0,1186,1,1,0,0,False
131565,,'트라이테일 체육관'에서 나가시겠습니까?,10438987,0,0,0,1186,1,1,0,0,False
131566,,'트라이테일 체육관'으로 들어가시겠습니까?,10439091,0,0,0,1223,1,1,0,0,False
131567,,'아르카디아 소사이어티 대기실'로 이동하시겠습니까?,10439451,0,0,0,1224,1,1,0,0,False
131568,,'커낼타운'으로 이동하시겠습니까?,10585891,599623,0,0,1192,1,1,0,0,False
131569,,'기억의 문'으로 이동하시겠습니까?,10585893,599627,0,0,1192,1,1,0,0,False
131570,,'예스터랜드'로 이동하시겠습니까?,10585894,599624,0,0,1192,1,1,0,0,False
131571,,'기억의 문'으로 이동하시겠습니까?,10585895,599628,0,0,1192,1,1,0,0,False
131572,,'볼케이노 어사일럼'으로 이동하시겠습니까?,10585897,599625,0,0,1192,1,1,0,0,False
131573,,'기억의 문'으로 이동하시겠습니까?,10585899,599629,0,0,1192,1,1,0,0,False
131574,,'윈드패스 가든'으로 이동하시겠습니까?,10585900,599626,0,0,1192,1,1,0,0,False
131575,,'기억의 문'으로 이동하시겠습니까?,10585901,599630,0,0,1192,1,1,0,0,False
131576,대화,,10773747,0,0,0,1205,5,16,0,0,False
131577,,'괴짜 연구자' 곁으로 이동하시겠습니까?,10800559,0,599937,0,1191,66,1,0,0,False
131578,,나가시겠습니까?,10811672,0,0,0,1185,1,1,0,0,False
131579,눈을 감고 중간 지점까지 공략,중간 지점으로 이동하시겠습니까?,10828046,600359,0,0,137,1,1,0,0,False
131580,눈을 감고 종착 지점까지 공략,종착 지점으로 이동하시겠습니까?,10828047,600360,0,0,137,1,1,0,0,False
131581,,'올드 샬레이안'으로 이동하시겠습니까?,10400747,0,0,0,962,1,1,0,0,False
131582,,'쥬노 하층'으로 이동하시겠습니까?,10967698,0,0,0,1264,1,1,0,0,False
131583,,'야크텔 밀림'으로 이동하시겠습니까?,10967689,0,0,0,1189,1,1,0,0,False
131584,,'쥬노 하층'으로 이동하시겠습니까?,10967699,0,0,0,1265,1,1,0,0,False
131585,,'임시 오디션장'에서 나가시겠습니까?,10973825,600660,0,0,131,1,1,0,0,False
131586,,'유웨야와타'에서 나가시겠습니까?,11053501,0,0,0,1191,1,1,0,0,False
131587,,'그리다니아 구시가지'로 이동하시겠습니까?,11111121,0,0,0,133,1,1,0,0,False
131588,,'별빛 시장'으로 이동하시겠습니까?,11111511,600298,0,0,1247,1,1,0,0,False
131589,,'별빛 시장'으로 이동하시겠습니까?,11111518,599566,0,0,1253,1,1,0,0,False
131590,,'유웨야와타'에서 나가시겠습니까?,11489334,0,0,0,1191,1,1,0,0,False
131591,,'솔루션 나인'으로 이동하시겠습니까?,11532032,0,0,0,1186,1,1,0,0,False
131592,,'신기루 마을'로 이동하시겠습니까?,11537576,600690,0,0,1278,1,1,0,0,False
131593,,'툴라이욜라'로 이동하시겠습니까?,11607519,600691,0,0,1185,1,1,0,0,False
131594,,'신기루 마을'로 이동하시겠습니까?,11537576,600690,0,0,1269,1,1,0,0,False
131595,,'툴라이욜라'로 이동하시겠습니까?,11636266,0,0,0,1185,1,1,0,0,False
131596,,'백룸'으로 이동하시겠습니까?,11543384,0,0,0,1207,1,1,0,0,False
131597,,'옥좌의 방'에서 나가시겠습니까?,11555325,0,0,0,1186,1,1,0,0,False
131598,,'옥좌의 방'에서 나가시겠습니까?,11555325,0,0,0,1186,1,1,0,0,False
131599,,'휴게실'로 이동하시겠습니까?,11543807,0,0,0,1268,1,1,0,0,False
131600,,신기루 마을에 탐사대가 상륙할 때까지 기다리시겠습니까?,11537576,0,0,0,1278,1,1,0,0,False
131601,,'쥬노 하층' 입구 근처로 이동하시겠습니까?,11820922,600859,0,0,1189,1,1,0,0,False
131602,,'샬로니 황야'로 이동하시겠습니까?,11853006,0,0,0,1190,1,1,0,0,False
131603,,'폐가'에서 나가시겠습니까?,9383310,0,0,0,133,1,1,0,0,False
131604,,'별빛 시장'으로 이동하시겠습니까?,11850884,600863,0,0,1309,1,1,0,0,False
131605,,'지고테 제단'으로 이동하시겠습니까?,11859210,0,0,0,1297,1,1,0,0,False
131606,,'오르코 파차'로 이동하시겠습니까?,11874637,0,0,0,1187,1,1,0,0,False
131607,,'마인의 은신처'로 이동하시겠습니까?,9387123,599008,0,0,1094,68,1,0,0,False
131608,,'폐가'로 이동하시겠습니까?,7672498,601023,0,0,809,68,1,0,0,False
131609,,'죽음이 가득한 곳'에서 나가시겠습니까?,11860678,0,0,0,1192,1,1,0,0,False
131610,,'격납동 10-29'로 이동하시겠습니까?,11955757,601026,0,0,1299,1,1,0,0,False
131611,,'격납동 10-29'에서 나가시겠습니까?,11956052,0,0,0,1186,1,1,0,0,False
