#,Icon,PlaceNameSubtext,DataKey,X,Y,SubtextOrientation,MapMarkerRegion,Type,DataType,Unknown0,Unknown1
81.5,60442,691,0,850,826,1,0,0,0,255,0
81.6,0,682,0,1187,1085,4,0,0,0,255,0
81.7,0,683,0,1116,835,4,0,0,0,255,0
81.8,0,684,0,903,1084,4,0,0,0,255,0
81.9,0,685,0,829,753,4,0,0,0,255,0
82.0,60442,791,0,1283,1946,1,0,0,0,255,0
82.1,60442,792,0,1268,1235,1,0,0,0,255,0
82.2,60442,793,0,1103,836,2,0,0,0,255,0
82.3,60442,794,0,1109,563,1,0,0,0,255,0
82.4,60442,795,0,1169,155,2,0,0,0,255,0
82.5,0,789,0,1283,1629,1,0,0,0,255,0
82.6,0,790,0,1049,275,2,0,0,0,255,0
83.0,60425,0,0,777,1082,1,0,0,0,255,0
83.1,60442,423,0,716,882,4,0,0,0,255,0
83.2,60456,424,0,1112,1170,1,0,0,0,255,0
83.3,60453,358,55,881,967,4,0,0,3,255,0
83.4,0,460,16,1042,1190,1,0,0,1,33,0
83.5,60551,0,0,863,990,2,0,0,0,255,0
83.6,0,0,0,0,0,0,0,0,0,0,0
83.7,60935,0,0,705,1040,2,0,0,0,255,0
83.8,60935,0,0,705,1020,2,0,0,0,255,0
83.9,60935,0,0,705,1000,2,0,0,0,255,0
83.10,0,0,0,0,0,0,0,0,0,0,0
83.11,0,422,0,715,999,1,0,0,0,255,0
83.12,60434,0,0,826,957,2,0,0,0,255,0
83.13,60459,1794,0,1300,960,2,0,0,0,255,0
83.14,0,0,0,0,0,0,0,0,0,0,0
83.15,0,0,0,0,0,0,0,0,0,0,0
84.0,60442,853,0,825,1020,1,0,0,0,255,0
84.1,60442,852,0,1220,1020,2,0,0,0,255,0
84.2,0,0,0,0,0,0,0,0,0,255,0
84.3,0,0,0,0,0,0,0,0,0,255,0
85.0,0,0,0,0,0,0,0,0,0,255,0
86.0,60441,31,16,1003,682,4,0,0,1,32,0
86.1,60442,1200,0,1005,780,4,0,0,0,255,0
86.2,60442,1201,0,1071,966,3,0,0,0,255,0
86.3,60442,1202,0,1024,1046,3,0,0,0,255,0
86.4,0,1203,0,1079,1152,1,0,0,0,255,0
86.5,60430,1204,1204,818,841,1,0,0,4,255,0
86.6,60430,1205,1205,1201,827,3,0,0,4,255,0
86.7,60430,0,1206,1049,1051,2,0,0,4,255,0
86.8,60430,1207,1207,1320,1100,2,0,0,4,255,0
86.9,60430,0,1200,1014,800,1,0,0,4,255,0
86.10,60935,0,0,1004,1039,2,0,0,0,255,0
86.11,60412,0,0,987,1051,2,0,0,0,255,0
86.12,0,1115,0,904,834,2,0,0,0,255,0
86.13,0,1116,0,742,876,2,0,0,0,255,0
86.14,0,1117,0,848,920,2,0,0,0,255,0
86.15,0,1118,0,864,1021,2,0,0,0,255,0
86.16,0,1119,0,710,1130,2,0,0,0,255,0
86.17,0,1120,0,951,1054,2,0,0,0,255,0
86.18,0,1121,0,965,935,2,0,0,0,255,0
86.19,0,1122,0,1016,853,2,0,0,0,255,0
86.20,0,1123,0,1120,842,2,0,0,0,255,0
86.21,0,1124,0,1168,793,2,0,0,0,255,0
86.22,0,1125,0,1051,928,2,0,0,0,255,0
86.23,0,1126,0,1138,920,2,0,0,0,255,0
86.24,0,1127,0,1173,958,2,0,0,0,255,0
86.25,0,1128,0,1187,930,2,0,0,0,255,0
86.26,0,1129,0,1315,870,2,0,0,0,255,0
86.27,0,1130,0,1313,971,2,0,0,0,255,0
86.28,0,1131,0,1263,998,2,0,0,0,255,0
86.29,0,1132,0,1185,1030,2,0,0,0,255,0
86.30,0,1133,0,1124,1092,2,0,0,0,255,0
86.31,0,1134,0,1163,1119,2,0,0,0,255,0
86.32,0,1135,0,1203,1150,2,0,0,0,255,0
86.33,0,1136,0,1281,1150,2,0,0,0,255,0
86.34,0,1137,0,1272,1098,2,0,0,0,255,0
86.35,0,1138,0,1343,1030,2,0,0,0,255,0
86.36,0,1139,0,1364,1086,2,0,0,0,255,0
86.37,0,1140,0,1375,1151,2,0,0,0,255,0
86.38,0,1141,0,1411,1028,2,0,0,0,255,0
86.39,0,1142,0,1433,1087,2,0,0,0,255,0
86.40,0,1143,0,1434,1168,2,0,0,0,255,0
86.41,0,1144,0,1295,1259,2,0,0,0,255,0
86.42,60425,0,0,1078,1088,2,0,0,0,255,0
86.43,60768,1146,0,1044,1036,2,0,0,0,255,0
86.44,60425,0,0,1183,828,2,0,0,0,255,0
86.45,60425,0,0,1222,1040,2,0,0,0,255,0
86.46,60425,0,0,1327,1126,2,0,0,0,255,0
86.47,60425,0,0,880,1078,2,0,0,0,255,0
86.48,60425,0,0,910,862,2,0,0,0,255,0
86.49,60430,1150,1150,1186,990,3,0,0,4,255,0
86.50,60430,1155,1156,915,1106,3,0,0,4,255,0
86.51,60339,1149,0,899,1223,3,0,0,0,255,0
86.52,0,29,12,899,1263,2,0,0,1,43,0
86.53,60412,0,0,1068,1064,2,0,0,0,255,0
86.54,60570,0,0,1168,850,2,0,0,0,255,0
86.55,60570,0,0,895,854,2,0,0,0,255,0
86.56,60570,0,0,1231,1040,2,0,0,0,255,0
86.57,60570,0,0,1330,1096,2,0,0,0,255,0
86.58,60570,0,0,1061,1097,2,0,0,0,255,0
86.59,60570,0,0,870,1077,2,0,0,0,255,0
86.60,60412,0,0,974,1069,2,0,0,0,255,0
86.61,60935,0,0,989,797,2,0,0,0,255,0
86.62,60412,0,0,1003,801,2,0,0,0,255,0
86.63,0,1805,0,700,950,1,0,0,0,255,0
86.64,60570,0,0,752,938,2,0,0,0,255,0
86.65,60425,0,0,743,938,2,0,0,0,255,0
86.66,60430,0,1805,730,917,2,0,0,4,255,0
86.67,60935,0,0,995,799,2,0,0,0,255,0
86.68,0,0,320,688,929,8,0,0,2,255,0
87.0,0,886,0,944,1262,4,0,0,0,255,0
87.1,60442,887,0,1020,1076,4,0,0,0,255,0
87.2,0,888,0,1022,662,4,0,0,0,255,0
87.3,60442,889,0,980,210,4,0,0,0,255,0
88.0,60442,895,0,1024,1086,4,0,0,0,255,0
88.1,60442,896,0,1114,1124,2,0,0,0,255,0
88.2,60442,897,0,1114,1212,2,0,0,0,255,0
88.3,60442,892,0,1024,1258,3,0,0,0,255,0
88.4,60442,893,0,936,1212,1,0,0,0,255,0
88.5,60442,894,0,936,1124,1,0,0,0,255,0
88.6,60442,898,0,1024,1178,4,0,0,0,255,0
89.0,0,899,0,1024,1226,3,0,0,0,255,0
90.0,0,900,0,1024,1226,3,0,0,0,255,0
91.0,0,901,0,1024,1226,3,0,0,0,255,0
92.0,0,902,0,1024,1124,3,0,0,0,255,0
93.0,60442,902,0,992,750,4,0,0,0,255,0
93.1,0,903,0,1012,1022,4,0,0,0,255,0
93.2,60442,919,0,1130,1166,4,0,0,0,255,0
94.0,0,0,0,0,0,0,0,0,0,255,0
95.0,60442,934,0,1024,1024,2,0,0,0,255,0
95.1,60446,939,130,972,980,1,0,0,1,4,0
96.0,60442,928,0,1106,916,2,0,0,0,255,0
96.1,60442,932,0,940,916,1,0,0,0,255,0
96.2,60442,933,0,940,1136,1,0,0,0,255,0
96.3,60446,938,131,1016,970,1,0,0,1,1,0
96.4,60447,940,108,1074,1074,2,0,0,1,1,0
97.0,60446,937,132,938,1026,1,0,0,1,2,0
97.1,60447,939,130,1016,970,1,0,0,1,4,0
98.0,60442,929,0,1024,1024,4,0,0,0,255,0
98.1,60446,936,133,934,1090,3,0,0,1,2,0
98.2,60447,938,131,1024,942,4,0,0,1,1,0
99.0,60442,930,0,1024,1024,1,0,0,0,255,0
99.1,60446,935,134,1058,958,1,0,0,1,1,0
99.2,60447,937,132,1098,938,2,0,0,1,2,0
100.0,60442,931,0,1024,1024,3,0,0,0,255,0
100.1,60447,936,133,1074,954,2,0,0,1,2,0
101.0,60442,687,0,1255,996,1,0,0,0,255,0
101.1,60442,689,0,803,959,1,0,0,0,255,0
101.2,0,682,0,1187,1075,4,0,0,0,255,0
101.3,0,683,0,1116,835,4,0,0,0,255,0
101.4,0,684,0,903,1084,4,0,0,0,255,0
101.5,0,685,0,829,740,3,0,0,0,255,0
101.6,60442,1339,0,872,1220,3,0,0,0,255,0
101.7,60442,1340,0,1034,1049,2,0,0,0,255,0
101.8,60442,1341,0,1004,693,3,0,0,0,255,0
101.9,60442,1342,0,965,545,4,0,0,0,255,0
102.0,0,380,0,1276,1278,4,0,1,0,255,0
102.1,0,381,0,1305,559,4,0,1,0,255,0
102.2,0,382,0,624,1442,4,0,1,0,255,0
102.3,0,383,0,723,926,4,0,1,0,255,0
102.4,0,384,0,1242,1017,4,0,0,0,255,0
102.5,60448,385,0,1237,1383,3,0,0,0,255,0
102.6,60442,386,0,1499,1505,2,0,0,0,255,0
102.7,60442,387,0,1259,1144,3,0,0,0,255,0
102.8,60448,388,0,1255,825,3,0,0,0,255,0
102.9,60442,389,0,1319,685,2,0,0,0,255,0
102.10,60442,390,0,1294,451,1,0,0,0,255,0
102.11,60442,391,0,1570,579,3,0,0,0,255,0
102.12,60442,392,0,1533,323,1,0,0,0,255,0
102.13,60450,393,0,1682,997,4,0,1,0,255,0
102.14,60414,394,0,685,1703,1,0,0,0,255,0
102.15,60442,395,0,791,1718,4,0,0,0,255,0
102.16,60442,396,0,332,1394,4,0,0,0,255,0
102.17,60442,397,0,323,1531,3,0,0,0,255,0
102.18,60442,398,0,615,1105,1,0,0,0,255,0
102.19,60414,399,0,963,1372,3,0,0,0,255,0
102.20,60442,400,0,927,766,3,0,0,0,255,0
102.21,60414,401,0,342,507,4,0,0,0,255,0
102.22,60448,402,0,587,773,3,0,0,0,255,0
102.23,60442,403,0,170,721,3,0,0,0,255,0
102.24,60414,404,0,104,1012,2,0,0,0,255,0
102.25,0,405,0,927,1110,4,0,0,0,255,0
102.26,0,406,0,834,672,4,0,0,0,255,0
102.27,0,407,0,756,767,4,0,0,0,255,0
102.28,60453,0,23,1247,789,4,0,0,3,255,0
102.29,60441,57,7,1034,1606,3,0,0,1,32,0
102.30,60441,67,25,800,1732,3,0,0,1,13,0
102.31,60434,0,0,1267,770,2,0,0,0,255,0
102.32,60434,0,0,1260,1345,2,0,0,0,255,0
102.33,60434,0,0,612,749,2,0,0,0,255,0
102.34,60551,0,0,1273,760,2,0,0,0,255,0
102.35,60551,0,0,1238,1360,2,0,0,0,255,0
102.36,60551,0,0,599,754,2,0,0,0,255,0
102.37,60311,593,0,1222,855,3,0,0,0,255,0
102.38,60311,593,0,1255,1339,2,0,0,0,255,0
102.39,60311,593,0,550,803,3,0,0,0,255,0
102.40,60581,0,0,1275,795,2,0,0,0,255,0
102.41,60441,2300,218,858,697,2,0,0,1,10,0
102.42,60467,0,0,862,689,2,0,0,0,255,0
102.43,60467,0,0,1289,800,2,0,0,0,255,2
102.44,60442,1429,0,1289,790,4,0,0,0,255,2
102.45,60414,1792,0,1630,721,2,0,0,0,255,23
102.46,0,0,0,0,0,0,0,0,0,0,0
102.47,0,0,0,0,0,0,0,0,0,0,0
102.48,0,0,0,0,0,0,0,0,0,0,0
102.49,0,0,0,0,0,0,0,0,0,0,0
102.50,0,0,0,0,0,0,0,0,0,0,0
102.51,0,0,0,0,0,0,0,0,0,0,0
102.52,0,0,0,0,0,0,0,0,0,0,0
102.53,0,0,0,0,0,0,0,0,0,0,0
102.54,0,0,186,853,693,8,0,0,2,255,0
102.55,0,0,0,0,0,0,0,0,0,255,0
102.56,0,0,0,0,0,0,0,0,0,0,0
102.57,0,0,0,0,0,0,0,0,0,255,0
102.58,0,0,0,0,0,0,0,0,0,255,0
102.59,0,0,0,0,0,0,0,0,0,255,0
103.0,60442,880,0,1024,1454,4,0,0,0,255,0
103.1,60442,877,0,1024,1260,1,0,0,0,255,0
103.2,60442,881,0,1112,1120,2,0,0,0,255,0
103.3,60442,878,0,1112,864,2,0,0,0,255,0
103.4,60442,917,0,1010,734,1,0,0,0,255,0
103.5,60442,879,0,1024,532,2,0,0,0,255,0
104.0,60442,805,0,1024,1362,4,0,0,0,255,0
104.1,60442,806,0,1184,1307,1,0,0,0,255,0
104.2,60442,807,0,1277,1284,4,0,0,0,255,0
104.3,60442,808,0,1118,1189,4,0,0,0,255,0
105.0,60442,809,0,511,965,4,0,0,0,255,0
105.1,60442,813,0,600,1042,1,0,0,0,255,0
105.2,60442,810,0,834,971,4,0,0,0,255,0
105.3,60442,811,0,996,701,4,0,0,0,255,0
105.4,60442,812,0,1186,680,4,0,0,0,255,0
106.0,0,796,0,1106,788,2,0,0,0,255,0
106.1,0,797,0,683,974,2,0,0,0,255,0
106.2,0,798,0,134,548,2,0,0,0,255,0
106.3,60442,799,0,1334,1181,2,0,0,0,255,0
106.4,60442,800,0,1097,1031,1,0,0,0,255,0
106.5,60442,801,0,953,833,2,0,0,0,255,0
106.6,60442,802,0,725,743,3,0,0,0,255,0
106.7,60442,803,0,350,758,3,0,0,0,255,0
106.8,60442,804,0,206,773,4,0,0,0,255,0
107.0,60442,877,0,1024,1260,1,0,0,0,255,0
107.1,60442,879,0,1024,532,1,0,0,0,255,0
107.2,60442,1355,0,767,911,2,0,0,0,255,0
107.3,60442,1382,0,892,1044,1,0,0,0,255,0
108.0,0,409,0,443,789,4,0,1,0,255,0
108.1,0,409,0,980,260,4,0,1,0,255,0
108.2,0,410,0,1706,552,4,0,1,0,255,0
108.3,60453,411,24,1064,356,4,0,0,3,255,0
108.4,60442,412,0,866,386,1,0,0,0,255,0
108.5,60442,413,0,639,601,2,0,0,0,255,0
108.6,60442,414,0,871,831,4,0,0,0,255,0
108.7,60442,415,0,516,601,1,0,0,0,255,0
108.8,60448,416,0,1457,590,4,0,0,0,255,0
108.9,0,417,0,1468,382,4,0,0,0,255,0
108.10,60414,418,0,1364,655,3,0,0,0,255,0
108.11,0,0,0,1605,755,3,0,0,0,255,0
108.12,0,421,0,1222,888,4,0,0,0,255,0
108.13,60441,63,53,1143,264,2,0,0,1,30,0
108.14,60441,46,24,611,924,3,0,0,1,22,0
108.15,60434,0,0,1454,570,2,0,0,0,255,0
108.16,60412,0,0,1041,296,2,0,0,0,255,0
108.17,60551,0,0,1074,376,2,0,0,0,255,0
108.18,60311,593,0,1084,365,2,0,0,0,255,0
108.19,60311,593,0,1453,561,4,0,0,0,255,0
108.20,60935,0,0,1087,284,2,0,0,0,255,0
108.21,60935,0,0,1091,284,2,0,0,0,255,0
108.22,60442,943,0,1048,384,2,0,0,0,255,0
108.23,60442,941,0,1597,765,1,0,0,0,255,0
108.24,0,942,0,1775,825,4,0,1,0,255,0
108.25,60434,0,0,1042,296,2,0,0,0,255,0
108.26,60428,420,0,1752,966,3,0,0,0,255,0
108.27,60425,0,0,1036,289,2,0,0,0,255,0
108.28,60425,0,0,1059,262,2,0,0,0,255,0
108.29,60935,0,0,1061,289,2,0,0,0,255,0
108.30,60935,0,0,1050,296,2,0,0,0,255,0
108.31,60935,0,0,1065,227,2,0,0,0,255,0
108.32,60442,1392,0,1052,248,2,0,0,0,255,0
108.33,60442,1393,0,1063,229,2,0,0,0,255,0
108.34,60581,0,0,1042,369,2,0,0,0,255,0
108.35,60412,0,0,1056,194,2,0,0,0,255,0
108.36,60935,0,0,1071,287,2,0,0,0,255,0
108.37,60935,0,0,1075,287,2,0,0,0,255,0
108.38,60442,481,0,1045,393,3,0,0,0,255,1
108.39,0,0,0,0,0,0,0,0,0,255,0
108.40,0,0,0,0,0,0,0,0,0,0,0
108.41,0,0,0,0,0,0,0,0,0,0,0
108.42,0,0,0,0,0,0,0,0,0,0,0
108.43,0,0,0,0,0,0,0,0,0,0,0
108.44,0,0,0,0,0,0,0,0,0,0,0
108.45,60935,0,0,1082,244,2,0,0,0,255,43
108.46,60935,0,0,1019,225,2,0,0,0,255,44
108.47,0,0,0,0,0,0,0,0,0,0,0
108.48,0,0,0,0,0,0,0,0,0,255,0
108.49,60467,0,545,1375,653,3,0,0,0,255,83
108.50,60935,0,0,1083,284,2,0,0,0,255,0
108.51,60935,0,0,1066,286,2,0,0,0,255,0
108.52,0,0,0,0,0,0,0,0,0,255,0
108.53,60412,0,0,1060,194,2,0,0,0,255,0
108.54,60441,4031,766,1178,586,3,0,0,1,255,157
108.55,0,0,0,0,0,0,0,0,0,255,0
108.56,0,0,0,0,0,0,0,0,0,0,0
108.57,60412,0,0,1700,906,3,0,0,0,255,175
108.58,60935,0,0,1699,899,3,0,0,0,255,175
108.59,63971,0,2574,1694,914,3,0,0,4,255,175
108.60,0,0,0,0,0,0,0,0,0,0,0
108.61,60467,0,0,1042,357,3,0,0,0,255,175
109.0,60441,67,25,1025,1140,3,0,0,1,255,0
109.1,60442,1350,0,1025,840,3,0,0,0,255,0
109.2,60467,0,0,980,996,3,0,0,0,255,228
109.3,0,0,0,0,0,0,0,0,0,255,0
110.0,0,857,0,802,1588,4,0,0,0,255,0
110.1,0,858,0,470,1410,1,0,0,0,255,0
110.2,0,859,0,1210,1416,2,0,0,0,255,0
110.3,0,860,0,802,1172,4,0,0,0,255,0
110.4,60442,864,0,252,1588,4,0,0,0,255,0
110.5,60442,862,0,120,1588,3,0,0,0,255,0
110.6,60442,883,0,120,1442,2,0,0,0,255,0
110.7,60442,865,0,120,1074,3,0,0,0,255,0
110.8,60442,866,0,1488,1588,4,0,0,0,255,0
110.9,60442,867,0,1906,1588,3,0,0,0,255,0
110.10,60442,868,0,802,694,3,0,0,0,255,0
110.11,60442,869,0,802,292,3,0,0,0,255,0
111.0,0,861,0,802,1652,3,0,0,0,255,0
111.1,60442,882,0,802,1388,4,0,0,0,255,0
112.0,60446,486,159,895,1587,4,0,0,1,0,0
112.1,60446,486,159,1151,1587,4,0,0,1,0,0
113.0,60442,1356,0,1024,1124,4,0,0,0,255,0
113.1,60447,485,158,895,1364,3,0,0,1,0,0
113.2,60447,485,158,1151,1364,3,0,0,1,0,0
113.3,60446,487,160,895,956,4,0,0,1,0,0
113.4,60446,487,160,1151,956,4,0,0,1,0,0
114.0,60442,1357,0,1024,623,4,0,0,0,255,0
114.1,60447,486,159,895,860,3,0,0,1,0,0
114.2,60447,486,159,1151,860,3,0,0,1,0,0
114.3,60446,488,161,1022,485,4,0,0,1,0,0
115.0,60442,1358,0,1024,623,4,0,0,0,255,0
115.1,60447,487,160,1097,757,3,0,0,1,0,0
115.2,60446,489,162,889,555,4,0,0,1,0,0
116.0,60442,1359,0,1024,623,4,0,0,0,255,0
116.1,60447,488,161,1131,702,2,0,0,1,0,0
116.2,60446,490,163,954,489,4,0,0,1,0,0
117.0,60442,1360,0,1024,623,4,0,0,0,255,0
117.1,60447,489,162,1144,537,3,0,0,1,0,0
117.2,60446,491,164,941,746,4,0,0,1,0,0
118.0,60442,1361,0,1024,623,4,0,0,0,255,0
118.1,60442,1362,0,224,623,4,0,0,0,255,0
118.2,60447,490,163,1177,637,4,0,0,1,0,0
119.0,60447,850,141,653,605,2,0,0,1,0,0
119.1,0,673,0,560,593,4,0,0,0,255,0
120.0,0,674,0,779,671,4,0,0,0,255,0
120.1,0,675,0,1035,733,4,0,0,0,255,0
120.2,60442,679,0,1122,844,4,0,0,0,255,0
120.3,60446,849,140,659,611,1,0,0,1,0,0
120.4,60447,372,142,1140,1034,2,0,0,1,0,0
121.0,60446,850,141,1145,1037,4,0,0,1,4,0
121.1,0,676,0,1142,1124,4,0,0,0,255,0
121.2,0,677,0,915,1304,4,0,0,0,255,0
121.3,60442,680,0,1082,1250,4,0,0,0,255,0
121.4,60442,681,0,821,1034,4,0,0,0,255,0
122.0,60442,1343,0,1369,960,4,0,0,0,255,0
122.1,60442,1344,0,1221,967,3,0,0,0,255,0
122.2,60442,1345,0,982,1161,4,0,0,0,255,0
122.3,60447,1336,152,861,1164,1,0,0,1,0,0
123.0,60446,1335,151,922,852,1,0,0,1,3,0
123.1,0,1347,0,986,948,2,0,0,0,255,0
123.2,60442,1348,0,1023,1021,3,0,0,0,255,0
124.0,0,1367,0,1024,860,4,0,0,0,255,0
124.1,0,1368,0,1170,1070,2,0,0,0,255,0
124.2,0,1369,0,880,1070,1,0,0,0,255,0
124.3,0,1370,0,1170,950,2,0,0,0,255,0
124.4,0,1371,0,1024,1180,3,0,0,0,255,0
124.5,0,1372,0,880,950,1,0,0,0,255,0
124.6,60442,1373,0,1024,1000,4,0,0,0,255,0
125.0,60442,1378,0,1468,1000,2,0,0,0,255,0
125.1,60442,1379,0,868,774,4,0,0,0,255,0
125.2,60442,1380,0,320,1088,4,0,0,0,255,0
125.3,60442,1381,0,1684,1672,1,0,0,0,255,0
126.0,60442,664,0,830,1152,1,0,0,0,255,0
126.1,60442,670,0,676,1502,1,0,0,0,255,0
126.2,60442,672,0,438,1534,4,0,0,0,255,0
126.3,60442,671,0,765,1336,1,0,0,0,255,0
126.4,0,660,0,1613,488,4,0,0,0,255,0
126.5,0,659,0,1510,892,4,0,0,0,255,0
126.6,0,657,0,846,1378,4,0,0,0,255,0
126.7,0,658,0,470,1379,4,0,0,0,255,0
126.8,60442,1386,0,1358,858,4,0,0,0,255,0
126.9,0,1387,0,1062,1062,4,0,0,0,255,0
126.10,60442,1388,0,818,1294,2,0,0,0,255,0
127.0,60442,1337,0,912,1024,4,0,0,0,255,0
127.1,60442,1338,0,1277,1024,4,0,0,0,255,0
128.0,0,1394,0,1199,964,4,0,0,0,255,0
128.1,60442,1395,0,1137,847,2,0,0,0,255,0
128.2,60442,1396,0,828,793,1,0,0,0,255,0
128.3,0,1397,0,875,1121,4,0,0,0,255,0
128.4,60442,1398,0,1024,1154,3,0,0,0,255,0
129.0,60442,791,0,1283,1946,1,0,0,0,255,0
129.1,60442,792,0,1268,1235,1,0,0,0,255,0
129.2,60442,794,0,1109,563,1,0,0,0,255,0
129.3,60442,795,0,1169,155,2,0,0,0,255,0
129.4,0,789,0,1283,1629,1,0,0,0,255,0
129.5,0,790,0,1049,275,2,0,0,0,255,0
129.6,60442,1400,0,1180,383,4,0,0,0,255,0
129.7,60442,1401,0,1268,355,4,0,0,0,255,0
129.8,60442,793,0,1021,836,2,0,0,0,255,0
130.0,0,1433,0,622,1729,1,0,0,0,255,0
130.1,0,1434,0,1529,1497,2,0,0,0,255,0
130.2,0,1435,0,1151,830,1,0,0,0,255,0
130.3,0,1436,0,476,127,1,0,0,0,255,0
130.4,60442,1438,0,1022,1943,2,0,0,0,255,0
130.5,60442,1439,0,867,1790,4,0,0,0,255,0
130.6,60442,1440,0,730,1615,4,0,0,0,255,0
130.7,60442,1441,0,1284,1554,4,0,0,0,255,0
130.8,60442,1442,0,1422,1379,4,0,0,0,255,0
130.9,60442,1443,0,1024,1087,4,0,0,0,255,0
130.10,60442,1444,0,1025,618,4,0,0,0,255,0
130.11,60442,1445,0,1024,389,4,0,0,0,255,0
130.12,60442,1446,0,420,222,4,0,0,0,255,0
131.0,63202,27,12,1008,1342,5,21,0,1,255,0
131.1,63201,27,11,1008,1342,5,20,0,1,255,0
131.2,63203,30,15,1160,1261,5,11,0,1,255,0
131.3,63204,31,16,1226,1533,5,12,0,1,255,0
131.4,63205,32,17,1418,845,5,13,0,1,255,0
131.5,63206,33,18,573,793,5,14,0,1,255,0
131.6,63207,34,19,1019,585,5,15,0,1,255,0
131.7,63208,350,30,1013,543,5,16,0,1,255,0
131.8,63209,425,72,1503,1637,5,17,0,1,255,0
131.9,63210,425,192,1486,1631,5,18,0,1,255,0
131.10,63212,358,51,708,1820,5,19,0,1,255,0
131.11,63211,27,74,1008,1342,5,20,0,1,255,0
131.12,0,24,88,956,1932,5,0,0,1,255,0
131.13,0,2402,387,956,1956,5,0,0,1,255,29
131.14,0,0,0,0,0,0,0,0,0,255,0
131.15,0,0,0,0,0,0,0,0,0,255,0
131.16,0,0,0,0,0,0,0,0,0,255,0
131.17,0,0,0,0,0,0,0,0,0,255,0
131.18,0,0,0,0,0,0,0,0,0,255,0
131.19,0,0,0,0,0,0,0,0,0,255,0
131.20,0,0,0,0,0,0,0,0,0,255,0
131.21,0,0,0,0,0,0,0,0,0,255,0
131.22,0,0,0,0,0,0,0,0,0,255,0
131.23,0,0,0,0,0,0,0,0,0,255,0
131.24,0,0,0,0,0,0,0,0,0,255,0
131.25,0,0,0,0,0,0,0,0,0,255,0
131.26,0,0,0,0,0,0,0,0,0,255,0
131.27,0,0,0,0,0,0,0,0,0,255,0
131.28,0,0,0,0,0,0,0,0,0,255,0
131.29,0,0,0,0,0,0,0,0,0,255,0
132.0,63243,42,20,611,1171,5,1,0,1,255,0
132.1,63244,43,21,1037,992,6,2,0,1,255,0
132.2,63245,44,22,1495,747,5,3,0,1,255,0
132.3,63246,45,23,1380,1473,6,4,0,1,255,0
132.4,63247,46,24,1008,539,5,5,0,1,255,0
132.5,63241,51,13,925,1245,5,6,0,1,255,0
132.6,63242,51,14,925,1245,5,7,0,1,255,0
132.7,63251,51,73,925,1245,5,7,0,1,255,0
132.8,63250,51,70,925,1245,5,6,0,1,255,0
132.9,63248,427,83,950,1423,5,8,0,1,255,0
132.10,63249,427,194,936,1407,5,9,0,1,255,0
132.11,62669,1484,196,1100,1750,0,0,0,1,255,0
132.12,0,22,87,223,1044,7,0,0,1,255,0
132.13,0,23,89,1726,532,5,0,0,1,255,0
132.14,0,26,91,1040,278,5,0,0,1,255,0
132.15,0,0,0,0,0,0,0,0,0,255,0
132.16,0,0,0,0,0,0,0,0,0,255,0
132.17,0,0,0,0,0,0,0,0,0,255,0
132.18,0,0,0,0,0,0,0,0,0,255,0
132.19,0,0,0,0,0,0,0,0,0,255,0
132.20,0,0,0,0,0,0,0,0,0,255,0
132.21,0,0,0,0,0,0,0,0,0,255,0
132.22,0,0,0,0,0,0,0,0,0,255,0
132.23,0,0,0,0,0,0,0,0,0,255,0
132.24,0,0,0,0,0,0,0,0,0,255,0
132.25,0,0,0,0,0,0,0,0,0,255,0
132.26,0,0,0,0,0,0,0,0,0,255,0
132.27,0,0,0,0,0,0,0,0,0,255,0
132.28,0,0,0,0,0,0,0,0,0,255,0
132.29,0,0,0,0,0,0,0,0,0,255,0
132.30,0,0,0,0,0,0,0,0,0,255,0
132.31,0,0,0,0,0,0,0,0,0,255,0
132.32,0,0,0,0,0,0,0,0,0,255,0
132.33,0,0,0,0,0,0,0,0,0,255,0
132.34,0,0,0,0,0,0,0,0,0,255,0
132.35,0,0,0,0,0,0,0,0,0,255,0
132.36,0,0,0,0,0,0,0,0,0,255,0
132.37,0,0,0,0,0,0,0,0,0,255,0
133.0,63222,39,3,846,743,5,26,0,1,255,0
133.1,63221,39,2,846,743,5,27,0,1,255,0
133.2,63223,54,4,881,1011,5,22,0,1,255,0
133.3,63224,55,5,1334,682,5,23,0,1,255,0
133.4,63225,56,6,1130,1405,6,24,0,1,255,0
133.5,63226,57,7,436,560,5,25,0,1,255,0
133.6,63227,426,82,1213,1022,5,28,0,1,255,0
133.7,63228,426,193,1229,1005,5,29,0,1,255,0
133.8,0,25,90,222,545,5,0,0,1,255,0
133.9,0,24,88,956,1794,5,0,0,1,255,0
133.10,0,0,0,0,0,0,0,0,0,255,0
133.11,0,0,0,0,0,0,0,0,0,255,0
133.12,0,0,0,0,0,0,0,0,0,255,0
133.13,0,0,0,0,0,0,0,0,0,255,0
133.14,0,0,0,0,0,0,0,0,0,255,0
133.15,0,0,0,0,0,0,0,0,0,255,0
133.16,0,0,0,0,0,0,0,0,0,255,0
133.17,0,0,0,0,0,0,0,0,0,255,0
133.18,0,0,0,0,0,0,0,0,0,255,0
133.19,0,0,0,0,0,0,0,0,0,255,0
133.20,0,0,0,0,0,0,0,0,0,255,0
133.21,0,0,0,0,0,0,0,0,0,255,0
133.22,0,0,0,0,0,0,0,0,0,255,0
133.23,0,0,0,0,0,0,0,0,0,255,0
133.24,0,0,0,0,0,0,0,0,0,255,0
