#,Text[0],Text[1],Text[2],Image,Type,IconType,TextType
502,,,,0,0,0,0
503,,,,0,0,0,0
504,,,,0,0,0,0
505,,,,0,0,0,0
506,,,,0,0,0,0
507,,,,0,0,0,0
508,,,,0,0,0,0
509,,,,0,0,0,0
510,"주 메뉴의 임무 정보에서 **퀘스트** 창을 열면 현재 받은 **길드 의뢰**를 확인할 수 있습니다.

퀘스트 창에서 길드 의뢰 제목을 선택하면 상세 정보가 표시됩니다.",,,150341,1,0,0
511,"상세 정보에서 **지도 표시** 버튼을 클릭하면 길드 의뢰의 목적지가 표시됩니다.

표시된 곳으로 찾아가 길드 의뢰를 시작합시다.",,,150342,1,0,0
512,"길드 의뢰 목적지에 도착하면 다시 한 번 퀘스트를 열어보세요.

원하는 길드 의뢰를 골라 상세 정보를 열고 **시작** 버튼을 클릭하면 길드 의뢰가 시작됩니다.",,,150343,1,0,0
513,"주 메뉴의 임무 정보에서 **퀘스트** 창을 열면 현재 받은 **길드 의뢰**를 확인할 수 있습니다.

퀘스트 창에서 길드 의뢰 제목을 선택하면 상세 정보가 표시됩니다.",,,150341,1,0,0
514,"상세 정보에서 **지도 표시** 버튼을 누르면 길드 의뢰의 목적지가 표시됩니다.

표시된 곳으로 찾아가 길드 의뢰를 시작합시다.",,,150342,1,0,0
515,"길드 의뢰 목적지에 도착하면 다시 한 번 퀘스트를 열어보세요.

원하는 길드 의뢰를 골라 상세 정보를 열고 **시작** 버튼을 누르면 길드 의뢰가 시작됩니다.",,,150343,1,0,0
516,,,,0,0,0,0
517,,,,0,0,0,0
518,,,,0,0,0,0
519,,,,0,0,0,0
520,"길드 의뢰를 시작할 때 난이도를 설정하면 임무에 나타나는 적 레벨을 조절할 수 있으며, 난이도가 높을수록 임무 달성 시 받는 보상이 많아집니다.",,,150351,1,0,0
521,"이미 임무를 시작했더라도 퀘스트 창에서 **난이도 변경**을 선택하면 난이도를 조절할 수 있습니다.
",,,150352,1,0,0
522,,,,0,0,0,0
523,,,,0,0,0,0
524,,,,0,0,0,0
525,,,,0,0,0,0
526,,,,0,0,0,0
527,,,,0,0,0,0
528,,,,0,0,0,0
529,,,,0,0,0,0
530,"임무가 시작되면 미니맵에 길드 의뢰 목적지가 표시됩니다.

길드 의뢰 대상인 적은 머리 위에 아이콘이 나타납니다.",,,150421,1,0,0
531,"**할 일 목록/임무 정보**에서 남은 적의 숫자나 제한시간 등을 확인할 수 있습니다.

제한시간 안에 모든 목표를 달성하여 임무를 완수하세요.",,,150422,1,0,0
532,,,,0,0,0,0
533,,,,0,0,0,0
534,,,,0,0,0,0
535,,,,0,0,0,0
536,,,,0,0,0,0
537,,,,0,0,0,0
538,,,,0,0,0,0
539,,,,0,0,0,0
540,"길드 의뢰에서 임무 목표를 달성하면 바로 의뢰인에게 돌아갈 수 있습니다.

의뢰인에게 보고하여 보상을 받고 새로운 임무를 수행하세요.",,,150431,1,0,0
541,,,,0,0,0,0
542,,,,0,0,0,0
543,,,,0,0,0,0
544,,,,0,0,0,0
545,,,,0,0,0,0
546,,,,0,0,0,0
547,,,,0,0,0,0
548,,,,0,0,0,0
549,,,,0,0,0,0
550,"만약 임무에 실패했다면 퀘스트 창에서 다시 도전할 수 있습니다.
길드 의뢰를 선택하고 **다시 도전** 버튼을 클릭하세요.
임무에 다시 도전할 수 있습니다.

※ 임무에 다시 도전하면 길드 의뢰 수주권이 1장 사용됩니다.",,,150441,1,0,0
551,"만약 임무에 실패했다면 퀘스트 창에서 다시 도전할 수 있습니다.
길드 의뢰를 선택하고 **다시 도전** 버튼을 누르세요.
임무에 다시 도전할 수 있습니다.

※ 임무에 다시 도전하면 길드 의뢰 수주권이 1장 사용됩니다.",,,150441,1,0,0
552,,,,0,0,0,0
553,,,,0,0,0,0
554,,,,0,0,0,0
555,,,,0,0,0,0
556,,,,0,0,0,0
557,,,,0,0,0,0
558,,,,0,0,0,0
559,,,,0,0,0,0
560,"제작업 의뢰는 용병업 의뢰와 진행 방식이 다릅니다.

제작업 의뢰는 시간 제한이 없으며 지정된 아이템을 의뢰인에게 건네면 달성할 수 있습니다.

지정된 아이템에 대한 정보와 의뢰인이 있는 곳은 할 일 목록 또는 퀘스트 창에서 확인할 수 있습니다.",,,150671,1,0,0
561,,,,0,0,0,0
562,,,,0,0,0,0
563,,,,0,0,0,0
564,,,,0,0,0,0
565,,,,0,0,0,0
566,,,,0,0,0,0
567,,,,0,0,0,0
568,,,,0,0,0,0
569,,,,0,0,0,0
570,"의뢰인과 대화한 뒤, 지정된 아이템을 소지품에서 **요구 아이템**으로 끌어다 놓으세요.

'건네주기' 버튼을 클릭하면 납품이 완료됩니다.

제작업 의뢰는 HQ 아이템을 납품하면 추가 보상을 받을 수 있습니다.",,,150681,1,0,0
571,"의뢰인과 대화한 뒤, 지정된 아이템을 소지품에서 선택하고 **건네주기** 버튼을 누르면 납품이 완료됩니다.

제작업 의뢰는 HQ 아이템을 납품하면 추가 보상을 받을 수 있습니다.
",,,150682,1,0,0
572,,,,0,0,0,0
573,,,,0,0,0,0
574,,,,0,0,0,0
575,,,,0,0,0,0
576,,,,0,0,0,0
577,,,,0,0,0,0
578,,,,0,0,0,0
579,,,,0,0,0,0
580,"원예가와 광부가 받을 수 있는 채집업 의뢰는 용병업 의뢰와 비슷한 방식으로 진행됩니다.

단, 채집용 도구를 장비해야 의뢰를 시작할 수 있으며, 단독 수행 임무이므로 파티 상태에서는 진행할 수는 없습니다.",,,150691,1,0,0
581,"어부가 받을 수 있는 채집업 의뢰는 제작업 의뢰와 비슷한 방식으로 진행됩니다.

퀘스트 메뉴에서 **지도 표시**를 누르면, 필요한 물고기가 서식하는 지역을 확인할 수 있습니다.

의뢰인과 대화한 다음, 지정된 물고기를 잡아 납품하세요.",,,150692,1,0,0
582,,,,0,0,0,0
583,,,,0,0,0,0
584,,,,0,0,0,0
585,,,,0,0,0,0
586,,,,0,0,0,0
587,,,,0,0,0,0
588,,,,0,0,0,0
589,,,,0,0,0,0
590,"화면 오른쪽에 있는 **할 일 목록**에서 임무 목표와 관련 정보를 확인할 수 있습니다.

원예가와 광부가 받는 채집업 의뢰의 주된 달성 조건은 다음과 같습니다.
- 지정된 모든 곳에서 채집하기
- 지정된 아이템을 정해진 개수만큼 얻기",,,150701,1,0,0
591,"적정 레벨로 채집에 성공하면 높은 **평가치**를 얻어, 더 많은 보상을 받을 수 있는 의뢰도 있습니다.

지정된 채집 장소 위에는 의뢰 표시 아이콘이 붙습니다.

미니맵에도 채집 지점이 표시됩니다.",,,150702,1,0,0
592,,,,0,0,0,0
593,,,,0,0,0,0
594,,,,0,0,0,0
595,,,,0,0,0,0
596,,,,0,0,0,0
597,,,,0,0,0,0
598,,,,0,0,0,0
599,,,,0,0,0,0
600,"파티원이 받은 의뢰와 같은 의뢰를 가지고 있으면, 파티원이 의뢰를 시작할 때 동시에 의뢰를 시작하게 됩니다.

이를 **의뢰 협동**이라 하며, 의뢰를 달성하면 시작한 파티원과 동일한 보상을 얻을 수 있습니다.
",,,150761,1,0,0
601,,,,0,0,0,0
602,,,,0,0,0,0
603,,,,0,0,0,0
604,,,,0,0,0,0
605,,,,0,0,0,0
606,,,,0,0,0,0
607,,,,0,0,0,0
608,,,,0,0,0,0
609,,,,0,0,0,0
610,"현재 있는 곳 근처에서 돌발 임무가 발생하면 지도에 발생 위치가 표시됩니다.

해당 장소로 가면 돌발 임무에 참여할 수 있습니다.",,,150641,1,0,0
611,"지도에 표시된 아이콘을 보면 어떤 종류의 돌발 임무인지 알 수 있습니다.

지도에 표시된 아이콘에 마우스 커서를 올려 해당 돌발 임무 내용을 확인해보세요.",,,150642,1,0,0
612,"돌발 임무에 참가하면 할 일 목록에서 현재 발생한 돌발 임무의 제목과 과제, 권장 레벨을 확인할 수 있습니다.

권장 레벨과 자신의 레벨 차이가 크면 공헌도를 얻지 못하며, 돌발 임무가 끝난 후 보상이 지급되지 않습니다.",,,150643,1,0,0
613,"하지만 권장 레벨과 자신의 레벨 차이가 크더라도, **레벨 조율** 버튼을 누르면 자신의 레벨을 적정 레벨로 조정할 수 있습니다.

할 일 목록에서 내용을 확인하고 돌발 임무에 참가해보세요!",,,150644,1,0,0
614,,,,0,0,0,0
615,,,,0,0,0,0
616,,,,0,0,0,0
617,,,,0,0,0,0
618,,,,0,0,0,0
619,,,,0,0,0,0
620,"돌발 임무를 마치면 결과에 따라 보상을 받을 수 있습니다.

보상은 돌발 임무의 성공/실패 여부 및 공헌도에 따라 달라집니다.

어떤 보상을 받았는지는 팝업창으로 표시됩니다.",,,150661,1,0,0
621,"공헌도란, 돌발 임무의 목적을 달성하는 데에 얼마나 적극적으로 공헌했는지를 말합니다.

돌발 임무를 마치면 금, 은, 동으로 평가가 주어지며, 이에 따라 보상이 결정됩니다.
",,,150662,1,0,0
622,,,,0,0,0,0
623,,,,0,0,0,0
624,,,,0,0,0,0
625,,,,0,0,0,0
626,,,,0,0,0,0
627,,,,0,0,0,0
628,,,,0,0,0,0
629,,,,0,0,0,0
630,"**길드 작전**에서는 파티 전투를 가볍게 즐길 수 있습니다.

각 지역 특무대장과 대화하면 현재 참가 가능한 임무를 알려주며, 파티원 전원이 레벨과 직업 등 참가 조건을 충족하면 임무를 시작할 수 있습니다.",,,150711,1,0,0
631,"기존 길드 작전에 성공하고 레벨이 올라갈수록 새로운 길드 작전에 도전할 수 있습니다.

**임무 찾기**를 이용하면 파티원을 직접 모으지 않아도 어디서든 쉽게 참가할 수 있습니다.

본격적인 파티 플레이를 시작하기 전에 길드 작전에 참가해서 기초적인 파티 플레이를 익혀보세요.",,,150712,1,0,0
632,,,,0,0,0,0
633,,,,0,0,0,0
634,,,,0,0,0,0
635,,,,0,0,0,0
636,,,,0,0,0,0
637,,,,0,0,0,0
638,,,,0,0,0,0
639,,,,0,0,0,0
640,"길드 작전을 시작하면 임무에 대한 설명이 담긴 창이 나타납니다.

이 창에서 길드 작전의 전체 흐름과 공략에 필요한 정보를 확인할 수 있습니다.

설명을 잘 읽어본 후, 전투를 더욱 유리하게 진행해보세요.",,,150721,1,0,0
641,,,,0,0,0,0
642,,,,0,0,0,0
643,,,,0,0,0,0
644,,,,0,0,0,0
645,,,,0,0,0,0
646,,,,0,0,0,0
647,,,,0,0,0,0
648,,,,0,0,0,0
649,,,,0,0,0,0
650,"잠시 후 새로운 적이 나타납니다.

임무 중에 새로운 적이 나타난다면
출현 위치가 화면 효과로 미리 표시됩니다.

이 표시가 보이면 전투에 대비하세요!
",,,150731,1,0,0
651,,,,0,0,0,0
652,,,,0,0,0,0
653,,,,0,0,0,0
654,,,,0,0,0,0
655,,,,0,0,0,0
656,,,,0,0,0,0
657,,,,0,0,0,0
658,,,,0,0,0,0
659,,,,0,0,0,0
660,"작전 도중에 전투불능이 되면 시작 지점에서 부활할 수 있습니다.

재빨리 돌아가서 다시 싸우세요!
",,,150741,1,0,0
661,,,,0,0,0,0
662,,,,0,0,0,0
663,,,,0,0,0,0
664,,,,0,0,0,0
665,,,,0,0,0,0
666,,,,0,0,0,0
667,,,,0,0,0,0
668,,,,0,0,0,0
669,,,,0,0,0,0
670,"길드 작전이 멋지게 성공했습니다.

특무대장에게 가서 보상을 받으세요!
처음 성공했다면 보상이 추가됩니다.

아군이 한 명도 전투불능이 되지 않고 성공했을 때 역시 보상이 추가되므로, 되도록 많은 보상을 받을 수 있도록 노력합시다.",,,150751,1,0,0
671,,,,0,0,0,0
672,,,,0,0,0,0
673,,,,0,0,0,0
674,,,,0,0,0,0
675,,,,0,0,0,0
676,,,,0,0,0,0
677,,,,0,0,0,0
678,,,,0,0,0,0
679,,,,0,0,0,0
680,"현재 소속된 총사령부에서 다른 총사령부로 옮길 수 있게 되었습니다.
옮겨가고 싶은 총사령부의 인사 담당관과 대화해보세요.

소속을 옮기면 이전 총사령부에서 가지고 있던 군표가 사용 정지되며, 총사령부 전용 장비도 착용할 수 없습니다.
또한, **15일 동안** 소속을 옮길 수 없게 됩니다.
총사령부를 옮길 때는 신중하게 결정하세요!",,,151351,1,0,0
681,,,,0,0,0,0
682,,,,0,0,0,0
683,,,,0,0,0,0
684,,,,0,0,0,0
685,,,,0,0,0,0
686,,,,0,0,0,0
687,,,,0,0,0,0
688,,,,0,0,0,0
689,,,,0,0,0,0
690,"이제 **간이 제작**을 할 수 있습니다.

한 번이라도 제작한 적이 있는 아이템은 **간이 제작**을 통해 NQ(일반 품질) 완성품을 한꺼번에 대량으로 만들 수 있습니다.",,,151331,1,0,0
691,"먼저 **제작수첩**에 있는 **간이 제작 시작** 버튼을 눌러보세요.

다음으로 제작할 개수를 입력하고 '간이 제작 시작' 버튼을 누르면 간이 제작이 시작됩니다.",,,151332,1,0,0
692,"**간이 제작**이 시작되면 자동으로 제작이 진행되므로 기다리기만 하면 됩니다.

HQ 아이템 제작에는 적합하지 않지만, 대량의 NQ 아이템이 필요할 때는 간이 제작이 편리합니다.",,,151333,1,0,0
693,,,,0,0,0,0
694,,,,0,0,0,0
695,,,,0,0,0,0
696,,,,0,0,0,0
697,,,,0,0,0,0
698,,,,0,0,0,0
699,,,,0,0,0,0
700,"**제작자 클래스**는 **제작수첩**에서 만들고 싶은 아이템을 골라 **제작**할 수 있습니다.

제작수첩은 주 메뉴에 있는 **수첩**에서 열 수 있습니다.",,,150281,1,0,0
701,"제작수첩을 열고 제작자 클래스와 레벨대를 지정하면 제작할 수 있는 아이템 목록이 나타납니다.

목록에서 아이템을 고르면 제작을 시작할 수 있습니다.",,,150282,1,0,0
702,"아이템을 제작하려면 재료로 쓸 아이템이 필요합니다.

재료가 다 갖춰지지 않았다면 부족한 재료가 회색으로 표시됩니다.

필요한 재료를 모두 모으세요!",,,150283,1,0,0
703,,,,0,0,0,0
704,,,,0,0,0,0
705,,,,0,0,0,0
706,,,,0,0,0,0
707,,,,0,0,0,0
708,,,,0,0,0,0
709,,,,0,0,0,0
710,"아이템을 완성하려면 **작업** 기술을 실행해서 작업량을 채워야 합니다.

우선 '작업'을 실행해보세요.",,,150291,1,0,0
711,"'작업'을 진행할수록 재료의 **내구도**가 점점 줄어듭니다.

내구도가 0이 되기 전에 작업량을 모두 채우면 제작이 성공하여 아이템이 완성됩니다.",,,150292,1,0,0
712,"작업량을 모두 채우기 전에 재료 내구도가 0이 되면 제작이 실패합니다.
실패하면 사용한 재료를 잃게 되지만 몇몇 재료는 남을 수도 있습니다.

남은 재료를 재활용하면서 제작 실력을 키웁시다.",,,150293,1,0,0
713,"아이템을 완성하면, 제작 기록을 남기기 위해 제작수첩에 체크 표시로 기록됩니다.

처음으로 제작에 성공한 제작법은 추가 경험치가 주어지므로, 다양한 아이템을 제작하며 장인으로서 실력을 쌓으세요.",,,150294,1,0,0
714,"아이템을 완성하려면 **작업** 기술을 실행해서 작업량을 채워야 합니다.

우선 '작업'을 실행해보세요.",,,150295,1,0,0
715,,,,0,0,0,0
716,,,,0,0,0,0
717,,,,0,0,0,0
718,,,,0,0,0,0
719,,,,0,0,0,0
720,"제작자는 보통 아이템보다 성능이 좋은 **HQ 아이템**을 만들 수 있습니다.

HQ 아이템을 만들 확률은 제작 종료 시점의 **HQ 확률**에 따라 정해집니다.
HQ 확률은 제작 중에 **품질**을 올리면 높일 수 있습니다.",,,150301,1,0,0
721,"품질을 올리려면 **가공** 기술을 사용하세요.

단, **가공**을 실행하면 아이템 내구도가 떨어지므로 주의하시기 바랍니다.

**가공**을 사용하려면 충분한 **CP**가 필요합니다.",,,150302,1,0,0
722,"제작 중에 품질을 올리면 많은 경험치를 얻을 수 있습니다.

제작 중에는 품질을 올리는 것도 염두에 두고 진행하세요.",,,150303,1,0,0
723,"품질을 올리려면 **가공** 기술을 사용하세요.

단, **가공**을 실행하면 아이템 내구도가 떨어지므로 주의하시기 바랍니다.

**가공**을 사용하려면 충분한 **CP**가 필요합니다.",,,150304,1,0,0
724,,,,0,0,0,0
725,,,,0,0,0,0
726,,,,0,0,0,0
727,,,,0,0,0,0
728,,,,0,0,0,0
729,,,,0,0,0,0
730,"제작을 하다 보면 제작 상태가 '고품질' 또는 '최고품질'로 바뀔 때가 있습니다.

이때가 바로 품질을 높일 수 있는 기회입니다.",,,150581,1,0,0
731,"'최고품질'은 '고품질'보다 품질이 오르기 쉬운 상태입니다.

하지만 그다음에는 반드시 '저품질'로 상태가 바뀌며 이때는 품질이 잘 오르지 않으니 주의하세요.",,,150582,1,0,0
732,,,,0,0,0,0
733,,,,0,0,0,0
734,,,,0,0,0,0
735,,,,0,0,0,0
736,,,,0,0,0,0
737,,,,0,0,0,0
738,,,,0,0,0,0
739,,,,0,0,0,0
740,,,,0,0,0,0
741,,,,0,0,0,0
742,,,,0,0,0,0
743,,,,0,0,0,0
744,,,,0,0,0,0
745,,,,0,0,0,0
746,,,,0,0,0,0
747,,,,0,0,0,0
748,,,,0,0,0,0
749,,,,0,0,0,0
750,"기술을 쓰거나 전투불능이 되면 장비의 **내구도**가 떨어집니다.

내구도가 0%이 되면 모든 장비 성능이 무효가 됩니다.",,,150311,1,0,0
751,"장비의 내구도를 확인하려면 주 메뉴에서 **내 캐릭터**를 열어주세요.

현재 장비와 내구도를 나타내는 막대가 표시됩니다.",,,150312,1,0,0
752,"망치로 표시된 **수리공**을 찾아가면 손상된 장비를 수리할 수 있습니다.

장비가 완전히 망가지기 전에 틈날 때마다 수리해 주세요.",,,150313,1,0,0
753,,,,0,0,0,0
754,,,,0,0,0,0
755,,,,0,0,0,0
756,,,,0,0,0,0
757,,,,0,0,0,0
758,,,,0,0,0,0
759,,,,0,0,0,0
760,"제작자 클래스는 손상된 장비를 직접 수리할 수 있습니다.

장비를 수리하려면 먼저 수리할 장비를 선택한 다음, 세부 메뉴에서 **수리**를 선택하세요.",,,150321,1,0,0
761,"수리하고자 하는 장비에 따라 수리 가능한 **직업**과 **필요 레벨**이 정해져 있습니다.

또한, 수리를 실행하려면 상점에서 구할 수 있는 **암흑물질**이 필요합니다.",,,150322,1,0,0
762,,,,0,0,0,0
763,,,,0,0,0,0
764,,,,0,0,0,0
765,,,,0,0,0,0
766,,,,0,0,0,0
767,,,,0,0,0,0
768,,,,0,0,0,0
769,,,,0,0,0,0
770,"**HQ 아이템**을 손에 넣었습니다.

HQ 아이템은 품질이 좋은 아이템을 뜻하며, 보통 아이템보다 성능이 좋아 더욱 비싼 값에 팔 수도 있습니다.",,,150601,1,0,0
771,같은 아이템이라도 HQ 아이템은 일반 아이템과 하나로 겹쳐 정리할 수 없습니다.,,,150602,1,0,0
772,,,,0,0,0,0
773,,,,0,0,0,0
774,,,,0,0,0,0
775,,,,0,0,0,0
776,,,,0,0,0,0
777,,,,0,0,0,0
778,,,,0,0,0,0
779,,,,0,0,0,0
780,"**고유** 아이템을 손에 넣었습니다.

고유 아이템은 한 종류당 한 개만 소지할 수 있습니다.",,,150611,1,0,0
781,,,,0,0,0,0
782,,,,0,0,0,0
783,,,,0,0,0,0
784,,,,0,0,0,0
785,,,,0,0,0,0
786,,,,0,0,0,0
787,,,,0,0,0,0
788,,,,0,0,0,0
789,,,,0,0,0,0
790,장비한 아이템이 전투를 통해 자신에게 **귀속**되었습니다.,,,150621,1,0,0
791,귀속된 아이템은 장터에 팔거나 거래할 수 없습니다.,,,150622,1,0,0
792,,,,0,0,0,0
793,,,,0,0,0,0
794,,,,0,0,0,0
795,,,,0,0,0,0
796,,,,0,0,0,0
797,,,,0,0,0,0
798,,,,0,0,0,0
799,,,,0,0,0,0
800,"**장터**는 플레이어 간에 아이템을 사고파는 시장입니다.

아이템을 구매할 때는 장터 게시판에서 원하는 아이템을 찾아서 살 수 있지만, 판매할 때는 **집사**를 고용해야 합니다.",,,150471,1,0,0
801,"현재 어느 도시에 있든, 모든 도시의 장터에 나온 모든 아이템을 검색하고 구매할 수 있습니다.

아이템을 구매할 때에는 5%의 수수료가 부과됩니다.",,,150472,1,0,0
802,"어느 아이템이 좋은지 잘 모른다면 무리해서 장터를 이용할 필요는 없습니다.

상인이 파는 아이템으로는 만족할 수 없게 되면 다시 장터에 들러보세요!",,,150473,1,0,0
803,,,,0,0,0,0
804,,,,0,0,0,0
805,,,,0,0,0,0
806,,,,0,0,0,0
807,,,,0,0,0,0
808,,,,0,0,0,0
809,,,,0,0,0,0
810,"장터에서 아이템을 살 때는 우선 원하는 아이템을 검색하세요.

아이템 이름을 직접 입력하거나, 아이템 종류 혹은 장비 가능한 직업으로 검색할 수 있습니다.",,,150481,1,0,0
811,"《아이템 이름으로 검색》
예를 들어, 아이템 이름이 '멧돼지 뾰족신'이라면 검색 창에 '멧돼지 뾰족신'이라고 입력한 다음 '검색' 버튼을 누르세요.",,,150482,1,0,0
812,"《아이템 종류나 장비 조건으로 선택》
35레벨 궁술사가 장비할 수 있는 '발' 부위 방어구를 찾으려면, 발 방어구 아이콘을 선택한 다음 장비 레벨을 [35]로, 장비 클래스를 '궁술사'로 지정한 뒤 '검색' 버튼을 누르세요.",,,150483,1,0,0
813,"검색한 조건에 해당하는 아이템 목록이 표시되면 원하는 아이템을 고르세요.

아이템 이름 옆에 있는 숫자가 1 이상이라면 누군가 해당 아이템을 판매하려고 내놓은 것입니다.",,,150484,1,0,0
814,,,,0,0,0,0
815,,,,0,0,0,0
816,,,,0,0,0,0
817,,,,0,0,0,0
818,,,,0,0,0,0
819,,,,0,0,0,0
820,목록에서 아이템을 고르면 장터에 현재 매물로 나온 것 중에 가격이 낮은 것부터 차례로 나열됩니다.,,,150491,1,0,0
821,"상품을 정했다면, 그 자리에서 5%의 수수료를 추가로 지불하고 구입할 수 있습니다.",,,150492,1,0,0
822,,,,0,0,0,0
823,,,,0,0,0,0
824,,,,0,0,0,0
825,,,,0,0,0,0
826,,,,0,0,0,0
827,,,,0,0,0,0
828,,,,0,0,0,0
829,,,,0,0,0,0
830,"**집사**는 등록된 장터에서 아이템을 판매할 수 있습니다.

장터에 내놓은 아이템이 팔리면 판매가의 5%를 세금으로 지불해야 합니다.",,,150501,1,0,0
831,"장터에서 아이템을 판매하려면 팔고 싶은 아이템을 '출품 목록'에 등록하세요.

출품 등록 전에 상점 판매 시의 가격이 표시되며, 현재 장터의 시세와 비교해가며 직접 판매가를 정할 수 있습니다.",,,150502,1,0,0
832,"다른 플레이어에게 줄 수 없는 **거래 불가**, **귀속** 아이템은 장터에 **판매할 수 없으므로**, 유의하시기 바랍니다.",,,150503,1,0,0
833,,,,0,0,0,0
834,,,,0,0,0,0
835,,,,0,0,0,0
836,,,,0,0,0,0
837,,,,0,0,0,0
838,,,,0,0,0,0
839,,,,0,0,0,0
840,"**초인종**을 울리면 **집사**를 불러낼 수 있습니다.

집사는 플레이어 대신 아이템을 맡아 관리해주는 사람입니다.",,,150511,1,0,0
841,"집사를 고용할 수 있게 되면 그리다니아의 '파넬', 림사 로민사의 '프뤼드위브', 울다하의 '차차비'와 이야기하여 고용 절차를 진행할 수 있습니다.",,,150512,1,0,0
842,,,,0,0,0,0
843,,,,0,0,0,0
844,,,,0,0,0,0
845,,,,0,0,0,0
846,,,,0,0,0,0
847,,,,0,0,0,0
848,,,,0,0,0,0
849,,,,0,0,0,0
850,"집사는 플레이어 대신 아이템을 맡아 관리해주는 사람입니다.
집사를 통해 아이템을 장터에 판매할 수 있고, 집사 수행을 보내 아이템을 획득할 수도 있습니다.",,,150521,1,0,0
851,"집사 고용 절차는 파넬(그리다니아), 프뤼드위브(림사 로민사), 차차비(울다하)가 각 도시에 있는 장터에서 진행해줍니다.",,,150522,1,0,0
852,,,,0,0,0,0
853,,,,0,0,0,0
854,,,,0,0,0,0
855,,,,0,0,0,0
856,,,,0,0,0,0
857,,,,0,0,0,0
858,,,,0,0,0,0
859,,,,0,0,0,0
860,"집사를 불러내면 자신이 가진 아이템이나 길을 맡기거나 아이템을 장터에 판매할 수 있으며, 집사 수행을 보낼 수도 있습니다.",,,150531,1,0,0
861,"맡기고 싶은 아이템을 자신의 소지품에서 집사의 소지품으로 옮기면, 집사에게 아이템을 맡길 수 있습니다.

**겹치는 아이템 맡기기**를 선택하면, 이미 집사에게 맡긴 아이템 중 겹칠 수 있는 아이템을 플레이어의 소지품에서 찾아내어 한꺼번에 맡길 수 있습니다.",,,150532,1,0,0
862,,,,0,0,0,0
863,,,,0,0,0,0
864,,,,0,0,0,0
865,,,,0,0,0,0
866,,,,0,0,0,0
867,,,,0,0,0,0
868,,,,0,0,0,0
869,,,,0,0,0,0
870,"채집 장소 중에는 특수한 성질을 가진 곳이 있습니다.

이 성질은 플레이어가 특정 조건을 충족했을 때 발휘되며, 획득률, 획득 수 보너스 발생률, 채집 횟수/내구도, 획득 수를 올려줍니다.",,,150541,1,0,0
871,"특수한 성질을 발견하려면 각 채집가 직업의 특성을 익혀야 합니다.

채집 장소의 특성을 확인하며 채집을 효율적으로 진행해보세요.",,,150542,1,0,0
872,,,,0,0,0,0
873,,,,0,0,0,0
874,,,,0,0,0,0
875,,,,0,0,0,0
876,,,,0,0,0,0
877,,,,0,0,0,0
878,,,,0,0,0,0
879,,,,0,0,0,0
880,,,,0,0,0,0
881,,,,0,0,0,0
882,,,,0,0,0,0
883,,,,0,0,0,0
884,,,,0,0,0,0
885,,,,0,0,0,0
886,,,,0,0,0,0
887,,,,0,0,0,0
888,,,,0,0,0,0
889,,,,0,0,0,0
890,"원예가는 나무에서 아이템을 채집할 수 있습니다.

원예가가 벨 수 있는 나무를 **성목**이라고 합니다.",,,150231,1,0,0
891,"**원예가의 눈** 기술을 사용하면, 효과가 지속되는 동안 성목을 찾을 수 있습니다.

이때는 미니맵 위에도 성목의 위치가 표시됩니다.",,,150232,1,0,0
892,"성목을 찾으면 다가가서 조사해보세요.
아이템을 채집할 수 있습니다.",,,150233,1,0,0
893,"기술 **'원예가의 눈'**을
사용하면, 그 효과가 지속되는 동안
성목을 찾을 수 있습니다.

이때는 미니맵 위에도 성목의 위치가
표시됩니다.",,,150232,1,0,0
894,"성목을 찾으면 다가가서 조사해보세요.
아이템을 채집할 수 있습니다.",,,150233,1,0,0
895,,,,0,0,0,0
896,,,,0,0,0,0
897,,,,0,0,0,0
898,,,,0,0,0,0
899,,,,0,0,0,0
900,"광부는 광물을 캘 수 있고, 원예가는 나무를 벨 수 있습니다.

광맥이나 성목을 조사하여 아이템이 표시되면 그중 원하는 것을 고르세요.",,,150241,1,0,0
901,"채집에 성공하면 선택한 아이템을 얻습니다.

**획득력**을 높이면 아이템 획득률이 오릅니다.

채집가라면 획득력을 염두에 두고 장비를 갖추세요.",,,150242,1,0,0
902,"채집할 수 있는 아이템 목록은 종류에 따라 표시 위치가 정해져 있습니다.

예를 들어 나뭇가지는 아이템 목록 중 위에서 3번째에 표시됩니다.

이 규칙을 잘 알아두면 편리할 것입니다.",,,150243,1,0,0
903,,,,0,0,0,0
904,,,,0,0,0,0
905,,,,0,0,0,0
906,,,,0,0,0,0
907,,,,0,0,0,0
908,,,,0,0,0,0
909,,,,0,0,0,0
910,"광부나 원예가로 어떤 아이템을 채집할 수 있는지 **채집수첩**에서 확인할 수 있습니다.

주 메뉴의 **수첩**에서 채집수첩을 열어보세요.",,,150251,1,0,0
911,"채집한 적이 있는 아이템에는 체크 표시가 생깁니다.

새로운 체크 표시가 붙을 때마다 추가 경험치가 주어집니다.",,,150252,1,0,0
912,"채집수첩을 보면 각 아이템을 어디에서 채집할 수 있는지도 알 수 있습니다.

채집 지점은 어디에나 있는 것이 아닙니다.
채집수첩에서 원하는 아이템이 있는 곳을 찾아보세요!
",,,150253,1,0,0
913,,,,0,0,0,0
914,,,,0,0,0,0
915,,,,0,0,0,0
916,,,,0,0,0,0
917,,,,0,0,0,0
918,,,,0,0,0,0
919,,,,0,0,0,0
