#,Name,Description,Icon,ParamModifier,VFX,Log,Unknown0,MaxStacks,ClassJobCategory,StatusCategory,HitEffect,PartyListPriority,CanIncreaseRewards,ParamEffect,TargetType,Flags,Flag2,Unknown_70_1,Unknown2,LockMovement,Unknown3,LockActions,LockControl,Transfiguration,IsGaze,CanDispel,InflictedByActor,IsPermanent,NoLogVfx,Unknown5,CanStatusOff,IsFcBuff,Invisibility,Unknown6,Unknown_70_2,Unknown7
1068,서서히 침식,"적에게 사로잡혀 서서히 침식되는 상태.
대상에게서 눈을 돌리면 서서히 회복된다.",218721,300,20,0,0,4,1,2,17,200,0,13,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1069,침식,적에게 사로잡혀 침식된 상태.,215724,300,0,0,0,0,1,2,17,100,0,0,0,0,0,0,5,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1070,입방체,입방체로 변형된 상태. 받는 피해량이 감소한다.,215725,-10,0,0,89,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1071,삼각뿔,삼각뿔 형태로 변형된 상태. 회피력이 향상된다.,215726,10,0,0,89,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1072,가속도 폭탄,가속도 폭탄이 부착된 상태. 효과가 끝나는 시점에 움직이면 폭발한다.,215727,6234,24,0,0,0,1,2,17,200,0,0,0,23,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1073,소화점액,강산성 점액을 뒤집어써서 이동 속도가 느려진 상태. HP가 서서히 줄어든다.,215609,100,6,0,0,0,1,2,17,200,0,1,0,0,0,0,5,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1074,고통,무속성 피해로 HP가 서서히 줄어드는 상태.,217121,10,0,0,0,8,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1075,용인 형태,사룡 니드호그가 용인으로 변한 상태.,215731,0,0,0,69,0,1,1,16,0,0,2,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
1076,사룡 형태,사룡 니드호그가 진정한 모습을 드러낸 상태.,215732,0,0,0,69,0,1,1,16,0,0,2,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
1077,번개 사슬,번개 사슬에 묶여 HP가 서서히 줄어드는 상태.,215733,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1078,군표 증가,군표 획득량이 증가하는 상태.,216518,15,0,0,0,0,1,1,16,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1079,MGP 증가,맨더빌 골드 소서 포인트 획득량이 증가하는 상태.,216519,15,0,0,0,0,1,1,16,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1080,처치 경험치 상승,적 처치 시 획득 경험치가 증가하는 상태.,216513,15,0,0,0,0,1,1,16,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1081,채집 경험치 상승,채집 획득 경험치가 증가하는 상태.,216515,20,0,0,0,0,1,1,16,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1082,제작 경험치 상승,제작 획득 경험치가 증가하는 상태.,216516,20,0,0,0,0,1,1,16,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1083,결속도 증가량 향상,결속도가 더 잘 오르는 상태.,216509,3,0,0,0,0,1,1,16,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1084,식사 지속시간 연장,식사 효과의 지속시간이 연장된 상태.,216508,15,0,0,0,0,1,1,16,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1085,장비 소모 절감,장비의 내구도 감소량이 절감된 상태.,216510,30,0,0,0,0,1,1,16,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1086,지원병 출현율 상승,지원병 출현율이 상승한 상태.,216223,100,0,0,0,0,1,1,16,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1087,저주,"적에게 주는 피해량이 감소하는 상태. HP 자동회복이 무효화되며, HP가 서서히 줄어든다.",216821,-20,0,0,0,0,1,2,17,100,0,14,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1088,실명,어둠에 사로잡혀 명중률이 떨어진 상태.,215012,-20,0,0,0,0,1,2,10,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1089,최대 HP 감소,HP 최대치가 감소한 상태.,215076,-20,0,0,0,0,1,2,17,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1090,주는 피해량 감소,적에게 주는 피해량이 감소하는 상태.,215520,-20,0,0,0,0,1,2,17,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1091,헤이스트,"자동 공격 주기, 무기 기술 및 마법 시전 시간과 재사용 대기 시간이 줄어든 상태.",215008,-10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1092,능력 사용불가,능력을 사용할 수 없는 상태.,215015,0,0,0,0,0,1,2,15,1,0,19,0,24,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1093,최대 HP/MP 증가,HP와 MP 최대치가 증가한 상태.,215085,15,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1094,아이템 사용 금지,아이템 및 일부 특수 아이템을 사용할 수 없는 상태.,216822,0,0,0,0,0,1,2,17,50,0,16,0,24,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1095,전력 질주 금지,전력 질주를 사용할 수 없는 상태.,216823,0,0,0,41,0,1,2,17,50,0,17,0,24,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1096,밀쳐내기 금지,밀쳐내기와 끌어당기기 효과가 무효화되는 상태.,216824,0,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1097,HP 자연 회복 금지,HP 자연 회복이 무효화된 상태.,216825,0,0,0,0,0,1,2,17,50,0,14,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1098,에테르 방사,에테르를 방사하여 대상에게 부여한 상태.,215746,0,0,0,0,0,1,2,17,200,0,4,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1099,회복마법 효과 향상,회복마법 회복량이 증가한 상태.,215058,25,0,0,13,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1100,받는 피해량 감소,받는 피해량이 감소하는 상태.,215021,-15,0,0,40,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1101,두꺼비,두꺼비로 변한 상태.,215580,-99,0,0,69,0,1,2,0,100,0,2,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1102,닭,닭으로 변한 상태.,215640,-70,0,0,69,0,1,2,0,100,0,2,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1103,물요정,물요정으로 변한 상태.,215043,-40,0,0,69,0,1,2,0,100,0,2,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1104,은신,은신의 부적 효과로 적에게 발각되지 않는 상태.,216209,0,0,0,69,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1105,호박,호박으로 변한 상태.,215751,0,0,0,69,0,1,2,17,0,0,2,0,0,0,0,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1106,은신,적에게 발각되지 않는 상태.,216209,0,0,0,69,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1107,과중력,이동 속도가 느려진 상태.,215002,0,6,0,3,0,1,2,4,100,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1108,은신술,몸을 숨기고 이동 속도가 느려진 상태.,210607,0,0,0,0,0,1,1,16,100,0,1,1,2,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
1109,특수 저항,특수한 저항력을 가진 상태. 특정 공격을 제외한 모든 피해를 무효화한다.,216224,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1110,사룡의 발톱,사룡의 발톱에 묶인 상태. 받는 피해가 사룡의 발톱에 전해진다.,215734,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1111,사룡의 이빨,사룡의 이빨에 묶인 상태. 피해를 받으면 사룡의 이빨이 회복된다.,215735,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1112,이동 속도 향상,이동 속도가 향상된 상태.,210101,0,0,0,0,0,1,1,0,0,0,18,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1113,기술 실행 불가,기술을 실행할 수 없는 상태.,215045,0,0,0,0,0,1,2,17,100,0,19,0,24,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1114,질병,이동 속도 및 회복마법으로 받는 HP 회복 효과가 떨어진 상태.,215014,-20,0,0,0,0,1,2,17,100,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1115,사령의 선고,전투불능이 되거나 지속시간이 다하면 좀비로 변하는 상태.,215745,2406,0,0,0,0,1,2,9,200,0,0,0,25,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1116,헤이스트,"자동 공격 주기, 무기 기술 및 마법 시전 시간과 재사용 대기 시간이 줄어든 상태.",215008,-15,0,0,5,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1117,자상,찌르기속성 피해로 HP가 서서히 줄어드는 상태.,215522,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,2,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1118,탑승 중,사물에 탑승한 상태.,215743,0,0,0,0,0,1,1,16,100,0,20,3,0,0,0,0,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False
1119,시간 정지,시간이 정지한 상태.,215579,0,0,0,0,0,1,2,17,200,0,21,0,26,0,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1120,확정 판결: 명예형,명예형이 확정된 상태.,215738,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1121,확정 판결: 가중형,가중형이 확정된 상태.,215739,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1122,확정 판결: 단체형,단체형이 확정된 상태.,215740,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1123,확정 판결: 강제접근 명령,강제접근 명령이 확정된 상태.,215741,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1124,확정 판결: 접근금지 명령,접근금지 명령이 확정된 상태.,215742,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1125,특정 방향 무적,특정 방향에서 받는 공격을 무효화하는 상태.,215744,14,0,0,0,0,1,1,16,200,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1126,몸통 재생,몸통을 재생하는 상태. 효과가 끝나면 몸통이 재생된다.,218741,0,0,0,0,6,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1127,오른팔 재생,오른팔을 재생하는 상태. 효과가 끝나면 오른팔이 재생된다.,218761,0,0,0,0,6,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1128,왼팔 재생,왼팔을 재생하는 상태. 효과가 끝나면 왼팔이 재생된다.,218781,0,0,0,0,6,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1129,몸통 완성,몸통 재생이 완료된 상태.,215748,0,0,0,0,0,1,1,16,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1130,오른팔 완성,오른팔 재생이 완료된 상태.,215749,0,0,0,0,0,1,1,16,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1131,왼팔 완성,왼팔 재생이 완료된 상태.,215750,0,0,0,0,0,1,1,16,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1132,행동 주의,"효과가 끝날 때 자동 공격, 기술 사용, 이동 등 행동을 취하고 있으면 페널티를 받는 상태.",215747,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1133,열병,몸이 극도로 뜨거워진 상태. 행동을 할 때마다 불속성 피해를 받는다.,215647,100,19,0,0,0,1,2,17,99,0,0,0,23,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1134,물요정,물요정으로 변신한 상태. 기술을 실행할 수 없다.,215043,0,0,0,69,0,1,2,17,200,0,2,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1135,태양의 각인,태양의 각인이 새겨진 상태. ,215737,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1136,달의 각인,달의 각인이 새겨진 상태. ,215736,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1137,불속성 저항 감소[강],불속성 저항이 크게 떨어진 상태.,215595,-12,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1138,받는 마법 피해량 증가,마법 공격으로 받는 피해량이 증가하는 상태.,215057,10,0,0,38,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1139,주는 피해량 증가,적에게 주는 피해량이 증가하는 상태.,215519,10,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1140,부활,부활 마법을 받은 상태.,210406,0,0,0,100,0,1,1,16,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1141,과중력,이동 속도가 느려진 상태.,215002,0,0,0,3,0,1,2,4,100,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1142,에테르 방사,에테르를 방사하여 대상에게 부여한 상태.,215746,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1143,불의 각인,불의 각인이 새겨진 상태.,215758,1000,0,0,0,0,1,2,17,250,0,0,0,0,0,0,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1144,얼음의 각인,얼음의 각인이 새겨진 상태.,215759,1000,0,0,0,0,1,2,17,250,0,0,0,0,0,0,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1145,양날의 검,주는 피해량이 증가하지만 HP가 서서히 줄어드는 상태.,215754,20000,0,0,0,0,1,1,16,200,0,0,0,0,0,0,1,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1146,투지,"투지가 불타올라, 주는 피해량이 증가하고 HP가 서서히 회복되는 상태.",215755,10,0,0,0,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1147,그림자 족쇄,그림자 족쇄에 얽매여 이동 속도가 느려지고 HP가 서서히 줄어드는 상태.,215756,2000,25,0,0,0,1,2,4,200,0,1,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1148,그림자 손,그림자 손이 돋아난 상태.,215757,0,0,0,0,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1149,늑대심장,MP가 서서히 회복되며 이동 속도가 향상된 상태.,215752,200,0,0,0,0,1,1,0,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1150,빙결,몸이 얼어붙어 HP가 서서히 줄어들며 행동이 불가능한 상태. ,215637,50,18,0,0,0,1,2,17,100,0,0,0,32,0,0,5,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1151,요정막이,요정을 피할 수 있는 주술이 걸린 상태.,216209,0,0,0,0,0,1,1,16,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1152,밤눈,어두운 곳을 볼 수 있게 된 상태.,216207,0,0,0,0,0,1,1,16,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1153,구속,이동이 불가능한 상태.,215003,0,0,0,0,0,1,2,17,100,0,0,0,0,0,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1154,야수왕의 가호,야수왕의 가호를 받은 상태.,215760,300,0,0,0,0,1,1,16,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1155,에테르 강화,에테르가 강화되어 적에게 주는 피해량이 증가하는 상태.,215761,300,0,0,0,0,1,1,16,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1156,주는 마법 피해량 증가,마법 공격으로 주는 피해량이 증가하는 상태.,218481,10,0,0,37,16,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1157,물속성 저항 감소[강],물속성 저항이 크게 감소한 상태.,215698,-12,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1158,전투 조짐,전투가 벌어질 것을 감지하고 힘이 솟아나는 상태.,215762,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1159,고통의 각인,각인이 극심한 통증을 유발하여 HP가 서서히 줄어들고 받는 피해량이 증가하는 상태.,215643,100,0,0,0,0,1,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1160,약화 시약,약화 시약을 맞아 HP가 서서히 줄어드는 상태.,215517,100,0,0,0,0,1,2,1,10,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1161,주는 피해량 증가,적에게 주는 피해량이 증가하는 상태.,215519,10,0,0,39,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1162,고통의 각인,각인이 극심한 통증을 유발하여 HP가 서서히 줄어들고 받는 피해량이 증가하는 상태.,215643,100,0,0,0,0,1,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1163,명인의 발상,CP 최대치가 15 증가한 상태.,216119,15,0,0,0,0,33,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1164,교묘한 손놀림,한 공정 완료할 때마다 내구도가 5 회복되는 상태.,211651,0,0,0,49,0,33,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1165,첫 준비,CP 소비량이 간혹 감소하는 상태.,216121,0,0,0,0,0,33,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1166,어부의 눈,"작살질을 할 수 있는 장소가 보이며, 미니맵에도 표시되는 상태.",211107,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1167,상어의 눈,가장 가까운 어장의 위치가 미니맵에 표시되는 상태.,211108,0,0,0,86,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1168,상어의 눈 2,"자신이 채집할 수 있는 가장 레벨이 높은 어장의 위치를 알 수 있으며, 미니맵에도 표시되는 상태.",211109,0,0,0,86,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1169,노련한 교환,마지막에 채집한 어패류의 경계심을 높여서 잡히지 않게 하는 상태.,211110,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1170,막대한 포획,다음 채집 시 1회에 한해 획득 수가 증가하는 상태.,211111,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1171,자연의 은총,월척이 더 잘 잡히게 되는 상태.,211112,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1172,인양,보물지도를 획득할 수 있는 상태.,211113,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1173,바다의 탐구자,가장 가까이에 있는 '숨은 물고기'의 위치가 미니맵에 표시되는 상태.,211114,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1174,중재,받는 피해량이 감소하는 상태.,212511,-10,0,0,0,0,20,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1175,결연한 수호자,받는 피해량을 감소시키는 보호막을 펼친 상태.,212512,100,0,0,0,0,1,1,16,0,0,4,0,27,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1176,수호자의 결의,받는 피해량이 감소하는 상태.,212513,-10,0,0,0,0,20,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1177,원초의 해방,"**참수**와 **섬멸** 사용 시 원초를 소비하지 않으며, 반드시 극대화 직격으로 적중하는 상태.
극대화 또는 직격 발동률 증가 효과 적용 중에는 주는 피해량이 증가한다.",217247,0,0,0,0,3,1,1,16,0,2,27,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1178,흑야,받는 피해량이 일부 감소하는 상태.,213118,100,0,0,0,0,98,1,16,60,0,0,0,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1179,금강의 극의,받는 피해량이 일부 감소하는 상태.,212527,-20,0,0,0,0,21,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1180,금강의 결의,지속적으로 HP가 회복되는 상태.,212531,10,0,0,0,0,21,1,27,5,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
1181,홍련의 극의,적에게 주는 피해량이 증가하는 상태.,212528,0,0,0,0,0,1,1,16,0,0,22,0,18,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1182,도원결의: 투기,무기 기술 또는 마법 공격이 명중하면 도원결의를 시전한 몽크에게 일정 확률로 '투기'가 부여되는 상태.,212529,10,0,0,0,0,21,1,16,0,0,0,0,5,0,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
1183,용의 오른눈,적에게 주는 피해량이 증가하는 상태.,212581,10,0,0,0,0,23,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1184,용의 왼눈,용기사의 힘을 나누어 받아 적에게 주는 피해량이 증가하는 상태.,212582,10,0,0,0,0,23,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
1185,도원결의: 공격,적에게 주는 피해량이 증가하는 상태.,212532,10,0,0,0,0,21,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1186,천지인,인술을 연속해서 사용할 수 있는 상태.,212911,10,0,0,0,0,1,1,16,0,2,0,0,27,24,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1187,방랑 음악가의 담시곡,최대 HP가 증가하는 상태.,212612,10,0,0,0,0,24,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1188,극대화율 증가,극대화 발동률이 증가한 상태.,212613,2,0,0,0,0,24,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1189,방랑 음악가의 찬가,물리 공격으로 받는 피해량이 감소하는 상태.,212614,-10,0,0,0,0,24,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1190,방랑 음악가의 무곡,마법 공격으로 받는 피해량이 감소하는 상태.,212615,-10,0,0,0,0,24,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1191,철벽 방어,"받는 피해량이 감소하고, 자신이 받는 HP 회복 효과가 증가하는 상태.",213911,-10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1192,재활,받는 회복마법의 HP 회복 효과가 향상된 상태.,213912,20,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1193,앙갚음,적에게 주는 피해량이 감소하는 상태.,213901,-10,0,0,158,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1194,간파,받아넘기기 발동률이 증가한 상태.,213902,20,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1195,견제,물리 공격과 마법 공격으로 주는 피해량이 감소하는 상태.,213904,-10,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1196,철책,물리 공격으로 받는 피해량이 감소하는 상태.,213905,-10,0,0,0,0,115,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1197,책략가,TP가 서서히 회복되는 상태.,213906,10,0,0,0,0,115,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
