#,Singular,Plural,Name,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Unknown1,Quest,Icon,Action,StackSize,Category,CastTime,CastTimeline,Timeline
2000663,화려한 꽃장식,화려한 꽃장식,화려한 꽃장식,0,0,0,1,0,0,False,66390,22631,1,3,1,3,0,0
2000664,바커스의 술잔,바커스의 술잔,바커스의 술잔,0,0,0,1,0,0,False,66390,25057,1,2,1,3,0,0
2000665,블루이딘에게 보내는 편지,상관에게 보내는 편지 (임시),블루이딘에게 보내는 편지,0,0,0,1,0,0,False,66394,25918,1,1,1,3,0,0
2000666,큼지막한 온수송어,강 물고기 (임시),큼지막한 온수송어,0,0,0,1,0,0,False,66395,29204,1,1,1,3,0,0
2000667,큼지막한 송어구이,생선구이 (임시),큼지막한 송어구이,0,0,0,1,0,0,False,66395,24301,1,3,1,3,0,0
2000668,골렘의 영혼석,골렘의 핵 (임시),골렘의 영혼석,0,0,0,1,0,0,False,66397,21202,1,1,1,3,0,0
2000669,벨로키랍토르 발톱,날개도마뱀의 발톱 (임시),벨로키랍토르 발톱,0,0,0,1,0,0,False,66398,22301,1,3,1,3,0,0
2000670,거대한 포대,사냥용 그물 (임시),거대한 포대,0,0,0,1,0,0,False,66399,22029,1,1,1,1,0,0
2000671,커얼이 들어있는 포대,커얼이 든 그물 (임시),커얼이 들어있는 포대,0,0,0,1,0,0,False,66399,25919,1,1,1,3,0,0
2000672,작은 불씨,폭약 (임시),작은 불씨,0,0,0,1,0,0,False,66401,25911,1276,3,1,1,0,3
2000673,도롱뇽 기름,도롱뇽 기름( 임시),도롱뇽 기름,0,0,0,1,0,0,False,66402,22603,1,4,1,3,0,0
2000674,양념포도주,차가운 포도주 (임시),양념포도주,0,0,0,1,0,0,False,66403,25057,1,1,1,3,0,0
2000675,뜨끈포도주,뜨거운 포도주 (임시),뜨끈포도주,0,0,0,1,0,0,False,66403,25057,1,4,1,3,0,0
2000676,청동호수의 냉수,얼음 (임시),청동호수의 냉수,0,0,0,1,0,0,False,66404,22614,1,3,1,3,0,0
2000677,망가진 조리기구,망가진 조리기구,망가진 조리기구,0,0,0,1,0,0,False,66407,25055,1,1,1,3,0,0
2000678,끝이 뾰족한 정,끝이 뾰족한 정,끝이 뾰족한 정,0,0,0,1,0,0,False,66408,23103,1,1,1,3,0,0
2000679,작은 펜치,작은 펜치,작은 펜치,0,0,0,1,0,0,False,66408,35251,1,1,1,3,0,0
2000680,수리된 시계,수리된 시계,수리된 시계,0,0,0,1,0,0,False,66408,21002,1,1,1,3,0,0
2000681,방충향,벌레 퇴치용 향 (임시),방충향,0,0,0,1,0,0,False,66409,23001,1,4,1,3,0,0
2000682,동전이 든 가죽주머니,사제의 수금용 주머니 (임시),동전이 든 가죽주머니,0,0,0,1,0,0,False,66411,25919,1,1,1,3,0,0
2000683,동전이 든 가죽주머니,조조르의 수금용 주머니 (임시),동전이 든 가죽주머니,0,0,0,1,0,0,False,66411,25919,1,1,1,3,0,0
2000684,계피 쿠키,신부님이 좋아하는 과자 (임시),계피 쿠키,0,0,0,1,0,0,False,66411,24007,1,1,1,3,0,0
2000685,새벽의 혈맹원 유해,새벽의 혈맹원 유해,새벽의 혈맹원 유해,0,0,0,1,0,0,False,66412,26024,1,4,1,3,0,0
2000686,노라크시아의 유해,노라크시아의 유해,노라크시아의 유해,0,0,0,1,0,0,False,66412,26024,1,1,1,3,0,0
2000687,소박한 삼베,법의를 만드는 천 (임시),소박한 삼베,0,0,0,1,0,0,False,66416,21601,1,1,1,3,0,0
2000688,사보텐더 델 솔의 과육,사보텐더 델 솔의 과육,사보텐더 델 솔의 과육,0,0,0,1,0,0,False,66417,25214,1,1,1,3,0,0
2000689,사보텐더 주스,사보텐더 주스,사보텐더 주스,0,0,0,1,0,0,False,66417,24406,1,1,1,3,0,0
2000690,썩은 도도 고기,미끼 고기 (임시),썩은 도도 고기,0,0,0,1,0,0,False,66421,24353,1,1,1,3,0,0
2000691,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000692,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000693,빼앗긴 짐,빼앗긴 짐,빼앗긴 짐,0,0,0,1,0,0,False,66425,21003,1,1,1,3,0,0
2000694,빼앗긴 짐,빼앗긴 짐,빼앗긴 짐,0,0,0,1,0,0,False,66425,21003,1,1,1,3,0,0
2000695,빼앗긴 짐,빼앗긴 짐,빼앗긴 짐,0,0,0,1,0,0,False,66425,21003,1,1,1,3,0,0
2000696,빼앗긴 짐,빼앗긴 짐,빼앗긴 짐,0,0,0,1,0,0,False,0,21003,1,1,1,3,0,0
2000697,오르슈팡에게 보내는 편지,오르슈팡에게 보내는 편지,오르슈팡에게 보내는 편지,0,0,0,1,0,0,False,66426,25918,1,1,1,3,0,0
2000698,모닥불용 장작,장작 (임시),모닥불용 장작,0,0,0,1,0,0,False,66428,27281,1,8,1,3,0,0
2000699,신선한 양 등심,검은양 고기 (임시),신선한 양 등심,0,0,0,1,0,0,False,66429,25153,1,12,1,3,0,0
2000700,질 좋은 검은양 가죽,검은 양털 (임시),질 좋은 검은양 가죽,0,0,0,1,0,0,False,66429,21820,1,12,1,3,0,0
2000701,은색 반지,유품 반지 (임시),은색 반지,0,0,0,1,0,0,False,66430,54403,1,1,1,3,0,0
2000702,둔탁하게 빛나는 나이프,오래 쓴 단검 (임시),둔탁하게 빛나는 나이프,0,0,0,1,0,0,False,66434,30363,1,1,1,3,0,0
2000703,흰눈늑대 가죽,은백색 털가죽 (임시),흰눈늑대 가죽,0,0,0,1,0,0,False,66435,21819,1,4,1,3,0,0
2000704,튼튼한 밧줄,양 포획용 밧줄 (임시),튼튼한 밧줄,0,0,0,1,0,0,False,66437,26103,1,1,1,3,0,0
2000705,붙잡힌 세바스찬,포획된 양 (임시),붙잡힌 세바스찬,0,0,0,1,0,0,False,66437,21003,1,1,1,3,0,0
2000706,작은 불씨,불씨 (임시),작은 불씨,0,0,0,1,0,0,False,66438,25911,1,5,1,3,0,0
2000707,장막주목나무 원목,가을박 마을에서 나는 목재 (임시),장막주목나무 원목,0,0,0,1,0,0,False,66440,22401,1,1,1,3,0,0
2000708,이조도렐에게 보내는 편지,용병대장에게 보내는 편지 (임시),이조도렐에게 보내는 편지,0,0,0,1,0,0,False,66441,26151,1,1,1,3,0,0
2000709,봄의 가운뎃손가락,폭탄 (임시),봄의 가운뎃손가락,0,0,0,1,0,0,False,66444,30351,1,1,1,3,0,0
2000710,벨먼트에게 보내는 편지,이크살에 관한 조사 보고서 (임시),벨먼트에게 보내는 편지,0,0,0,1,0,0,False,66445,26151,1,1,1,3,0,0
2000711,용안의 묵주,용안의 묵주 (임시),용안의 묵주,0,0,0,1,0,0,False,66447,21002,1,2,1,3,0,0
2000712,학자 의복 개론,유령꽃 떡잎 (임시),학자 의복 개론,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000713,유령꽃 떡잎,학자의 연구 자료 (임시),유령꽃 떡잎,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000714,정제된 청린수,청린수 원액 (임시),정제된 청린수,0,0,0,1,0,0,False,0,22606,1,1,1,3,0,0
2000715,니메이아 백합 꽃다발,꽃 (임시),니메이아 백합 꽃다발,0,0,0,1,0,0,False,66457,22627,1,1,1,3,0,0
2000716,성 다니펜의 미주,용머리 벌판의 술 (임시),성 다니펜의 미주,0,0,0,1,0,0,False,66449,25057,1,1,1,3,0,0
2000717,크리스탈 구슬,연인의 유품 (임시),크리스탈 구슬,0,0,0,1,0,0,False,66450,21280,1,3,1,3,0,0
2000718,미스릴 묵주,로자리오 (임시),미스릴 묵주,0,0,0,1,0,0,False,66451,25919,1,1,1,3,0,0
2000719,오래된 서책,수상한 고서 (임시),오래된 서책,0,0,0,1,0,0,False,66452,26002,1,1,1,3,0,0
2000720,관측 기록 '1572년 제6권',관측 기록 '1572년 제6권',관측 기록 '1572년 제6권',0,0,0,1,0,0,False,66453,26002,1,1,1,3,0,0
2000721,오르슈팡이 쓴 편지,오르슈팡이 쓴 편지,오르슈팡이 쓴 편지,0,0,0,1,0,0,False,66453,25918,1,1,1,3,0,0
2000722,프란셀이 쓴 편지,프란셀이 쓴 편지,프란셀이 쓴 편지,0,0,0,1,0,0,False,66453,25918,1,1,1,3,0,0
2000723,아유나르트 가로 보내는 서찰,아유나르트 가로 보내는 서찰,아유나르트 가로 보내는 서찰,0,0,0,1,0,0,False,66462,26151,1,1,1,3,0,0
2000724,흙도롱뇽 꼬리고기,흙도롱뇽 꼬리고기,흙도롱뇽 꼬리고기,0,0,0,1,0,0,False,66463,25152,1,1,1,3,0,0
2000725,흙도롱뇽 스테이크,흙도롱뇽 스테이크,흙도롱뇽 스테이크,0,0,0,1,0,0,False,66463,24352,1,3,1,3,0,0
2000726,이단자의 유품,이단자가 남긴 짐 (임시),이단자의 유품,0,0,0,1,0,0,False,66464,25919,1,1,1,3,0,0
2000727,×大審門の瓦礫（未使用）,,,0,0,0,1,0,0,False,0,21003,1,1,1,3,0,0
2000728,친칠라 기름,그리폰 기름 (임시),친칠라 기름,0,0,0,1,0,0,False,66468,22603,1,4,1,3,0,0
2000729,드래곤족의 비늘,드래곤의 비늘 (임시),드래곤족의 비늘,0,0,0,1,0,0,False,66469,22251,1,1,1,3,0,0
2000730,쥐 시체,쥐의 시체 (임시),쥐 시체,0,0,0,1,0,0,False,66470,25919,1,1,1,3,0,0
2000731,울다하제 연금약,고가의 약 (임시),울다하제 연금약,0,0,0,1,0,0,False,66471,20646,1,1,1,3,0,0
2000732,얼음 정령의 핵,얼음 정령의 핵,얼음 정령의 핵,0,0,0,1,0,0,False,66473,21266,1,6,1,3,0,0
2000733,피투성이가 된 편지,피투성이가 된 편지,피투성이가 된 편지,0,0,0,1,0,0,False,66475,26151,1,1,1,3,0,0
2000734,파손된 무기,망가진 무기 (임시),파손된 무기,0,0,0,1,0,0,False,66478,30435,1,5,1,3,0,0
2000735,강화 열광약,몸이 따뜻해지는 약 (임시),강화 열광약,0,0,0,1,0,0,False,66479,20663,1,1,1,3,0,0
2000736,지하감옥 열쇠,감옥 열쇠 (임시),지하감옥 열쇠,0,0,0,1,0,0,False,66480,25903,1,1,1,3,0,0
2000737,무거운 쇄빙 곡괭이,얼어붙은 눈을 깨는 곡괭이 (임시),무거운 쇄빙 곡괭이,0,0,0,1,0,0,False,66484,38001,1,1,1,3,0,0
2000738,긴급용 브랜디,보급 물자 (임시),긴급용 브랜디,0,0,0,1,0,0,False,66486,25057,1,1,1,3,0,0
2000739,튼튼한 밧줄,밧줄 (임시),튼튼한 밧줄,0,0,0,1,0,0,False,66487,26103,1,1,1,3,0,0
2000740,옹기 항아리,옹기 항아리,옹기 항아리,0,0,0,1,0,0,False,66490,22603,1,1,1,3,0,0
2000741,절령체 항아리,절령체 항아리,절령체 항아리,0,0,0,1,0,0,False,66491,22603,1,1,1,3,0,0
2000742,채석용 망치,채석용 망치,채석용 망치,0,0,0,1,0,0,False,66492,38051,1,1,1,3,0,0
2000743,금복실털의 생피,엄청 폭신한 하얀 가루 (임시),금복실털의 생피,0,0,0,1,0,0,False,66493,22601,1,5,1,3,0,0
2000744,크리스탈 석영,크리스탈 석영 (임시),크리스탈 석영,0,0,0,1,0,0,False,66494,20664,1,5,1,3,0,0
2000745,황금빛 깃털,황금빛 깃털,황금빛 깃털,0,0,0,1,0,0,False,66497,21901,1,1,1,3,0,0
2000746,빈 포도주병,빈 병 (임시),빈 포도주병,0,0,0,1,0,0,False,66501,25057,1,1,1,3,0,0
2000747,난파선의 포도주,포도주가 든 병 (임시),난파선의 포도주,0,0,0,1,0,0,False,66501,25057,1,1,1,3,0,0
2000748,동방의 향신료,향신료 (임시),동방의 향신료,0,0,0,1,0,0,False,66502,25919,1,1,1,3,0,0
2000749,꽃꿀 향수,꽃꿀로 만든 향료 (임시),꽃꿀 향수,0,0,0,1,0,0,False,66506,20623,1,1,1,3,0,0
2000750,실프나리꽃 씨앗,식물의 씨앗(임시),실프나리꽃 씨앗,0,0,0,1,0,0,False,66506,25919,1,3,1,3,0,0
2000751,바람 정령의 핵,바람 정령의 핵 (임시),바람 정령의 핵,0,0,0,1,0,0,False,66509,21262,1,4,1,3,0,0
2000752,적심석,적심석,적심석,0,0,0,1,0,0,False,66510,21253,1,1,1,3,0,0
2000753,편속성 크리스탈,편속성 크리스탈,편속성 크리스탈,0,0,0,1,0,0,False,66511,20649,1,1,1,3,0,0
2000754,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000755,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000756,심령체 촉매,위스프 결정 (임시),심령체 촉매,0,0,0,1,0,0,False,66523,25919,1,1,1,3,0,0
2000757,플라스마 덩어리 촉매,거대한 위스프 결정 (임시),플라스마 덩어리 촉매,0,0,0,1,0,0,False,66523,25919,1,9,1,3,0,0
2000758,야영지 물자,보관되어있던 자재 (임시),야영지 물자,0,0,0,1,0,0,False,66525,21003,1,3,1,3,0,0
2000759,화려한 편지,α에게 보내는 편지 (임시),화려한 편지,0,0,0,1,0,0,False,66527,25918,1,1,1,3,0,0
2000760,꽃을 곁들인 편지,β에게 보내는 편지 (임시),꽃을 곁들인 편지,0,0,0,1,0,0,False,66527,25918,1,1,1,3,0,0
2000761,수수한 편지,θ에게 보내는 편지 (임시),수수한 편지,0,0,0,1,0,0,False,66527,25918,1,1,1,3,0,0
2000762,날카롭고 뾰족한 크리스탈,상징물의 파편 (임시),날카롭고 뾰족한 크리스탈,0,0,0,1,0,0,False,66531,20649,1,4,1,3,0,0
2000763,흙도롱뇽 간,도롱뇽 고기 (임시),흙도롱뇽 간,0,0,0,1,0,0,False,66534,22602,1,5,1,3,0,0
2000764,엉킨덩굴쇠뜨기말 뿌리,모르도나 백합 (임시),엉킨덩굴쇠뜨기말 뿌리,0,0,0,1,0,0,False,66535,25005,1,8,1,3,0,0
2000765,그을린 장갑판,장갑 파편 (임시),그을린 장갑판,0,0,0,1,0,0,False,66536,21003,1,8,1,3,0,0
2000766,번개파동 측정기,번개파동 측정기,번개파동 측정기,0,0,0,1,0,0,False,66537,21002,1,1,1,3,0,0
2000767,손상된 제국군 제복,손상된 제국군 제복,손상된 제국군 제복,0,0,0,1,0,0,False,66539,42345,1,3,1,3,0,0
2000768,손상된 제국군 투구,손상된 제국군 투구,손상된 제국군 투구,0,0,0,1,0,0,False,66539,40128,1,3,1,3,0,0
2000769,수선된 제국군 제복,수선된 제국군 제복,수선된 제국군 제복,0,0,0,1,0,0,False,66539,42345,1,3,1,3,0,0
2000770,수선된 제국군 투구,수선된 제국군 투구,수선된 제국군 투구,0,0,0,1,0,0,False,66539,40128,1,3,1,3,0,0
2000771,제국식 발연통,제국식 발연통,제국식 발연통,0,0,0,1,0,0,False,66540,25019,1,1,1,3,0,0
2000772,마법 인형의 핵,마법 인형의 핵,마법 인형의 핵,0,0,0,1,0,0,False,66541,25919,1,1,1,3,0,0
2000773,제국군 인증 열쇠,제국군 인증 열쇠,제국군 인증 열쇠,0,0,0,1,0,0,False,66057,26014,1,1,1,3,0,0
2000774,말파리 날개,말파리 날개 (임시),말파리 날개,0,0,0,1,0,0,False,66547,21951,1,3,1,3,0,0
2000775,붉은 제비 목걸이,인식표 (임시),붉은 제비 목걸이,0,0,0,1,0,0,False,66554,54809,1,4,1,3,0,0
2000776,수제 폭탄,발파용 화약 (임시),수제 폭탄,0,0,0,1,0,0,False,66555,26015,1276,3,1,1,0,3
2000777,신형 연금솥 파괴작전 보고서,보고서 (임시),신형 연금솥 파괴작전 보고서,0,0,0,1,0,0,False,66556,26151,1,1,1,3,0,0
2000778,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000779,24온즈 폭약,발파용 화약 (임시),24온즈 폭약,0,0,0,1,0,0,False,66558,26015,1276,1,1,1,0,3
2000780,우씨족의 연고,상처 치료제 (임시),우씨족의 연고,0,0,0,1,0,0,False,66559,22603,1,3,1,3,0,0
2000781,흑와단의 보급품,배에 실을 짐 1 (임시),흑와단의 보급품,0,0,0,1,0,0,False,66562,21003,1,1,1,3,0,0
2000782,수제 폭탄,크리스탈 파괴용 폭탄 (임시),수제 폭탄,0,0,0,1,0,0,False,66571,26015,1276,3,1,1,0,3
2000783,흑와단 군용 식량,보급 물자 (임시),흑와단 군용 식량,0,0,0,1,0,0,False,66567,24111,1,2,1,3,0,0
2000784,쫄깃한 회,해파리 회 (임시),쫄깃한 회,0,0,0,1,0,0,False,66569,25156,1,8,1,3,0,0
2000785,바실리스크 고기,바실리스크 고기,바실리스크 고기,0,0,0,1,0,0,False,66575,25154,1,3,1,3,0,0
2000786,바실리스크 스튜,바실리스크 스튜,바실리스크 스튜,0,0,0,1,0,0,False,66575,24107,1,3,1,3,0,0
2000787,불멸대 제식검,불멸대가 사용하는 검 (임시),불멸대 제식검,0,0,0,1,0,0,False,66576,21003,1,1,1,3,0,0
2000788,그레네이드 발톱,연금약 재료 (임시),그레네이드 발톱,0,0,0,1,0,0,False,66577,30351,1,1,1,3,0,0
2000789,포션 칵테일,응급약 (임시),포션 칵테일,0,0,0,1,0,0,False,66580,20684,1,4,1,3,0,0
2000790,아리만의 각막,아리만의 간 (임시),아리만의 각막,0,0,0,1,0,0,False,66581,22605,1,6,1,3,0,0
2000791,하얀 늑대 관문 통행허가증,통행허가증 (임시),하얀 늑대 관문 통행허가증,0,0,0,1,0,0,False,66338,26153,1,1,1,3,0,0
2000792,학자 의복 개론,학자 의복 연구 자료 (임시),학자 의복 개론,0,0,0,1,0,0,False,66636,26002,1,1,1,3,0,0
2000793,유령꽃 떡잎,유령꽃 열매 (임시),유령꽃 떡잎,0,0,0,1,0,0,False,66636,25010,1,1,1,3,0,0
2000794,미완성된 학자의 의복,재단된 영혼비단 천 (임시),미완성된 학자의 의복,0,0,0,1,0,0,False,66636,23154,1,3,1,3,0,0
2000795,아 토와 칸트의 유골,너덜너덜한 천조각 (임시),아 토와 칸트의 유골,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000796,훈련용 나무상자,훈련용 나무상자,훈련용 나무상자,0,0,0,1,0,0,False,65991,21003,1,1,1,3,0,0
2000797,숨겨진 편지,고대문자가 새겨진 뼛조각 (임시),숨겨진 편지,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000798,새 마도서,새 마도서 (임시),새 마도서,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000799,크리햐의 편지,크리햐가 보낸 지령서 (임시),크리햐의 편지,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000800,팔팔한 청어,갓 낚아올린 생선 (임시),팔팔한 청어,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000801,특제 장어파이,특제 장어파이,특제 장어파이,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000802,동전이 가득 든 자루,동전이 가득 든 자루,동전이 가득 든 자루,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000803,의문의 가죽주머니,의문의 가죽주머니,의문의 가죽주머니,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000804,엘드기스의 파레오,엘드기스의 파레오 (임시),엘드기스의 파레오,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000805,비장의 포도주,비장의 포도주,비장의 포도주,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000806,특제 채소전골,야니 특제 채소전골 (임시),특제 채소전골,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000807,게바의 목장식,게바의 목장식,게바의 목장식,0,0,0,1,0,0,False,65602,54840,1,1,1,3,0,0
2000808,샤토토의 마석,샤토토의 마석 (임시),샤토토의 마석,0,0,0,1,0,0,False,66609,26009,1,1,1,3,0,0
2000809,요마의 신선한 피,Lv35 마물의 피 (임시),요마의 신선한 피,0,0,0,1,0,0,False,66610,22601,1,1,1,3,0,0
2000810,요마의 신선한 피,Lv40 마물의 피 1 (임시),요마의 신선한 피,0,0,0,1,0,0,False,66611,22601,1,1,1,3,0,0
2000811,요마의 신선한 피,Lv40 마물의 피 2 (임시),요마의 신선한 피,0,0,0,1,0,0,False,66611,22601,1,1,1,3,0,0
2000812,아말쟈의 생피,아말쟈의 피 (임시),아말쟈의 생피,0,0,0,1,0,0,False,66613,22601,1,1,1,3,0,0
2000813,뿌크노 뽀키의 부적,뿌크노 뽀키의 부적 (임시),뿌크노 뽀키의 부적,0,0,0,1,0,0,False,66621,26007,1,1,1,3,0,0
2000814,용의 피리,용의 피리,용의 피리,0,0,0,1,0,0,False,66606,22205,1,1,1,3,0,0
2000815,드래곤족 졸개의 머리뼈,드래곤족 졸개의 머리뼈,드래곤족 졸개의 머리뼈,0,0,0,1,0,0,False,66606,22201,1,1,1,3,0,0
2000816,몽크의 증표,별모양 돌 (임시),몽크의 증표,0,0,0,1,0,0,False,66597,26004,1,1,1,3,0,0
2000817,에테르 계측기,Lv30 에테르 계측기 (임시),에테르 계측기,0,0,0,1,0,0,False,66598,21003,1,1,1,3,0,0
2000818,에테르 계측기,Lv40 에테르 계측기 (임시),에테르 계측기,0,0,0,1,0,0,False,66599,21003,1,1,1,3,0,0
2000819,에테르 계측기,위다르겔트의 에테르 계측기 (임시),에테르 계측기,0,0,0,1,0,0,False,66599,21003,1,1,1,3,0,0
2000820,에테르 계측기,Lv45 에테르 계측기 (임시),에테르 계측기,0,0,0,1,0,0,False,66600,21003,1,1,1,3,0,0
2000821,망자의 유해,부정한 유해,망자의 유해,0,0,0,1,0,0,False,66591,20406,1,1,1,3,0,0
2000822,신비한 크리스탈,수수께끼의 사나이에게 받은 크리스탈 (임시),신비한 크리스탈,0,0,0,1,0,0,False,66591,26003,1,1,1,3,0,0
2000823,콩이 든 주머니,훈련 호출용 고기 (임시),콩이 든 주머니,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000824,용의 피리,용의 피리,용의 피리,0,0,0,1,0,0,False,66607,22205,1,1,1,3,0,0
2000825,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000826,갓 딴 벌꿀,갓 딴 벌꿀,갓 딴 벌꿀,0,0,0,1,0,0,False,66244,25102,1,1,1,3,0,0
2000827,짙은 녹색 물약,짙은 녹색 물약,짙은 녹색 물약,0,0,0,1,0,0,False,66294,22606,1,3,1,3,0,0
2000828,새매알 수프,버스카론 명물 매운 수프(임시),새매알 수프,0,0,0,1,0,0,False,66263,24111,306,1,1,3,0,0
2000829,개미귀신 산,개미귀신 산,개미귀신 산,0,0,0,1,0,0,False,66316,22614,306,1,1,3,0,0
2000830,녹색 연금약,게 필살 아이템 (임시),녹색 연금약,0,0,0,1,0,0,False,66370,20683,306,1,1,3,0,0
2000831,젖뿌리,젖뿌리,젖뿌리,0,0,0,1,0,0,False,66246,25005,1,1,1,3,0,0
2000832,가늘고 긴 화석,가늘고 긴 화석,가늘고 긴 화석,0,0,0,1,0,0,False,0,22202,1,1,1,3,0,0
2000833,웰윅 지렁이 고기,웰윅 지렁이 고기,웰윅 지렁이 고기,0,0,0,1,0,0,False,66358,29001,1,1,1,3,0,0
2000834,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000835,검은장막 후추,검은장막 후추,검은장막 후추,0,0,0,1,0,0,False,66309,25007,1,1,1,3,0,0
2000836,말린 드래곤고추,말린 드래곤고추,말린 드래곤고추,0,0,0,1,0,0,False,66309,25011,1,1,1,3,0,0
2000837,절령체 항아리,절령체 항아리,절령체 항아리,0,0,0,1,0,0,False,66492,22603,1,1,1,3,0,0
2000838,무거운 절령체 항아리,무거운 절령체 항아리,무거운 절령체 항아리,0,0,0,1,0,0,False,66492,22603,1,1,1,3,0,0
2000839,절령체 항아리,절령체 항아리,절령체 항아리,0,0,0,1,0,0,False,66495,22603,1,1,1,3,0,0
2000840,절령체 항아리,절령체 항아리,절령체 항아리,0,0,0,1,0,0,False,66498,22603,1,1,1,3,0,0
2000841,무거운 절령체 항아리,무거운 절령체 항아리,무거운 절령체 항아리,0,0,0,1,0,0,False,66503,22603,1,1,1,3,0,0
2000842,브리셀에게 보내는 편지,브리셀에게 보내는 편지,브리셀에게 보내는 편지,0,0,0,1,0,0,False,66516,25918,1,1,1,3,0,0
2000843,특별 도항 허가증,특별 도항 허가증,특별 도항 허가증,0,0,0,1,0,0,False,66497,26153,1,1,1,3,0,0
2000844,남겨진 반지,남겨진 반지 (임시) ,남겨진 반지,0,0,0,1,0,0,False,66484,54403,1,1,1,3,0,0
2000845,두툼한 야생돼지 고기,야생돼지 고기 (임시),두툼한 야생돼지 고기,0,0,0,1,0,0,False,66546,25153,1,5,1,3,0,0
2000846,오딘 조사 보고서,보고서 (임시),오딘 조사 보고서,0,0,0,1,0,0,False,66548,26151,1,1,1,3,0,0
2000847,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000848,흐물흐물한 회,해파리 회(임시),흐물흐물한 회,0,0,0,1,0,0,False,66570,25156,1,8,1,3,0,0
2000849,미미도아식 귀마개,미미도아식 귀마개,미미도아식 귀마개,0,0,0,1,0,0,False,66503,25919,1,1,1,3,0,0
2000850,제국군 제식검,제국군 제식검,제국군 제식검,0,0,0,1,0,0,False,66054,30407,1,1,1,3,0,0
2000851,상품 꾸러미,오디넬에게 보내는 짐 (임시),상품 꾸러미,0,0,0,1,0,0,False,66362,23001,1,1,1,3,0,0
2000852,특급 브랜디,사죄의 선물 (임시),특급 브랜디,0,0,0,1,0,0,False,66459,25057,1,1,1,3,0,0
2000853,빼앗긴 조사 기록,조사 자료 (임시),빼앗긴 조사 기록,0,0,0,1,0,0,False,66531,26153,1,1,1,3,0,0
2000854,튼튼한 밧줄,밧줄 (임시),튼튼한 밧줄,0,0,0,1,0,0,False,66532,26103,1,1,1,3,0,0
2000855,선인장 약차,선인장 약차,선인장 약차,0,0,0,1,0,0,False,66295,24406,1,3,1,3,0,0
2000856,오르슈팡이 쓴 편지,뒤랑데르 가에 보내는 소개장,오르슈팡이 쓴 편지,0,0,0,1,0,0,False,66460,25918,1,1,1,3,0,0
2000857,검은장막 사과,공물용 사과 (임시),검은장막 사과,0,0,0,1,0,0,False,66305,25308,1,2,1,3,0,0
2000858,프란셀이 쓴 편지,편지 2 (임시),프란셀이 쓴 편지,0,0,0,1,0,0,False,66460,25918,1,1,1,3,0,0
2000859,선인장술,선인장술,선인장술,0,0,0,1,0,0,False,66317,24404,1,2,1,3,0,0
2000860,검은양의 신선한 피,타우루스 유인용 (임시),검은양의 신선한 피,0,0,0,1,0,0,False,66451,22601,1,1,1,3,0,0
2000861,끔찍한 시체,끔찍한 시체,끔찍한 시체,0,0,0,1,0,0,False,66335,26024,1,1,1,3,0,0
2000862,냄새나는 위장,위장 (임시),냄새나는 위장,0,0,0,1,0,0,False,66343,22602,1,1,1,3,0,0
2000863,쇠주걱,조개를 떼어내기 위한 도구 (임시),쇠주걱,0,0,0,1,0,0,False,66373,35403,1,3,1,3,0,0
2000864,고블린 치즈,고블린 치즈,고블린 치즈,0,0,0,1,0,0,False,66368,24451,1,1,1,3,0,0
2000865,아제마 장미 꽃다발,하얀 꽃다발 (임시),아제마 장미 꽃다발,0,0,0,1,0,0,False,66508,25023,1,1,1,3,0,0
2000866,피투성이가 된 편지,피투성이가 된 편지,피투성이가 된 편지,0,0,0,1,0,0,False,66476,26151,1,1,1,3,0,0
2000867,은색 반지,유품 반지 (임시),은색 반지,0,0,0,1,0,0,False,66431,54403,1,1,1,3,0,0
2000868,돌망치,쇠지렛대 비슷한 것 (임시),돌망치,0,0,0,1,0,0,False,66525,38052,1,3,1,3,0,0
2000869,흑와단의 보급품,배에 실을 짐 2 (임시),흑와단의 보급품,0,0,0,1,0,0,False,66562,21003,1,1,1,3,0,0
